	Johnsonella	Burkholderia	Rubrivirga	Turicibacter	Fusicatenibacter	Rheinheimera	Salinicoccus	Altererythrobacter	Afipia	Streptomyces	Propioniciclava	Micropruina	Gordonibacter	Hafnia	Nodularia	Demetria	Pediococcus	Anaerococcus	Rhodocytophaga	Syntrophococcus	Hyphomicrobium	Parapusillimonas	Gemmatimonas	Pseudolabrys	Segetibacter	Lentibacillus	Bosea	Pannonibacter	Rhizobacter	Actinotalea	Alistipes	Nannocystis	Mogibacterium	Dioscorea	Deinococcus	Brooklawnia	Erythrobacter	Bifidobacterium	Bdellovibrio	Pseudoramibacter	Ottowia	Filifactor	Denitrobacterium	Leahibacter	Saccharophagus	Cloacibacillus	Thermomonas	Zoogloea	Brevundimonas	Cloacibacterium	Raoultella	Nocardioides	Leucobacter	Hydrogenoanaerobacterium	Odoribacter	Terrahaemophilus	Blastococcus	Dolosigranulum	Isosphaera	Sporosarcina	Oxalophagus	Propionimicrobium	Bulleidia	Chelatococcus	Brassicibacter	Bacteriovorax	Phenylobacterium	Asteroleplasma	Desulfuromonas	Ralstonia	Rhodopirellula	Gordonia	Epulopiscium	Limnobacter	Flavobacterium	Chthoniobacter	Intestinimonas	Treponema	Methanosphaera	Alkalibaculum	Tsukamurella	Insolitispirillum	Sarcina	Lautropia	Bradyrhizobium	Planctomyces	Varibaculum	Parvimonas	Dehalobacter	Schwartzia	Methylotenera	Mycobacterium	Arcticibacter	Prevotella	Cupriavidus	Cedecea	Legionella	Xylanibacter	Sphingomonas	Acholeplasma	Gemmiger	Rhodoplanes	Kocuria	Guggenheimella	Pluralibacter	Robinsoniella	Dyadobacter	Methylopila	Halomicronema	Lactobacillus	Cetobacterium	Pigmentiphaga	Microbacterium	Helcococcus	Tepidimonas	Anaerofilum	Methylophilus	Alkanindiges	Camelimonas	Trichococcus	Sphaerobacter	Micrococcus	Exiguobacterium	Centipeda	Coraliomargarita	Solirubrobacter	Streptobacillus	Brachyspira	Peptococcus	Arthrobacter	Blautia	Bauldia	Yaniella	Aeromicrobium	Acetitomaculum	Cellvibrio	Serinicoccus	Spinacia	Haemophilus	Acetobacter	Mycoplasma	Proteus	Hymenobacter	Roseburia	Natranaerovirga	Scardovia	Shewanella	Pseudoxanthobacter	Stenotrophomonas	Sphingobacterium	Helicobacter	Parasutterella	Klebsiella	Pedobacter	Parabacteroides	Tessaracoccus	Oceanobacillus	Kineococcus	Caulobacter	Ethanoligenens	Cellulosilyticum	Phyllobacterium	Flavihumibacter	Comamonas	Methylomonas	Anaeromyxobacter	Catonella	Phascolarctobacterium	Oceanitalea	Peptoclostridium	Oxalobacter	Zhihengliuella	Kytococcus	Christensenella	Aquicella	Megasphaera	Barnesiella	Soonwooa	Kingella	Leuconostoc	Leptotrichia	Lysobacter	Defluviicoccus	Fretibacterium	Luteococcus	Mobiluncus	Anaerosinus	Peptostreptococcus	Sphingopyxis	Uruburuella	Acetanaerobacterium	Akkermansia	Agromyces	Rubellimicrobium	Eggerthella	Adlercreutzia	Lutispora	Ferruginibacter	Ruminococcus	Rothia	Anaerobiospirillum	Dorea	Tannerella	Agrococcus	Arenimonas	Alloprevotella	Citricoccus	Actinomyces	Georgenia	Morganella	Murdochiella	Cucumis	Psychrobacter	Methylobacterium	Bacteroides	Ignavibacterium	Dokdonella	Nitriliruptor	Fontimonas	Alcanivorax	Pseudomonas	Lachnospira	Desemzia	Ornithinicoccus	Aureimonas	Wautersiella	Desulfotomaculum	Saccharofermentans	Nesterenkonia	Helcobacillus	Kaistobacter	Naasia	Devosia	Lachnobacterium	Tumebacillus	Microvirga	Faecalibacterium	Paracoccus	Roseomonas	Kerstersia	Coriobacterium	Slackia	Oceanicella	Solobacterium	Arcobacter	Aquabacterium	Globicatella	Clostridium	Acidaminobacter	Acetivibrio	Azohydromonas	Leptolyngbya	Succiniclasticum	Massilia	Actinobaculum	Azospirillum	Victivallis	Macrococcus	Capnocytophaga	Nitratireductor	Brachybacterium	Schlesneria	Alishewanella	Finegoldia	Gemella	Propionivibrio	Hydrotalea	Stomatobaculum	Catabacter	Dehalobacterium	Reyranella	Antarcticicola	Catellibacterium	Fluviicola	Janthinobacterium	Jeotgalicoccus	Sutterella	Novosphingobium	Conexibacter	Brevibacterium	Tetracoccus	Chryseobacterium	Anaerotruncus	Oribacterium	Fimbriimonas	Aequorivita	Cronobacter	Anaeroglobus	Dermatophilus	Pseudochrobactrum	Nocardia	Gracilibacter	Thauera	Hespellia	Asaccharobacter	Janibacter	Gardnerella	Papillibacter	Vallitalea	Pseudoclavibacter	Porphyrobacter	Pyramidobacter	Coprobacillus	Butyricicoccus	Sneathia	Brevibacillus	Tetrasphaera	Piscicoccus	Lachnoanaerobaculum	Photorhabdus	Methanobrevibacter	Steroidobacter	Olsenella	Dialister	Negativicoccus	Oscillochloris	Flavisolibacter	Morus	Desulfovibrio	Holophaga	Dietzia	Oxobacter	Alkalibacterium	Bryobacter	Vibrio	Moryella	Okadaella	Kaistia	Serratia	Planomicrobium	Humicoccus	Dermabacter	Shinella	Atopobium	Rhodospirillum	Craurococcus	Sediminibacterium	Pantoea	Escherichia/Shigella	Alkalitalea	Pseudonocardia	Leclercia	Succinivibrio	Butyrivibrio	Methylobacillus	Eikenella	Meiothermus	Enterorhabdus	Paenibacillus	Variovorax	Pseudoxanthomonas	Nitrosomonas	Facklamia	Enterobacter	Polymorphum	Subaequorebacter	Trifolium	Pectobacterium	Marmoricola	Sporacetigenium	Enterococcus	Vampirovibrio	Citrobacter	Prolixibacter	Acinetobacter	Rhodococcus	Parvibacter	Megamonas	Mesorhizobium	Schlegelella	Porphyromonas	Rhizobium	Paraeggerthella	Singulisphaera	Bifissio	Pontibacter	Hydrocarboniphaga	Holdemania	Kofleria	Geodermatophilus	Pleomorphomonas	Campylobacter	Knoellia	Ornithinimicrobium	Bilophila	Allobaculum	Ilumatobacter	Sneathiella	Howardella	Imtechium	Tunicatimonas	Rhodothermus	Oscillibacter	Aquamicrobium	Alkaliphilus	Vagococcus	Ochrobactrum	Dermacoccus	Anaerorhabdus	Pyxidicoccus	Rhodobacter	Aliihoeflea	Granulicatella	Bordetella	Flavonifractor	Aciditerrimonas	Coprobacter	Ramlibacter	Elusimicrobium	Lactonifactor	Peptoniphilus	Sporobacter	Halomonas	Caryophanon	Anoxybacillus	Nostocoida	Fusobacterium	Subdoligranulum	Anaerovibrio	Sphaerochaeta	Skermanella	Aerosphaera	Nitrolancea	Undibacterium	Mitsuokella	Anaerosporobacter	Aminobacter	Corynebacterium	Anaerofustis	Galbibacter	Alcaligenes	Luteimonas	Kluyvera	Bacillus	Alloscardovia	Hazenella	Petrimonas	Abiotrophia	Desulfosporosinus	Collinsella	Acidovorax	Propionibacterium	Butyricimonas	Achromobacter	Pelomonas	Aggregatibacter	Erwinia	Pseudoflavonifractor	Elizabethkingia	Acidaminococcus	Perlucidibaca	Sideroxydans	Lactococcus	Eubacterium	Coprococcus	Neisseria	Anaerovorax	Weissella	Microlunatus	Methyloversatilis	Cardiobacterium	Allisonella	Streptococcus	Azonexus	Providencia	Agrobacterium	Planobacterium	Catenibacterium	Anaerostipes	Staphylococcus	Zymophilus	Leifsonia	Rhodopseudomonas	Adhaeribacter	Moraxella	Gaiella	Patulibacter	Delftia	Empedobacter	Curvibacter	Millisia	Oscillospira	Paraprevotella	Solibacillus	Aerococcus	Rikenella	Selenomonas	Veillonella	Ammoniphilus	Sphingobium
sample_138	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	104	0	0	2	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	10	0	0	0	0	0	1	0	3	178	0	9	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	51	0	0	6	0	0	0	2	0	9	0	0	0	0	0	0	83	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	263	0	0	0	0	0	0	0	0	0	0	0	0	0	765	0	0	0	1	0	0	0	2	1	0	0	0	0	0	20	0	0	0	0	0	0	136	0	436	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	305	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	19	0	0	2	0	2	0	0	0	1	2	0	0	0	85	16	0	0	15	0	0	0	0	58	0	0	0	0	43	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0
sample_44	0	0	0	0	3	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1121	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	156	0	0	0	0	0	0	0	0	0	0	4	0	50	0	0	0	0	0	0	0	1	0	0	20	0	0	0	0	7	0	0	0	14	0	0	0	246	0	0	36	0	0	0	0	0	13	0	0	2	0	0	0	0	0	0	0	0	0	2	0	4	0	0	26	0	0	0	272	0	0	169	0	0	0	71	0	0	0	0	0	0	2	0	311	0	0	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1832	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	6	0	2	4	0	0	0	0	26	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	658	0	0	0	0	22	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	799	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	1066	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	1	9	0	0	0	0	0	0	0	0	0	0	702	69	0	2	0	0	0	0	0	0	0	0	0	0	203	3	0	0	0	0	0	1	0	0	0	2	0	0	20	83	0	0	0	1	0	0	0
sample_135	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	380	0	0	0	0	0	0	23	0	2	0	0	0	0	0	0	22	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	234	0	0	1	0	0	0	0	0	0	0	0	0	10	0	0	0	0	4	4	0	2	1	0	28	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	1	0	45	9	0	0	0	0	0	0	0	0	0	0	373	0	0	0	0	0	0	13	5	0	0	1151	0	0	26	0	0	0	6	0	8	0	2	0	0	0	1	231	0	0	0	0	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2143	0	0	0	0	3	0	0	0	0	0	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	88	0	0	0	1	0	0	0	0	0	0	0	12	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	12	0	0	0	0	0	0	0	0	0	0	403	0	0	0	1	0	0	0	0	0	0	0	0	0	11	0	0	0	27	2	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	6	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	1	0	1	0	226	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	1	11	2	0	0	0	2	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2695	0	0	2	0	0	0	0	0	0	5	0	0	0	1043	318	0	0	0	0	0	0	0	9	0	0	0	0	38	6	2	0	0	0	0	0	4	0	0	0	0	0	85	0	0	0	0	0	2	0	0
sample_84	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8269	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	35	0	0	0	0	19	0	0	0	0	0	4	0	6	50	0	18	0	0	0	0	0	0	0	0	1	0	0	0	11	0	0	2	0	0	2	0	672	3	0	1	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	1	10	0	0	113	1	0	22	0	0	0	413	0	8	0	0	0	0	0	0	162	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1069	0	0	0	0	5	0	1	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	1	1	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	791	1	0	0	0	8	0	0	0	0	0	274	0	0	0	0	0	0	0	0	1	0	0	0	0	440	0	0	0	97	5	0	0	4	4	0	0	0	0	0	11	0	0	0	1	0	0	0	0	0	0	0	7	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	4	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	1	0	0	0	0	1	0	56	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	377	0	0	4	0	0	0	0	0	0	3	0	0	0	240	16	4	1	1	0	0	0	0	295	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	22	3	0	0	0	0	6	0	0
sample_159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	4	0	0	13	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	10	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	35	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1975	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	9	0	0	0	0	0	0	0	0	1	0	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	6	0	0	0	0	0	0	108	0	0	655	0	0	0	0	0	3	0	0	0	0	0	0	11149	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5103	140	15	29	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3101	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1997	0	0	0	33	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	10	0	143	0	0	0	0	0	0	0	5	0	0	0	2	0	0	0	0	0	1	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	4488	0	4	0	22	5	0	0	0	0	0	0	0	51	1196	33	0	0	0	0	0	0	0	42	0	0	0	0	11	0	15	0	0	0	0	0	0	0	1	0	0	0	7	12	0	0	0	0	0	0	2
sample_5	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	2948	0	0	0	0	0	0	40	0	0	0	0	1	0	0	0	412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	597	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	2	0	0	30	0	0	0	0	7	0	0	0	0	0	0	0	357	0	0	9	0	0	7	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	249	0	0	0	0	7	20	0	1988	0	0	129	0	0	0	160	0	0	0	0	0	0	0	0	275	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1242	0	0	0	0	32	0	74	0	0	0	159	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	6	0	0	0	2	31	0	0	0	0	0	0	0	44	0	8	0	0	0	0	0	52	0	0	1	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	1	6	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	12	0	0	0	1183	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	1	138	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	618	0	0	2	0	0	0	0	2	0	3	0	0	1	1344	78	0	10	0	0	0	0	1	0	0	0	0	0	390	26	0	0	0	0	0	0	0	0	0	0	0	0	126	1	0	0	0	1	0	0	0
sample_119	0	0	0	2	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	424	0	0	0	0	0	0	62	0	16	0	0	0	0	0	0	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	13	0	43	0	0	3	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	4	0	21	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	2	0	9	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	59	23	0	0	546	0	0	109	0	0	0	37	0	0	0	4	0	0	0	0	667	0	0	0	0	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	364	0	0	0	0	5	0	9	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	26	0	0	0	0	1	0	0	0	0	0	2573	0	0	0	0	0	0	0	0	0	0	0	0	1	35	0	0	0	0	18	0	0	1	0	0	0	0	0	0	8	0	0	0	0	0	0	6	0	2	0	0	16	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	0	0	0	0	0	0	0	0	0	0	0	22	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	27	15	0	0	0	0	0	1	39	0	0	0	667	55	0	1	0	0	0	0	0	3	0	0	0	0	276	14	0	0	0	0	0	0	0	0	0	0	0	0	50	8	0	0	0	1	2	0	0
sample_9	0	0	0	5	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	16	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	7	0	0	0	0	0	0	0	20	0	0	0	0	209	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	451	0	0	0	0	0	1	438	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	294	0	0	0	0	0	0	0	4	0	0	0	0	733	0	0	0	0	0	0	0	339	5	0	75	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	8	0	0	3	0	4	15	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	0	0	0	0	0	0	1449	0	0	267	0	0	0	1526	0	7	0	0	0	0	0	0	435	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	7146	0	0	0	0	1	0	528	0	0	0	418	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	52	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	343	0	0	0	2	0	0	0	0	0	11	0	0	0	0	0	0	0	0	1	0	0	28	0	249	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	13	0	0	0	3	0	0	0	855	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	342	0	0	86	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1442	0	0	12	0	1	0	0	6	0	14	0	0	0	2885	238	0	1	2	0	0	0	0	0	0	0	0	0	5	50	0	0	0	0	0	0	0	0	0	0	0	0	119	12	0	0	0	0	7	0	0
sample_20	0	0	0	19	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	4	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3409	0	0	0	0	0	3	281	0	0	0	0	0	0	0	0	31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	342	0	0	0	0	0	0	0	6	0	0	0	0	501	0	0	0	0	0	0	0	1	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	3	0	0	0	0	0	0	0	0	1	0	0	0	0	28	0	0	0	0	1	0	0	321	0	0	163	0	0	0	837	0	2	0	0	1	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2181	0	0	0	0	15	0	115	0	0	0	69	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	15	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	309	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	2	13	0	0	0	23	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2	0	31	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	17	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	2	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	352	0	1	0	0	0	0	0	0	0	6	0	0	0	3029	116	0	0	0	0	0	0	0	5	0	0	0	0	360	49	0	0	0	0	0	0	0	0	1	0	0	0	43	5	0	0	0	0	14	0	0
sample_111	0	0	0	89	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	396	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	204	0	0	0	0	0	0	0	0	0	0	451	0	16	0	0	0	0	0	3	0	1	3	0	20	0	0	0	0	0	0	0	0	0	0	0	0	16	0	59	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	53	0	0	0	3	0	0	88	0	0	0	150	0	0	58	0	0	0	2	0	1	0	1374	0	0	0	0	285	0	0	0	0	0	8	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	1	0	0	0	0	0	659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	0	0	0	0	0	0	0	0	0	0	396	0	0	0	0	0	0	0	0	0	0	0	0	0	1352	0	0	0	0	2	0	0	0	0	0	0	0	0	0	12	0	0	0	2	0	0	124	0	0	0	1	2	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	20	0	0	0	4	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	54	0	3	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1111	0	2	0	0	0	0	0	2	0	2	0	0	0	150	6	0	0	0	0	0	0	0	76	0	0	0	0	52	84	1	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	1	0	0
