	Johnsonella	Burkholderia	Rubrivirga	Turicibacter	Fusicatenibacter	Rheinheimera	Salinicoccus	Altererythrobacter	Afipia	Streptomyces	Propioniciclava	Micropruina	Gordonibacter	Hafnia	Nodularia	Demetria	Pediococcus	Anaerococcus	Rhodocytophaga	Syntrophococcus	Hyphomicrobium	Parapusillimonas	Gemmatimonas	Pseudolabrys	Segetibacter	Lentibacillus	Bosea	Pannonibacter	Rhizobacter	Actinotalea	Alistipes	Nannocystis	Mogibacterium	Dioscorea	Deinococcus	Brooklawnia	Erythrobacter	Bifidobacterium	Bdellovibrio	Pseudoramibacter	Ottowia	Filifactor	Denitrobacterium	Leahibacter	Saccharophagus	Cloacibacillus	Thermomonas	Zoogloea	Brevundimonas	Cloacibacterium	Raoultella	Nocardioides	Leucobacter	Hydrogenoanaerobacterium	Odoribacter	Terrahaemophilus	Blastococcus	Dolosigranulum	Isosphaera	Sporosarcina	Oxalophagus	Propionimicrobium	Bulleidia	Chelatococcus	Brassicibacter	Bacteriovorax	Phenylobacterium	Asteroleplasma	Desulfuromonas	Ralstonia	Rhodopirellula	Gordonia	Epulopiscium	Limnobacter	Flavobacterium	Chthoniobacter	Intestinimonas	Treponema	Methanosphaera	Alkalibaculum	Tsukamurella	Insolitispirillum	Sarcina	Lautropia	Bradyrhizobium	Planctomyces	Varibaculum	Parvimonas	Dehalobacter	Schwartzia	Methylotenera	Mycobacterium	Arcticibacter	Prevotella	Cupriavidus	Cedecea	Legionella	Xylanibacter	Sphingomonas	Acholeplasma	Gemmiger	Rhodoplanes	Kocuria	Guggenheimella	Pluralibacter	Robinsoniella	Dyadobacter	Methylopila	Halomicronema	Lactobacillus	Cetobacterium	Pigmentiphaga	Microbacterium	Helcococcus	Tepidimonas	Anaerofilum	Methylophilus	Alkanindiges	Camelimonas	Trichococcus	Sphaerobacter	Micrococcus	Exiguobacterium	Centipeda	Coraliomargarita	Solirubrobacter	Streptobacillus	Brachyspira	Peptococcus	Arthrobacter	Blautia	Bauldia	Yaniella	Aeromicrobium	Acetitomaculum	Cellvibrio	Serinicoccus	Spinacia	Haemophilus	Acetobacter	Mycoplasma	Proteus	Hymenobacter	Roseburia	Natranaerovirga	Scardovia	Shewanella	Pseudoxanthobacter	Stenotrophomonas	Sphingobacterium	Helicobacter	Parasutterella	Klebsiella	Pedobacter	Parabacteroides	Tessaracoccus	Oceanobacillus	Kineococcus	Caulobacter	Ethanoligenens	Cellulosilyticum	Phyllobacterium	Flavihumibacter	Comamonas	Methylomonas	Anaeromyxobacter	Catonella	Phascolarctobacterium	Oceanitalea	Peptoclostridium	Oxalobacter	Zhihengliuella	Kytococcus	Christensenella	Aquicella	Megasphaera	Barnesiella	Soonwooa	Kingella	Leuconostoc	Leptotrichia	Lysobacter	Defluviicoccus	Fretibacterium	Luteococcus	Mobiluncus	Anaerosinus	Peptostreptococcus	Sphingopyxis	Uruburuella	Acetanaerobacterium	Akkermansia	Agromyces	Rubellimicrobium	Eggerthella	Adlercreutzia	Lutispora	Ferruginibacter	Ruminococcus	Rothia	Anaerobiospirillum	Dorea	Tannerella	Agrococcus	Arenimonas	Alloprevotella	Citricoccus	Actinomyces	Georgenia	Morganella	Murdochiella	Cucumis	Psychrobacter	Methylobacterium	Bacteroides	Ignavibacterium	Dokdonella	Nitriliruptor	Fontimonas	Alcanivorax	Pseudomonas	Lachnospira	Desemzia	Ornithinicoccus	Aureimonas	Wautersiella	Desulfotomaculum	Saccharofermentans	Nesterenkonia	Helcobacillus	Kaistobacter	Naasia	Devosia	Lachnobacterium	Tumebacillus	Microvirga	Faecalibacterium	Paracoccus	Roseomonas	Kerstersia	Coriobacterium	Slackia	Oceanicella	Solobacterium	Arcobacter	Aquabacterium	Globicatella	Clostridium	Acidaminobacter	Acetivibrio	Azohydromonas	Leptolyngbya	Succiniclasticum	Massilia	Actinobaculum	Azospirillum	Victivallis	Macrococcus	Capnocytophaga	Nitratireductor	Brachybacterium	Schlesneria	Alishewanella	Finegoldia	Gemella	Propionivibrio	Hydrotalea	Stomatobaculum	Catabacter	Dehalobacterium	Reyranella	Antarcticicola	Catellibacterium	Fluviicola	Janthinobacterium	Jeotgalicoccus	Sutterella	Novosphingobium	Conexibacter	Brevibacterium	Tetracoccus	Chryseobacterium	Anaerotruncus	Oribacterium	Fimbriimonas	Aequorivita	Cronobacter	Anaeroglobus	Dermatophilus	Pseudochrobactrum	Nocardia	Gracilibacter	Thauera	Hespellia	Asaccharobacter	Janibacter	Gardnerella	Papillibacter	Vallitalea	Pseudoclavibacter	Porphyrobacter	Pyramidobacter	Coprobacillus	Butyricicoccus	Sneathia	Brevibacillus	Tetrasphaera	Piscicoccus	Lachnoanaerobaculum	Photorhabdus	Methanobrevibacter	Steroidobacter	Olsenella	Dialister	Negativicoccus	Oscillochloris	Flavisolibacter	Morus	Desulfovibrio	Holophaga	Dietzia	Oxobacter	Alkalibacterium	Bryobacter	Vibrio	Moryella	Okadaella	Kaistia	Serratia	Planomicrobium	Humicoccus	Dermabacter	Shinella	Atopobium	Rhodospirillum	Craurococcus	Sediminibacterium	Pantoea	Escherichia/Shigella	Alkalitalea	Pseudonocardia	Leclercia	Succinivibrio	Butyrivibrio	Methylobacillus	Eikenella	Meiothermus	Enterorhabdus	Paenibacillus	Variovorax	Pseudoxanthomonas	Nitrosomonas	Facklamia	Enterobacter	Polymorphum	Subaequorebacter	Trifolium	Pectobacterium	Marmoricola	Sporacetigenium	Enterococcus	Vampirovibrio	Citrobacter	Prolixibacter	Acinetobacter	Rhodococcus	Parvibacter	Megamonas	Mesorhizobium	Schlegelella	Porphyromonas	Rhizobium	Paraeggerthella	Singulisphaera	Bifissio	Pontibacter	Hydrocarboniphaga	Holdemania	Kofleria	Geodermatophilus	Pleomorphomonas	Campylobacter	Knoellia	Ornithinimicrobium	Bilophila	Allobaculum	Ilumatobacter	Sneathiella	Howardella	Imtechium	Tunicatimonas	Rhodothermus	Oscillibacter	Aquamicrobium	Alkaliphilus	Vagococcus	Ochrobactrum	Dermacoccus	Anaerorhabdus	Pyxidicoccus	Rhodobacter	Aliihoeflea	Granulicatella	Bordetella	Flavonifractor	Aciditerrimonas	Coprobacter	Ramlibacter	Elusimicrobium	Lactonifactor	Peptoniphilus	Sporobacter	Halomonas	Caryophanon	Anoxybacillus	Nostocoida	Fusobacterium	Subdoligranulum	Anaerovibrio	Sphaerochaeta	Skermanella	Aerosphaera	Nitrolancea	Undibacterium	Mitsuokella	Anaerosporobacter	Aminobacter	Corynebacterium	Anaerofustis	Galbibacter	Alcaligenes	Luteimonas	Kluyvera	Bacillus	Alloscardovia	Hazenella	Petrimonas	Abiotrophia	Desulfosporosinus	Collinsella	Acidovorax	Propionibacterium	Butyricimonas	Achromobacter	Pelomonas	Aggregatibacter	Erwinia	Pseudoflavonifractor	Elizabethkingia	Acidaminococcus	Perlucidibaca	Sideroxydans	Lactococcus	Eubacterium	Coprococcus	Neisseria	Anaerovorax	Weissella	Microlunatus	Methyloversatilis	Cardiobacterium	Allisonella	Streptococcus	Azonexus	Providencia	Agrobacterium	Planobacterium	Catenibacterium	Anaerostipes	Staphylococcus	Zymophilus	Leifsonia	Rhodopseudomonas	Adhaeribacter	Moraxella	Gaiella	Patulibacter	Delftia	Empedobacter	Curvibacter	Millisia	Oscillospira	Paraprevotella	Solibacillus	Aerococcus	Rikenella	Selenomonas	Veillonella	Ammoniphilus	Sphingobium
sample_13	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2006	0	0	0	0	0	0	199	0	0	0	0	0	0	0	0	475	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	15	0	344	0	0	0	0	0	0	0	25	0	0	0	0	129	0	0	1	0	0	454	0	27	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	1	1	0	0	0	0	0	49	0	0	0	0	0	0	0	5	38	0	0	0	9	0	0	882	0	0	110	0	0	0	1692	0	98	0	0	0	0	0	0	1061	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1568	0	0	0	0	84	0	13	0	0	0	3213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	28	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	363	842	0	0	0	0	0	0	0	0	0	0	681	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	526	35	0	0	0	9	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	10	125	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	280	0	0	25	0	0	0	0	0	0	0	0	0	0	0	2014	0	0	0	0	0	0	0	0	0	0	0	0	2	936	349	0	0	0	0	0	0	0	186	0	0	0	0	463	47	0	0	0	0	0	0	0	0	0	0	0	0	113	46	0	0	0	0	108	0	0
sample_38	0	0	0	4	41	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	21	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	806	0	0	0	0	0	0	1066	0	0	0	0	0	0	0	0	5916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	510	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	5	3	0	74	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	27	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	9	94	0	0	22	57	0	0	394	0	0	593	0	0	0	1	0	2	0	0	0	0	0	0	868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1587	0	0	0	0	32	0	0	0	0	0	163	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246	0	0	0	0	3	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	22	0	5	0	0	0	8	3	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1022	0	0	0	0	0	0	0	1	0	0	0	0	0	2523	408	0	2	0	0	0	0	0	14	0	0	0	0	1711	740	0	0	0	0	0	0	0	0	0	0	0	0	15	1	0	0	0	3	0	0	0
sample_57	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5366	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	527	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	6	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	3	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	7	0	0	211	2	0	17	0	0	0	82	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2252	0	0	0	0	31	0	0	0	0	0	39	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	26	0	0	0	0	0	17	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	1	241	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	2	0	0	3	4	0	0	0	0	0	8	0	0	0	0	0	0	0	1	0	0	0	1	0	21	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	8	0	0	0	12	0	0	0	784	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	10	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	142	0	0	45	0	1	0	0	0	0	6	0	0	0	1266	99	0	1	0	0	0	0	2	43	0	0	0	0	417	72	0	0	0	0	0	0	0	0	0	0	0	0	174	2	0	0	0	0	3	0	0
sample_131	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	8	0	29	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	3	0	4	0	0	0	0	0	0	0	5	0	0	0	0	30	0	0	0	0	0	4	0	9	5	0	28	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	28	12	0	0	40	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	2	0	0	108	1	0	28	0	0	0	4	0	25	0	0	0	0	0	0	120	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	3	8	0	0	0	0	0	0	0	0	0	0	511	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	1	0	0	2	0	0	0	0	0	0	8	0	0	0	0	0	0	83	0	12	0	2	6	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	8	0	0	0	0	0	0	0	0	17	0	0	6	0	0	0	0	0	0	0	0	4	0	0	0	0	0	10	0	2	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	26	0	63	6	0	1	0	0	0	1	8	0	0	9	99	11	0	0	88	0	0	0	0	373	0	0	0	0	24	13	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
sample_112	0	0	0	0	16	0	44	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	72	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	16	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	189	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	2011	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	5	0	11	8	0	36	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	11	28	0	0	0	0	0	0	0	0	0	0	0	0	0	1	17	0	0	0	234	0	0	603	0	0	26	0	0	0	0	0	23	0	0	0	0	0	0	402	0	0	0	0	0	9	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	498	0	0	0	0	0	0	0	0	0	0	417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	8	29	0	0	0	0	0	0	0	0	0	0	1861	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	8	1	0	0	0	0	0	54	0	0	0	0	1	0	1	0	14	0	0	5	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	6	0	24	0	149	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	1	1	5	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	743	0	0	18	0	1	0	0	20	0	19	0	0	0	531	22	0	0	7	0	1	0	0	12	0	0	1	0	134	21	2	0	0	0	0	0	0	0	1	0	0	0	25	6	0	0	0	0	15	0	0
sample_130	0	0	0	121	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	348	0	0	0	0	0	0	142	0	14	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	1	0	0	0	0	87	0	0	0	0	7	0	0	2	5	0	106	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	13	0	0	46	0	0	0	0	0	0	0	0	0	0	2	0	0	0	13	0	0	1	0	3	0	618	0	1	103	0	0	0	9	0	21	0	0	0	0	0	0	536	0	0	0	0	0	8	45	0	0	0	10	0	0	0	0	0	0	0	0	0	0	642	0	0	0	0	3	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	2702	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	4	1	0	0	22	1	0	0	3	0	0	4	0	0	0	0	0	0	4	0	0	0	3	6	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	202	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	1	0	0	0	0	19	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	789	0	0	0	0	0	0	0	0	0	17	0	0	0	654	53	0	0	0	0	0	0	0	17	0	0	2	0	215	22	1	0	0	0	0	0	0	0	2	0	0	0	46	0	0	0	0	0	4	0	0
sample_21	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	29	0	0	0	0	0	0	0	0	11	325	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1133	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	5	1	0	135	0	0	0	0	0	0	0	2	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	1	0	0	0	0	0	0	0	38	0	0	6	0	0	0	0	110	5	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	1	0	779	0	0	36	0	0	0	307	0	7	0	0	0	0	0	0	125	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	915	0	0	0	0	23	0	39	0	0	0	76	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	2	55	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	14	0	0	0	0	0	0	8	0	15	441	0	0	0	0	5	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	418	389	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	9	0	0	0	347	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	71	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	1	0	0	0	0	0	0	0	0	0	279	0	0	3	0	0	0	0	2	0	0	0	0	0	1259	120	0	1	0	0	0	0	0	26	0	0	0	0	777	62	0	0	0	0	0	0	0	0	0	0	0	0	90	1	0	0	2	30	0	0	0
sample_81	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	1	0	0	0	7	0	0	0	0	1	0	0	3	0	0	2	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	407	0	0	0	0	0	0	38	0	5	0	0	0	0	0	0	19	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	8	0	89	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	1	0	17	6	0	127	0	0	0	0	0	0	0	0	3	0	0	0	30	0	0	0	0	0	1	0	648	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	5	0	0	2169	0	0	7	0	0	0	26	0	5	0	0	0	0	0	0	9668	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	433	0	0	0	0	6	0	0	0	0	0	122	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	670	0	0	0	0	0	0	0	0	0	1	917	0	0	0	0	0	0	0	0	0	0	444	0	0	0	0	0	0	0	0	0	0	0	0	0	115	1	0	0	0	6	0	0	9	0	0	0	0	0	0	15	0	0	0	0	0	0	92	0	6	0	1	11	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	2	0	0	0	1	0	0	0	77	0	0	0	0	0	0	0	287	0	0	3	0	0	0	0	3	4	0	0	0	0	0	343	0	4	12	0	2	0	0	0	0	8	0	0	0	202	25	0	0	0	0	1	0	9	9	0	0	0	0	49	23	6	0	0	0	0	0	0	0	3	0	0	0	18	8	0	0	0	0	737	0	0
sample_40	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	27	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	1476	0	0	0	0	0	0	170	0	0	0	0	0	0	0	0	1254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	81	0	0	0	0	0	0	0	7	0	0	0	0	378	0	0	0	0	0	0	0	5	2	0	18	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	27	33	0	0	0	0	0	0	0	0	1	0	0	0	0	276	2	0	0	13	1	2	0	349	1	0	371	0	0	0	819	0	7	0	0	0	0	0	0	888	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	3092	0	0	0	0	32	0	32	0	0	0	203	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	839	0	0	0	0	0	0	0	1	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	1	0	0	0	68	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	1091	0	0	0	0	0	0	0	0	0	1	0	46	0	0	0	0	0	2	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	325	0	0	0	0	0	0	0	1	0	0	0	0	0	2449	876	0	1	0	0	0	0	0	7	0	0	0	0	290	78	0	0	0	0	0	0	0	0	1	0	0	0	104	3	0	0	0	0	5	0	0
sample_47	0	0	0	17	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1060	0	0	0	0	0	0	520	0	0	0	0	0	0	0	0	689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	155	0	0	0	0	0	0	0	43	0	0	0	0	165	0	0	0	0	0	0	0	1	2	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	710	4	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	627	0	0	629	0	0	0	87	0	6	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2791	0	0	0	0	48	0	121	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	978	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	15	52	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	7	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	7	0	1	0	0	0	0	3	1	0	0	0	0	7	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1017	0	0	0	0	0	0	0	1	0	0	0	0	0	3763	138	0	0	0	0	0	0	5	66	0	0	0	0	3535	36	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	1	43	0	0
