	Chloroidium	Skermanella	Pinus	Dolosigranulum	Virgibacillus	Collinsella	Lachnoanaerobaculum	Aeromonas	Croceibacter	Parachlamydia	Emticicia	Opitutus	Ornatilinea	Pseudozobellia	Metallibacterium	Helicobacter	Niastella	Comamonas	Acetivibrio	Petrobacter	Dioscorea	Oxobacter	Cellulosilyticum	Fusobacterium	Woodsholea	Puniceicoccus	Marinosulfonomonas	Globicatella	Fibrobacter	Marinobacterium	Anaerovorax	Propionibacterium	Acidaminococcus	Anaeromyxobacter	Succinatimonas	Methylobacterium	Alteromonas	Asticcacaulis	Olivibacter	Lachnospira	Alloscardovia	Nordella	Tetragenococcus	Anaeroglobus	Bacteroides	Kofleria	Klebsiella	Buxus	Alterococcus	Castellaniella	Pyramidobacter	Pasteurella	Neisseria	Antarctobacter	Rubellimicrobium	Thalassolituus	Methanobrevibacter	Thermovirga	Salegentibacter	Pseudoalteromonas	Filomicrobium	Halomonas	Euzebya	Oscillochloris	Holdemania	Oceanobacillus	Moraxella	Duganella	Johnsonella	Buttiauxella	Parabacteroides	Lactococcus	Undibacterium	Rhodobacter	Dokdonella	Erythrobacter	Sandarakinorhabdus	Hyphomicrobium	Howardella	Myroides	Ewingella	Kouleothrix	Albidiferax	Ohtaekwangia	Fretibacterium	Synergistes	Terrimonas	Mesorhizobium	Vallitalea	Protochlamydia	Pontibacter	Wandonia	Melosira	Papillibacter	Dorea	Burkholderia	Oxalicibacterium	Hoeflea	Desulfobaculum	Turneriella	Erwinia	Petrimonas	Intestinimonas	Litorilinea	Buchnera	Cystobacter	Frateuria	Fluviimonas	Lentibacter	Schlegelella	Solobacterium	Mucilaginibacter	Syntrophomonas	Veillonella	Macellibacteroides	Odoribacter	Chryseobacterium	Alkaliphilus	Cloacibacillus	Tannerella	Rhizobium	Zavarzinella	Morganella	Peredibacter	Pseudoramibacter	Gracilibacter	Parvibacter	Proteus	Oscillospira	Rikenella	Luteolibacter	Cellulomonas	Faecalibacterium	Panacagrimonas	Ureibacillus	Polaribacter	Aerococcus	Solibacillus	Halioglobus	Solibius	Chitinophaga	Anaerofustis	Aggregatibacter	Devosia	Robinsoniella	Filimonas	Succinivibrio	Campylobacter	Pedobacter	Sporobacter	Nitrosopumilus	Gemella	Bradyrhizobium	Silanimonas	Tunicatimonas	Porphyromonas	Methanosaeta	Spirobacillus	Flavobacterium	Haliangium	Eggerthella	Rhodopseudomonas	Parasporobacterium	Aureimarina	Nitrospira	Pantoea	Azospirillum	Syntrophorhabdus	Megamonas	Roseobacter	Natranaerovirga	Actinobacillus	Ktedonobacter	Oligella	Marinobacter	Snodgrassella	Flavitalea	Krasilnikovia	Gemmobacter	Dethiobacter	Mesonia	Lutispora	Paenibacillus	Pediococcus	Roseburia	Pelomonas	Methanosphaera	Anaerosporobacter	Parasutterella	Nocardioides	Thermopolyspora	Piscinibacter	Acidaminobacter	Azoarcus	Peptoclostridium	Salmonella	Gemmatimonas	Anaerotruncus	Turicibacter	Dysgonomonas	Kingella	Paludibacter	Peptococcus	Phaselicystis	Acetitomaculum	Butyricimonas	Christensenella	Polycyclovorans	Synechococcus	Bosea	Sediminibacterium	Ilumatobacter	Ceratophyllum	Gilliamella	Escherichia/Shigella	Bilophila	Mobiluncus	Arenimonas	Eikenella	Lactonifactor	Acinetobacter	Heterosigma	Akkermansia	Caulobacter	Catabacter	Succiniclasticum	Phascolarctobacterium	Brachymonas	Catenibacterium	Methylovirgula	Singulisphaera	Staphylococcus	Catonella	Pisum	Megasphaera	Parvimonas	Cetobacterium	Reyranella	Thermosporothrix	Stenotrophomonas	Granulicatella	Delftia	Salinirepens	Lysobacter	Rhizomicrobium	Peptostreptococcus	Filifactor	Adhaeribacter	Enterococcus	Hafnia	Phormidium	Sphingobacterium	Citrobacter	Coprobacillus	Blastococcus	Schwartzia	Gaiella	Bacillus	Paracoccus	Actinoallomurus	Dyella	Winogradskyella	Acetanaerobacterium	Deinococcus	Agrobacterium	Raoultella	Dyadobacter	Acidipila	Gordonibacter	Streptococcus	Slackia	Leptotrichia	Georgfuchsia	Thermomonas	Victivallis	Sporobacterium	Vogesella	Paraprevotella	Dialister	Neptuniibacter	Cryptobacterium	Rhodanobacter	Porticoccus	Rhodopirellula	Lemna	Fucus	Lyngbya	Plesiomonas	Aminobacterium	Syntrophaceticus	Thermomonospora	Clostridium	Acetatifactor	Pseudolabrys	Dongia	Bulleidia	Barnesiella	Butyricicoccus	Coprobacter	Jatrophihabitans	Phenylobacterium	Mitsuaria	Sphingobium	Murdochiella	Bacteriovorax	Serratia	Microchaete	Vasilyevaea	Anaerorhabdus	Actinospica	Syntrophococcus	Actinomyces	Lachnobacterium	Rubricoccus	Alloprevotella	Mucispirillum	Leuconostoc	Cerasibacillus	Butyrivibrio	Pseudorhodoferax	Hyphomonas	Kangiella	Sulfitobacter	Shewanella	Weissella	Prochlorococcus	Pseudomonas	Thiohalocapsa	Novosphingobium	Rheinheimera	Sinorhizobium	Herbaspirillum	Pseudobutyrivibrio	Anaerostipes	Prevotella	Maribacter	Enterorhabdus	Bifidobacterium	Kluyvera	Gemmiger	Sinomonas	Leptolinea	Sphingomonas	Bythopirellula	Stomatobaculum	Cymbella	Anaerococcus	Armatimonas	Aquicella	Nostocoida	Kaistobacter	Olsenella	Aciditerrimonas	Gardnerella	Ruminofilibacter	Orientia	Finegoldia	Cronobacter	Granulosicoccus	Rubidimonas	Subdoligranulum	Chthoniobacter	Nosocomiicoccus	Lactobacillus	Pseudoxanthomonas	Streptomyces	Kandleria	Lewinella	Crocinitomix	Prosthecobacter	Atopobium	Blastocatella	Ruminococcus	Daucus	Dethiosulfatibacter	Brevibacterium	Hydrogenophaga	Aminivibrio	Phycisphaera	Holophaga	Lautropia	Planctomyces	Steroidobacter	Psychrobacter	Desulfovibrio	Adlercreutzia	Rubrivirga	Marmoricola	Proteiniphilum	Defluviitalea	Bryobacter	Anaerofilum	Dehalobacterium	Maricaulis	Eubacterium	Pseudoflavonifractor	Schlesneria	Oxalobacter	Cellulosibacter	Cupriavidus	Alcanivorax	Aliivibrio	Hespellia	Curvibacter	Bdellovibrio	Metabacterium	Sphingopyxis	Desulfomicrobium	Sutterella	Acidovorax	Allobaculum	Enterobacter	Edwardsiella	Sporocytophaga	Pedomicrobium	Fluviicola	Fusicatenibacter	Photobacterium	Mitsuokella	Siansivirga	Natronincola	Riemerella	Limnobacter	Fimbriimonas	Saccharofermentans	Flavonifractor	Alistipes	Oscillibacter	Shinella	Parascardovia	Corynebacterium	Denitrobacterium	Roseomonas	Haemophilus	Negativicoccus	Brevundimonas	Pectinatus	Caldilinea	Rothia	Shuttleworthia	Oribacterium	Gemmata	Gryllotalpicola	Byssovorax	Cardiobacterium	Hydrogenoanaerobacterium	Blautia	Pirellula	Centipeda	Massilia	Peptoniphilus	Selenomonas	Glaciecola	Pusillimonas	Variovorax	Tenacibaculum	Lysinibacillus	Scardovia	Brumimicrobium	Photorhabdus	Abiotrophia	Hellea	Rubrobacter	Providencia	Methylotenera	Neochlamydia	Coprococcus	Zobellia	Solirubrobacter	Allisonella
HC_F9.spingo.txt	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	3442	0	0	0	0	0	0	0	0	6	0	0	2	0	0	0	31	0	0	0	0	89289	0	103	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	57	0	0	0	0	0	2637	6	0	0	0	0	0	0	2	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	819	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	55	2	36	0	0	10	0	0	0	1	0	0	0	0	0	34	0	0	0	15066	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	10	0	0	0	0	0	0	0	271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	879	0	0	0	61	0	0	0	0	0	3	0	1	11	6	0	0	0	0	0	0	75	0	5	0	0	0	0	0	0	20928	33	0	0	0	4	1	0	2324	0	2	0	26216	0	58	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	4	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	18	4	0	0	1	0	0	0	41	241	0	0	0	0	0	0	0	0	0	0	0	1	2277	0	0	0	0	113	1	0	0	0	0	1	0	0	2	0	0	0	0	1	22	2	0	8	0	0	0	3	0	0	0	2	0	0	2	7	0	0	0	0	0	0	358	1676	0	0	138	0	212	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	17	0	0	9	0	0	0	2	0	0	1	1	9826	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1978	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	3	0	2	1	0	120	0	0	0	0	0	0	0	0	721	219	17	1	0	0	0	0	17	0	1	0	0	1	0	0	0	2	0	0	0	800	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	822	0	0	6
ITB_F8.spingo.txt	0	0	0	0	0	121	0	0	0	0	0	0	0	0	1	4	0	1	1	0	1	0	0	406	0	0	0	0	0	0	0	0	7	0	0	1	0	1	0	31	0	1	0	1	31755	0	78	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	716	5	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8212	0	0	0	0	0	1	0	20	0	0	0	0	0	0	0	17	0	0	1093	3	13	0	0	5	0	0	0	0	0	0	0	0	0	43	0	0	0	45048	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	3	0	0	1	0	0	0	2	0	2	0	307	0	0	0	0	1	1	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	9326	0	0	3	185	0	0	0	0	0	5	0	1	11	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	3	2567	69	2	0	5	1	28	0	574	0	0	0	12501	0	61	0	0	0	0	0	34	4	8	0	0	5	0	0	0	0	0	5	0	0	1	0	0	0	3	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	56	7	0	0	0	0	0	0	64	373	0	0	0	0	0	0	0	0	0	0	0	0	1720	0	3	0	0	45	2	3	0	1	0	0	0	0	1	0	0	3	0	1	237	0	0	7	0	2	0	12	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2044	2238	0	0	1466	0	2707	0	0	3	0	2	0	0	0	0	0	1	4	0	2	0	1	0	1	0	0	118	0	0	10	0	0	0	0	0	0	26	0	21097	0	1	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	3259	2	0	0	0	0	0	0	0	0	0	1	0	0	4	0	2	2	0	0	0	0	116	0	0	0	0	0	2	0	0	303	153	18	0	0	4	0	0	182	0	0	0	0	14	0	9	2	0	0	0	0	232	0	0	0	0	0	0	0	0	0	0	1	0	0	6	0	0	0	0	0	290	0	0	20
HC_F16.spingo.txt	0	0	0	0	0	453	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	3	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	188	0	0	2	0	67015	0	773	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	2	0	12	0	0	0	0	0	1180	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2436	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	18	1	1	49	2	88	0	0	19	0	0	0	5	0	0	0	0	0	258	0	0	0	30899	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	3	0	11	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	43	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8	7121	0	0	33	7828	3	0	0	0	0	2	0	3	41	136	0	0	1	0	0	0	32	1	0	0	0	0	0	0	1	3937	74	0	0	0	6	3	0	63	0	0	0	13921	0	5	0	0	0	0	0	2	2	5	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	33	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	2	43	0	0	0	0	0	0	0	8	39	0	0	0	0	0	539	0	0	0	0	0	0	1783	0	1	1	0	4	2	16	0	0	0	0	0	0	0	0	0	0	0	0	22	3	0	0	0	1	0	11	0	0	0	0	0	0	5	0	0	0	0	0	0	0	6553	227	0	0	13	0	3677	0	0	0	0	5	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	38	0	0	20	1	0	0	0	0	0	3	4	8014	0	0	0	0	1	0	0	0	0	0	0	18	1	0	0	0	0	0	0	0	0	7879	4	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	3	0	0	0	0	220	0	3	0	0	0	1	0	0	88	828	9	0	0	4	0	0	423	2	0	0	0	36	1	0	0	0	0	0	0	1358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1225	0	0	1
HC_F15.spingo.txt	0	0	0	0	0	560	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	40	1	0	0	0	2	0	0	0	1	0	0	1	0	1	0	6	0	0	0	0	59061	0	403	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	53	0	0	0	0	0	1925	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	721	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	85	0	11	0	0	2	0	0	0	0	0	0	0	0	0	197	0	0	0	66480	0	0	0	0	0	0	0	0	0	23	0	0	0	0	2	0	0	0	6	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	704	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	519	0	0	2	4700	7	0	0	0	0	2	0	0	1	2231	0	0	0	0	0	0	276	0	0	0	1	0	2	0	1	16305	18	0	0	0	1	0	0	107	0	0	0	9535	0	7	0	0	0	0	0	7	2	4	0	0	4	0	0	0	0	0	7	0	0	3	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	2010	27	0	0	1	0	0	0	57	101	0	0	0	0	0	9	0	0	0	0	0	0	2619	0	0	0	0	10	2	0	0	0	0	0	0	0	4	0	0	0	0	0	53	2	0	1	0	0	0	15	0	0	0	0	0	1	0	7	0	1	0	0	0	0	789	2236	0	0	158	0	237	0	0	1	0	2	0	1	0	1	0	1	0	0	0	0	0	0	70	0	0	16	0	0	57	0	0	0	0	0	0	4	0	1996	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	5015	3	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	16	0	0	0	1	105	0	3	0	0	0	0	0	1	111	211	80	0	0	6	0	0	2326	0	5	0	0	14	1	3	0	0	0	0	0	400	0	0	0	1	1	0	0	0	0	0	0	0	1	7	0	0	0	0	0	157	0	0	56
HC_F18.spingo.txt	0	0	0	2	0	276	0	0	0	0	0	2	0	0	0	1	0	2	0	0	0	0	413	8	0	1	0	0	0	0	0	0	21	0	0	2	0	0	0	4	0	0	0	0	1296	0	8678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	207	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	774	0	0	0	0	0	4	0	15	0	0	0	0	0	0	0	5	0	0	537	1	5	0	0	0	0	0	0	0	0	1	0	0	1	72	0	0	0	12831	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	24	0	0	0	0	0	0	0	0	13	1	0	0	2	8	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	892	0	0	2	97	2	0	0	1	0	19	3	0	6	4735	0	0	0	0	0	0	22	1	1	0	0	0	3	0	3	207	58	0	0	0	2	22	0	132	0	0	0	857	0	5	0	0	0	0	0	16	1	0	0	0	89	9	0	0	0	0	0	2	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	7	0	0	0	0	0	1	64	0	0	0	0	0	0	0	7	417	0	0	0	0	0	3	0	0	0	0	0	0	66305	0	0	0	0	3	0	0	0	0	0	0	0	0	10	0	0	0	1	0	3	3	0	64	0	0	0	5	0	0	0	0	0	0	3	1	0	0	5	0	0	0	94	1669	0	0	69	0	510	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	18	0	0	64	0	0	0	0	0	1	12	0	1047	0	0	0	0	0	0	0	0	0	0	0	21	4	0	0	0	0	0	0	0	2	5536	4	0	1	0	0	0	0	0	0	0	0	0	0	35	0	0	57	0	0	0	0	16	0	6	0	0	0	13	0	0	106	144	12	0	3	8	0	0	13	0	0	0	0	68	1	0	0	0	0	0	0	224	0	0	4	0	0	0	0	0	0	0	7	1	0	7	0	0	0	0	0	395	0	0	11
HC_F1.spingo.txt	0	1	0	0	0	1539	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	1	11	56	0	0	0	0	0	1	0	0	288	0	0	1	0	0	1	24	0	1	0	0	8042	1	41	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	41	0	0	0	0	0	1632	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	803	1	0	0	0	0	0	1	220	0	0	0	0	0	0	1	0	0	0	99	0	162	0	3	14	0	0	0	0	0	0	0	0	0	406	0	0	0	62330	0	0	0	0	0	0	0	0	0	2	0	4	0	8	0	0	15	0	4	0	0	0	0	0	0	2	0	6	0	0	0	0	1	1	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7263	0	3	4	185	0	0	0	0	1	3	0	2	23	68	0	0	0	0	0	0	304	16	0	0	0	0	1	0	2	251	820	0	0	1	0	2	0	2339	0	4	0	7191	0	363	0	0	0	0	0	3	0	1	0	0	34	0	0	0	0	0	0	1	0	3	0	1	0	2	0	0	0	0	0	1	0	0	0	8	0	1	0	0	0	2	20	6	0	0	0	1	0	0	25	1617	0	0	1	0	0	0	0	0	0	0	0	0	2795	0	0	0	0	65	6	1	0	0	0	0	0	0	0	0	0	0	0	1	12	21	0	3	0	0	0	14	0	0	0	0	0	1	0	2	0	0	0	0	0	0	256	20522	0	0	34	0	894	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	114	0	0	12	0	0	0	0	0	0	2	4	2626	0	0	0	0	0	0	0	0	2	1	0	212	0	0	0	0	0	0	0	0	0	8356	8	0	56	0	0	0	0	0	0	0	0	0	1	30	1	0	3	0	0	0	0	26	0	0	0	0	0	0	0	9	1760	2305	67	0	0	0	0	0	86	0	0	0	0	11	0	0	0	0	0	1	0	470	0	0	1	0	16	0	0	0	0	0	1	0	1	0	0	0	0	0	0	5211	0	0	59
ITB_F12.spingo.txt	0	0	0	0	0	2235	0	0	0	0	0	1	0	0	0	4	0	1	1	0	0	0	0	23917	0	0	0	0	0	0	0	0	6	0	0	0	0	1	0	29	1	0	0	0	9102	0	181	0	1	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	16	0	0	0	0	0	1949	3	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	724	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	11	0	0	150	0	112	0	2	360	0	0	0	2	0	0	0	2	0	303	0	0	0	5155	0	0	0	0	0	0	0	0	0	7	0	11	0	0	0	0	44	0	2	0	1	0	3	0	0	0	0	7	0	0	0	0	1	0	0	1487	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	10074	0	0	56	38	0	0	0	0	0	13	2	0	34	24	0	0	0	0	0	0	248	14	0	0	0	0	0	0	0	9442	310	0	0	0	8	1	0	556	0	8	0	2825	0	54	0	0	1	0	0	1	0	0	0	0	7	0	0	0	0	0	0	0	0	2	0	0	0	8	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	795	56	0	0	0	0	0	1	200	192	0	0	3	0	0	0	0	0	1	1	0	0	2506	0	0	1	0	355	26	0	0	0	0	0	0	0	1	0	0	0	0	0	70	2	0	399	0	0	0	105	0	0	0	0	0	3	0	1	0	1	0	0	0	0	184	2474	0	2	46	0	2359	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	103	0	0	78	0	0	0	0	0	0	11	0	3197	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	1	0	0	0	0	0	14177	3	0	15	1	0	0	0	0	0	0	0	0	0	166	0	0	2	0	0	0	0	75	0	0	0	0	0	0	0	0	226	1964	251	0	0	1	0	0	21	0	0	0	0	20	1	1	0	0	0	0	2	842	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1059	0	0	11
HC_F2.spingo.txt	0	0	0	0	0	2292	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	13	0	1	0	0	94129	0	17	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	46	0	0	0	0	0	2773	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	138	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	36	0	149	0	0	4	0	1	0	0	0	0	0	0	0	255	0	0	0	4382	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	144	0	0	0	0	1	0	0	21606	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	536	0	0	2	31	0	0	0	0	0	2	0	5	0	3	0	0	0	0	0	0	9	3	0	1	1	0	0	0	4	471	533	0	0	0	29	0	0	191	0	0	0	6008	0	26	0	0	0	0	0	0	1	0	0	1	6	0	0	0	1	1	1	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	2	55	6	0	0	0	0	0	0	360	205	0	0	0	0	0	0	0	0	0	0	0	0	501	0	0	0	0	34	0	9	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	5	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	17	4690	0	5	5841	1	3936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	61	2	0	349	1	0	0	0	0	0	0	5	2652	0	0	0	0	0	0	2	0	0	0	0	135	1	0	0	0	0	0	0	0	0	727	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	29	0	0	0	0	0	0	0	0	553	779	338	0	0	1	0	0	1	0	0	1	0	4	0	0	0	0	0	0	0	938	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	566	0	0	6
ITB_F1.spingo.txt	0	0	0	0	0	2036	0	0	0	0	0	2	1	0	0	0	0	0	19	0	0	0	0	28681	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	3	8674	1	141	0	0	0	1	0	1	0	0	0	62	0	0	0	0	0	0	0	17	0	1	0	0	0	1924	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	410	0	0	0	1	0	0	1	94	0	0	0	0	0	0	0	12	0	0	198	1	120	0	0	361	0	0	0	0	0	0	0	1	1	238	0	0	0	6535	0	2	0	0	0	0	0	0	0	27	1	0	0	0	0	0	1	0	3	0	1	0	3	0	0	2	1	5	0	9	0	0	0	1	0	2161	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	18647	0	0	131	13	0	0	0	0	0	2	0	1	23	29	1	0	0	2	0	0	266	23	0	0	0	0	0	0	1	7803	293	0	0	2	15	5	0	499	0	3	0	2991	0	15	0	1	0	0	0	8	0	28	0	0	4	0	0	0	0	0	0	0	0	5	0	0	1	27	1	0	0	0	1	1	0	0	0	84	0	0	0	0	0	0	1512	42	1	0	0	0	0	0	166	104	0	0	0	0	0	0	0	0	1	0	0	0	4202	0	0	0	0	356	11	0	0	0	0	0	0	0	5	0	0	0	0	0	91	0	0	247	0	0	0	76	0	0	1	0	0	33	0	0	1	1	0	0	0	0	93	1211	0	0	392	1	1645	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	12	0	0	89	0	0	0	0	0	0	9	0	2855	0	0	0	0	0	0	0	0	0	0	0	7	3	0	0	1	0	0	1	9	0	15324	2	0	38	0	0	0	0	0	0	0	1	0	0	23	0	0	1	0	0	0	0	10	0	0	0	0	0	0	0	24	1422	2593	115	0	0	1	0	0	7	0	1	0	0	29	0	0	0	0	0	0	6	84	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	654	0	0	12
ITB_F10.spingo.txt	0	0	0	0	0	1500	0	0	0	0	0	4	0	0	0	2	0	1	1	0	0	0	0	388	0	0	0	0	0	0	0	1	30	0	0	2	0	0	0	32	0	0	0	0	11712	0	306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	1	0	745	1	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1205	1	0	0	0	0	0	0	32	0	2	0	0	0	0	0	21	0	0	211	0	162	0	0	4	0	0	1	0	0	0	0	0	0	161	0	1	0	49441	0	0	0	0	0	0	0	0	0	3	0	1	0	0	1	0	1	0	8	0	0	0	0	0	0	3	0	24	0	0	0	0	3	0	0	8324	0	0	0	1	0	0	0	0	0	0	0	0	0	1	9	2228	0	0	4	190	0	0	0	0	0	1	0	1	5	107	0	0	0	0	0	0	225	0	0	0	0	0	0	0	1	1322	113	0	0	0	10	2	0	685	0	0	0	11229	0	43	1	0	0	0	0	83	4	1	0	1	1	0	0	0	1	0	8	0	2	1	0	0	0	20	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	196	609	0	0	3	0	0	0	985	828	0	0	0	0	0	0	0	0	0	0	0	0	1088	1	0	0	0	78	11	0	0	0	0	0	0	0	1	0	0	0	1	0	35	6	0	4	0	0	0	36	0	0	0	0	0	9	0	0	0	0	0	0	0	0	86	48611	0	0	109	0	1452	0	0	1	0	1	1	0	0	0	1	0	4	0	0	0	0	0	5	0	0	53	1	0	424	1	0	0	0	0	0	4	1	3008	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	1	0	0	0	0	10926	3	0	0	0	0	0	0	1	0	0	0	0	0	44	0	0	3	0	0	0	2	33	0	1	0	0	0	0	0	0	132	165	19	0	0	1	0	0	133	0	0	0	0	106	5	4	2	0	0	1	0	625	0	0	1	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1379	0	0	955
