	Chloroidium	Skermanella	Pinus	Dolosigranulum	Virgibacillus	Collinsella	Lachnoanaerobaculum	Aeromonas	Croceibacter	Parachlamydia	Emticicia	Opitutus	Ornatilinea	Pseudozobellia	Metallibacterium	Helicobacter	Niastella	Comamonas	Acetivibrio	Petrobacter	Dioscorea	Oxobacter	Cellulosilyticum	Fusobacterium	Woodsholea	Puniceicoccus	Marinosulfonomonas	Globicatella	Fibrobacter	Marinobacterium	Anaerovorax	Propionibacterium	Acidaminococcus	Anaeromyxobacter	Succinatimonas	Methylobacterium	Alteromonas	Asticcacaulis	Olivibacter	Lachnospira	Alloscardovia	Nordella	Tetragenococcus	Anaeroglobus	Bacteroides	Kofleria	Klebsiella	Buxus	Alterococcus	Castellaniella	Pyramidobacter	Pasteurella	Neisseria	Antarctobacter	Rubellimicrobium	Thalassolituus	Methanobrevibacter	Thermovirga	Salegentibacter	Pseudoalteromonas	Filomicrobium	Halomonas	Euzebya	Oscillochloris	Holdemania	Oceanobacillus	Moraxella	Duganella	Johnsonella	Buttiauxella	Parabacteroides	Lactococcus	Undibacterium	Rhodobacter	Dokdonella	Erythrobacter	Sandarakinorhabdus	Hyphomicrobium	Howardella	Myroides	Ewingella	Kouleothrix	Albidiferax	Ohtaekwangia	Fretibacterium	Synergistes	Terrimonas	Mesorhizobium	Vallitalea	Protochlamydia	Pontibacter	Wandonia	Melosira	Papillibacter	Dorea	Burkholderia	Oxalicibacterium	Hoeflea	Desulfobaculum	Turneriella	Erwinia	Petrimonas	Intestinimonas	Litorilinea	Buchnera	Cystobacter	Frateuria	Fluviimonas	Lentibacter	Schlegelella	Solobacterium	Mucilaginibacter	Syntrophomonas	Veillonella	Macellibacteroides	Odoribacter	Chryseobacterium	Alkaliphilus	Cloacibacillus	Tannerella	Rhizobium	Zavarzinella	Morganella	Peredibacter	Pseudoramibacter	Gracilibacter	Parvibacter	Proteus	Oscillospira	Rikenella	Luteolibacter	Cellulomonas	Faecalibacterium	Panacagrimonas	Ureibacillus	Polaribacter	Aerococcus	Solibacillus	Halioglobus	Solibius	Chitinophaga	Anaerofustis	Aggregatibacter	Devosia	Robinsoniella	Filimonas	Succinivibrio	Campylobacter	Pedobacter	Sporobacter	Nitrosopumilus	Gemella	Bradyrhizobium	Silanimonas	Tunicatimonas	Porphyromonas	Methanosaeta	Spirobacillus	Flavobacterium	Haliangium	Eggerthella	Rhodopseudomonas	Parasporobacterium	Aureimarina	Nitrospira	Pantoea	Azospirillum	Syntrophorhabdus	Megamonas	Roseobacter	Natranaerovirga	Actinobacillus	Ktedonobacter	Oligella	Marinobacter	Snodgrassella	Flavitalea	Krasilnikovia	Gemmobacter	Dethiobacter	Mesonia	Lutispora	Paenibacillus	Pediococcus	Roseburia	Pelomonas	Methanosphaera	Anaerosporobacter	Parasutterella	Nocardioides	Thermopolyspora	Piscinibacter	Acidaminobacter	Azoarcus	Peptoclostridium	Salmonella	Gemmatimonas	Anaerotruncus	Turicibacter	Dysgonomonas	Kingella	Paludibacter	Peptococcus	Phaselicystis	Acetitomaculum	Butyricimonas	Christensenella	Polycyclovorans	Synechococcus	Bosea	Sediminibacterium	Ilumatobacter	Ceratophyllum	Gilliamella	Escherichia/Shigella	Bilophila	Mobiluncus	Arenimonas	Eikenella	Lactonifactor	Acinetobacter	Heterosigma	Akkermansia	Caulobacter	Catabacter	Succiniclasticum	Phascolarctobacterium	Brachymonas	Catenibacterium	Methylovirgula	Singulisphaera	Staphylococcus	Catonella	Pisum	Megasphaera	Parvimonas	Cetobacterium	Reyranella	Thermosporothrix	Stenotrophomonas	Granulicatella	Delftia	Salinirepens	Lysobacter	Rhizomicrobium	Peptostreptococcus	Filifactor	Adhaeribacter	Enterococcus	Hafnia	Phormidium	Sphingobacterium	Citrobacter	Coprobacillus	Blastococcus	Schwartzia	Gaiella	Bacillus	Paracoccus	Actinoallomurus	Dyella	Winogradskyella	Acetanaerobacterium	Deinococcus	Agrobacterium	Raoultella	Dyadobacter	Acidipila	Gordonibacter	Streptococcus	Slackia	Leptotrichia	Georgfuchsia	Thermomonas	Victivallis	Sporobacterium	Vogesella	Paraprevotella	Dialister	Neptuniibacter	Cryptobacterium	Rhodanobacter	Porticoccus	Rhodopirellula	Lemna	Fucus	Lyngbya	Plesiomonas	Aminobacterium	Syntrophaceticus	Thermomonospora	Clostridium	Acetatifactor	Pseudolabrys	Dongia	Bulleidia	Barnesiella	Butyricicoccus	Coprobacter	Jatrophihabitans	Phenylobacterium	Mitsuaria	Sphingobium	Murdochiella	Bacteriovorax	Serratia	Microchaete	Vasilyevaea	Anaerorhabdus	Actinospica	Syntrophococcus	Actinomyces	Lachnobacterium	Rubricoccus	Alloprevotella	Mucispirillum	Leuconostoc	Cerasibacillus	Butyrivibrio	Pseudorhodoferax	Hyphomonas	Kangiella	Sulfitobacter	Shewanella	Weissella	Prochlorococcus	Pseudomonas	Thiohalocapsa	Novosphingobium	Rheinheimera	Sinorhizobium	Herbaspirillum	Pseudobutyrivibrio	Anaerostipes	Prevotella	Maribacter	Enterorhabdus	Bifidobacterium	Kluyvera	Gemmiger	Sinomonas	Leptolinea	Sphingomonas	Bythopirellula	Stomatobaculum	Cymbella	Anaerococcus	Armatimonas	Aquicella	Nostocoida	Kaistobacter	Olsenella	Aciditerrimonas	Gardnerella	Ruminofilibacter	Orientia	Finegoldia	Cronobacter	Granulosicoccus	Rubidimonas	Subdoligranulum	Chthoniobacter	Nosocomiicoccus	Lactobacillus	Pseudoxanthomonas	Streptomyces	Kandleria	Lewinella	Crocinitomix	Prosthecobacter	Atopobium	Blastocatella	Ruminococcus	Daucus	Dethiosulfatibacter	Brevibacterium	Hydrogenophaga	Aminivibrio	Phycisphaera	Holophaga	Lautropia	Planctomyces	Steroidobacter	Psychrobacter	Desulfovibrio	Adlercreutzia	Rubrivirga	Marmoricola	Proteiniphilum	Defluviitalea	Bryobacter	Anaerofilum	Dehalobacterium	Maricaulis	Eubacterium	Pseudoflavonifractor	Schlesneria	Oxalobacter	Cellulosibacter	Cupriavidus	Alcanivorax	Aliivibrio	Hespellia	Curvibacter	Bdellovibrio	Metabacterium	Sphingopyxis	Desulfomicrobium	Sutterella	Acidovorax	Allobaculum	Enterobacter	Edwardsiella	Sporocytophaga	Pedomicrobium	Fluviicola	Fusicatenibacter	Photobacterium	Mitsuokella	Siansivirga	Natronincola	Riemerella	Limnobacter	Fimbriimonas	Saccharofermentans	Flavonifractor	Alistipes	Oscillibacter	Shinella	Parascardovia	Corynebacterium	Denitrobacterium	Roseomonas	Haemophilus	Negativicoccus	Brevundimonas	Pectinatus	Caldilinea	Rothia	Shuttleworthia	Oribacterium	Gemmata	Gryllotalpicola	Byssovorax	Cardiobacterium	Hydrogenoanaerobacterium	Blautia	Pirellula	Centipeda	Massilia	Peptoniphilus	Selenomonas	Glaciecola	Pusillimonas	Variovorax	Tenacibaculum	Lysinibacillus	Scardovia	Brumimicrobium	Photorhabdus	Abiotrophia	Hellea	Rubrobacter	Providencia	Methylotenera	Neochlamydia	Coprococcus	Zobellia	Solirubrobacter	Allisonella
HC_F17.spingo.txt	0	0	0	0	0	5175	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	8	8	0	0	0	0	0	0	0	0	3	0	12	1	0	0	0	38	0	0	0	2	67171	1	37	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	1331	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	603	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	9	0	0	165	0	25	0	0	54	0	0	1	0	0	0	0	0	0	399	0	0	1	39335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	5	0	0	0	0	0	0	1	0	3	0	1	0	0	1	0	0	18024	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	1874	0	0	2	119	1	0	0	0	0	1	0	0	23	78	0	0	0	0	0	1	24	1	0	0	1	0	0	0	4	280	406	0	0	0	0	3	0	15097	0	0	1	4162	0	5	0	0	1	0	6	3	0	0	0	0	7	2	0	0	0	0	1	0	0	1	0	0	0	3	0	0	0	1	0	0	0	0	0	9	0	0	0	0	0	1	488	2	0	0	0	0	0	0	16	77	0	0	0	0	0	5	0	0	0	0	0	0	1645	0	0	0	0	19	0	1	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	16	0	0	0	23	0	0	0	0	1	5	0	3	0	0	0	0	0	0	318	371	0	0	268	0	2928	0	0	0	0	0	0	1	0	2	0	0	5	0	0	0	0	0	0	0	0	58	0	0	54	0	0	0	0	0	0	1	0	2776	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	11785	10	0	5	0	0	0	1	0	0	0	0	0	0	406	0	0	2	0	0	0	0	115	0	1	0	0	0	1	0	2	596	4811	143	0	0	7	0	0	34	0	0	0	0	21	0	5	1	0	0	0	1	508	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	182	0	0	213
HC_F3.spingo.txt	1	0	0	0	0	1455	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	15	0	0	0	0	2674	0	191	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	155	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	82	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	8	1	0	2571	0	5	0	0	1	0	0	0	0	0	0	0	0	0	15	0	2	0	1358	0	0	0	0	0	0	2	1	0	0	0	1	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	385	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	869	0	0	1	4608	0	0	0	0	0	77	1	0	7	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	3	2723	71	0	1	0	3	5	0	225	0	0	0	466	0	7334	0	0	0	0	0	20	0	0	0	0	12	0	0	0	0	0	5	0	0	0	0	0	1	14	0	0	0	0	0	3	0	0	0	1	0	0	0	0	2	0	44	1	0	0	0	0	0	0	20	36806	0	0	0	0	0	0	0	0	1	0	0	0	27043	1	0	1	0	12	0	0	0	0	0	1	0	0	1	0	0	0	0	0	56	0	0	2	0	0	0	7	0	0	0	0	0	0	0	10	0	0	0	0	0	0	33	54308	0	0	1243	1	55	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	4	1	0	158	0	0	0	0	0	0	26	5	9449	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	2420	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	10	0	0	0	0	0	0	1	0	31	76	9	0	0	3	0	0	5	0	2	0	0	95	0	3	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	3
ITB_F4.spingo.txt	0	0	0	0	0	1561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	321	0	0	0	0	0	0	0	0	16	0	0	0	0	1	0	3	0	1	0	0	14074	0	123	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	1800	22	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	754	1	0	0	0	0	0	0	18	0	0	0	0	0	0	0	2	0	0	125	0	358	0	0	0	0	0	0	6	0	0	0	0	0	41	0	0	0	87470	3	0	0	0	0	0	0	0	2	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	1	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10562	0	0	6	3	0	0	0	0	0	2	0	0	75	25	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	16561	0	0	0	3	4	3	0	29586	0	21	0	1372	0	2	0	0	0	0	0	1	0	12	0	0	2	0	0	0	1	0	2	0	0	5	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	498	0	0	0	0	0	0	0	0	3	0	0	0	1472	0	0	0	0	1640	0	0	0	0	0	0	0	0	3	0	0	0	0	0	30	16	0	0	0	0	0	4	0	0	0	0	0	0	0	7	0	0	0	0	0	0	191	205	0	0	472	0	1087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	74	0	0	14	0	0	0	0	0	0	1	0	2292	0	0	0	0	0	1	0	0	0	2	0	3	0	0	0	0	0	1	0	0	0	2056	1	0	0	0	0	0	0	0	0	0	0	0	0	1022	0	0	3	0	0	0	0	202	0	0	0	0	0	0	0	0	1122	4	64	0	0	1	0	1	87	0	0	0	0	12	1	2	0	0	0	0	0	667	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0
HC_F11.spingo.txt	0	0	1	0	0	257	0	0	0	0	0	0	0	2	0	1	0	1	1	0	0	0	0	371	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0	21	0	0	0	0	84395	1	127	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	1	0	207	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	268	0	0	0	0	0	0	0	7	0	2	0	0	0	0	0	1	0	0	84	0	15	0	0	2	0	0	0	1	0	0	0	0	1	41	1	1	0	25186	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	3	0	3	0	0	0	2	0	0	1	0	5	1	0	0	0	1	0	0	30104	1	0	0	0	1	0	0	0	0	0	0	0	2	0	14	882	0	0	101	44	0	0	0	0	0	3	0	0	1	9	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	2332	12	0	0	0	1	7	0	461	0	0	0	943	0	44	0	0	0	0	0	4	0	0	0	0	25	0	1	0	0	0	1	0	0	2	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	6	0	0	0	0	0	0	31	390	0	0	0	0	0	0	0	0	0	0	0	0	2146	0	0	0	0	27	187	0	0	0	0	0	0	0	0	0	1	0	0	0	13	0	0	5	0	2	0	8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	416	2485	0	0	56	0	225	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	17	0	0	22	0	0	0	0	0	0	2	2	2704	0	0	0	0	0	0	0	1	0	0	0	15	1	0	0	0	0	0	0	0	0	1295	1	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	251	119	17	0	0	0	0	1	762	0	0	0	0	62	0	5	0	0	0	0	0	136	0	0	2	0	6	1	0	0	0	0	0	0	0	2	0	0	0	0	0	255	0	0	8
HC_F10.spingo.txt	0	1	0	0	0	74	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	56	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	923	0	0	0	0	53423	2	169	0	0	0	1	0	3	0	0	0	20	0	0	0	0	0	1	0	77	0	0	0	0	1	1511	2	0	0	0	0	0	0	108	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	476	0	0	0	0	1	0	0	50	0	0	0	0	0	0	0	0	0	0	79	0	316	0	0	25	0	0	0	2	0	0	0	0	0	595	0	1	0	58510	0	0	1	0	0	0	0	0	0	194	0	3	0	0	2	0	7	0	1	0	0	0	0	0	2	0	0	4	0	0	0	0	3	0	0	195	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	701	0	0	1	3683	0	0	0	0	0	4	0	0	28	5	0	0	0	2	0	0	70	11	1	0	0	0	2	0	0	3478	446	0	0	5	22	0	0	396	2	1	0	6852	0	48	0	0	0	0	0	7	1	4	0	0	20	0	0	0	1	0	5	0	0	1	0	0	0	12	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	15	6	0	0	0	0	0	0	1633	216	0	0	0	0	0	0	0	0	0	0	0	0	1861	0	1	0	0	1014	4	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	5	0	0	0	4	0	0	0	0	0	0	1	1	0	0	0	0	0	0	346	1009	0	0	115	0	448	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	28	0	0	14	1	0	0	0	0	0	4	0	3444	0	0	0	1	0	0	0	0	0	0	0	6	23	0	1	0	0	0	0	0	0	9416	5	0	2	1	0	0	0	0	0	0	0	0	0	7	0	0	8	0	0	0	0	78	0	0	0	0	0	1	0	0	1161	5724	253	0	0	3	0	0	180	0	0	1	0	42	0	0	0	0	0	1	1	231	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	538	0	1	1
ITB_F9.spingo.txt	0	0	0	0	0	2639	1	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	937	0	0	0	0	0	0	1	0	61	0	0	0	0	0	0	24	0	0	0	1	8406	0	55	0	0	0	8	0	0	0	0	0	16	0	0	1	0	0	0	0	3	0	1	0	0	0	851	3	0	1	0	1	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	477	0	0	0	0	0	1	0	40	1	0	0	0	0	0	0	8	0	0	83	0	153	0	0	36	0	0	0	0	0	0	0	0	0	561	0	1	0	37588	0	0	0	0	0	0	0	0	0	4	1	0	0	0	9	1	1	0	0	0	0	0	7	0	0	1	0	35	0	0	1	2	4	0	0	20492	0	0	0	0	0	0	0	2	0	0	0	0	0	2	9	1357	0	0	5	131	0	0	0	0	0	3	0	1	9	3	0	0	0	0	0	0	63	1	0	0	0	2	0	0	1	1848	80	1	0	0	0	25	0	400	0	1	0	1051	0	256	0	0	0	0	0	30	2	1	0	0	7	0	0	0	0	0	1	0	0	4	0	0	0	12	1	0	0	0	1	0	0	0	0	24	0	0	0	0	1	0	24	38	0	0	0	0	0	0	69	3248	0	0	0	0	0	0	0	0	0	0	0	0	743	0	0	0	0	168	3	0	0	0	0	0	0	0	1	0	0	1	0	0	98	9	0	10	0	0	0	43	0	0	0	0	0	5	0	5	0	0	0	0	0	0	97	45885	0	0	145	0	1036	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	46	1	0	24	0	0	0	0	0	0	10	2	4866	0	0	0	0	0	0	0	0	2	0	0	138	5	0	0	1	0	0	0	0	0	13970	6	0	0	0	0	0	0	0	0	0	0	0	0	418	0	0	1	0	0	0	2	27	0	22	0	0	0	0	0	4	398	1443	42	0	0	0	0	0	59	0	0	2	0	15	2	3	0	0	0	0	0	526	0	0	0	0	5	0	0	0	0	0	0	0	0	6	0	1	0	0	0	682	0	0	52
HC_F7.spingo.txt	0	0	0	0	1	52	0	0	0	0	1	3	0	1	0	3	0	0	1	0	0	0	0	7601	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	48	0	1	0	0	69973	1	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	9534	2	0	2	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0	91	1	9	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1	0	1520	0	0	0	0	0	1	0	0	0	0	0	26	0	0	0	2	0	0	3	0	0	0	0	0	0	0	2	66	0	0	0	0	0	0	0	74	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	5009	0	0	0	23	2	0	0	0	0	215	0	6	0	1	0	0	0	0	0	0	8	0	0	1	0	1	1	0	0	5634	8	0	0	0	4	7	0	55693	0	0	0	166	0	23	0	0	1	0	0	0	0	1	0	0	4	0	0	0	0	1	3	0	0	3	0	0	1	0	1	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	114	3	0	1	0	0	0	0	32	157	1	0	0	0	0	0	0	0	0	0	1	0	2914	0	0	0	0	14	2	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	4	1	0	0	21	0	0	0	0	0	1	7	1	0	5	0	0	0	0	207	1207	0	0	29	0	58	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	3	1	0	26	0	0	0	0	0	1	0	3	9428	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	723	0	0	0	0	0	0	5	0	0	0	0	0	0	2	0	0	1	0	0	0	0	294	0	0	0	0	0	1	0	0	698	122	9	0	0	5	0	0	122	0	1	0	0	99	0	2	1	0	0	0	0	545	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	70	0	0	3
HC_F13.spingo.txt	0	0	0	0	0	765	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	4	0	0	0	0	0	0	0	0	3	2	0	1	1	1	0	26	0	0	0	0	42221	1	59	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	941	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	982	1	0	0	0	0	0	0	283	0	0	0	0	0	0	0	4	1	0	40	0	130	0	0	9	0	0	0	0	0	0	0	0	0	383	0	0	0	32336	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	3	2	3	0	0	0	0	0	0	2	0	12	0	1	0	0	0	0	0	37	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	7497	0	0	18	1885	1	0	0	0	0	0	0	2	14	27	0	0	0	0	0	0	168	1	0	0	0	0	0	0	0	1199	339	0	0	0	0	5	0	371	0	0	0	1939	0	5	0	2	0	0	0	2	2	0	0	0	46	1	0	0	0	0	1	0	0	0	0	0	0	1	8	1	0	0	1	0	0	0	0	3	0	0	1	0	0	4	24	0	0	0	0	0	0	0	985	1882	0	0	0	0	0	1	0	0	0	0	0	0	1619	0	0	0	0	141	0	64	0	0	0	0	1	0	0	0	0	0	0	0	34	4	0	0	0	11	0	46	0	0	0	0	0	0	1	1	0	0	0	0	0	0	266	16342	0	0	54	1	344	0	0	1	0	4	0	0	1	0	0	0	0	0	0	0	0	0	6	0	0	22	0	0	7	0	0	0	0	0	1	2	2	6981	0	1	0	0	1	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	15207	5	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	72	0	3	0	0	0	2	0	1	354	575	79	0	0	0	0	0	69	0	0	0	0	30	0	4	0	0	0	0	1	504	0	0	0	0	1	0	0	1	1	0	0	0	0	2	0	0	0	0	0	2843	0	0	204
HC_F6.spingo.txt	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1055	0	0	0	0	0	0	0	0	280	0	0	0	0	0	0	98	0	0	0	2	43919	1	365	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	1618	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	0	0	0	195	1	0	1	0	0	0	0	7	0	0	0	0	1	0	0	3	0	0	3182	0	46	0	0	9	0	0	1	0	0	0	0	0	0	21	0	2	0	11042	0	0	2	0	0	1	0	0	0	3	0	2	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	1	0	4	1	0	43479	0	0	0	1	0	0	0	0	1	0	0	0	0	0	7	2473	1	0	8	55	0	0	0	0	0	4	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	3	17	1	5320	22	0	0	0	2	6	0	373	2	0	0	873	0	59	0	0	0	0	0	160	0	3	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	7	1	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	47	9	1	0	0	0	0	0	12	453	1	0	0	0	0	0	0	0	0	0	0	0	1421	0	0	2	0	28	79	0	1	1	0	0	0	0	3	0	0	0	0	0	13	0	0	2	0	1	0	18	0	0	0	0	0	2	0	0	0	0	0	0	0	0	182	915	0	0	313	0	306	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	11	0	0	37	0	0	0	0	0	0	4	2	3262	1	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0	4838	0	0	0	0	0	0	7	0	0	0	0	0	0	15	0	0	4	0	0	0	0	23	0	0	0	1	1	2	0	0	454	101	15	0	0	4	0	0	266	0	1	0	0	55	0	1	2	0	0	0	0	96	0	0	1	0	4	0	0	0	1	0	0	0	1	0	1	0	0	0	1	175	0	0	7
ITB_F6.spingo.txt	0	0	0	0	0	3171	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	860	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	1	0	1	0	0	9683	0	71	0	0	0	6	0	1	0	0	0	0	0	0	0	0	1	0	0	29	0	0	0	0	0	664	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1680	0	0	0	0	0	2	0	95	0	0	1	1	0	0	0	25	0	0	157	0	25	0	0	7	0	0	0	2	0	0	1	0	0	773	0	0	0	43224	0	0	0	0	0	0	0	0	0	26	0	0	0	0	1	0	2	0	6	0	0	0	0	0	0	1	0	7	0	0	0	0	0	0	0	14861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6215	0	0	2	1	0	0	1	0	0	0	0	0	9	28	0	0	0	0	0	0	16	5	0	0	0	0	0	0	0	23569	1	0	0	2	1	8	0	1631	2	0	0	3989	0	4	0	0	1	0	0	1	0	10	1	0	5	0	0	0	0	0	3	0	0	1	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	35	0	1	0	1	0	0	0	0	18	0	0	0	0	0	0	0	0	3	0	0	0	1272	0	0	0	0	13	4	0	0	0	0	0	0	0	4	0	0	0	0	0	74	0	0	1	0	1	0	13	0	0	0	0	0	4	0	2	0	0	0	0	0	0	116	12816	0	0	69	0	2141	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	71	2	0	4	0	0	0	0	0	0	17	1	5837	4	0	0	0	0	0	0	0	0	0	1	378	1	0	0	0	0	0	0	0	0	7874	5	0	0	0	0	0	0	0	0	0	0	0	0	1374	0	0	0	0	0	0	0	67	0	0	0	0	0	0	1	0	224	535	10	0	0	9	0	0	66	0	0	0	0	26	0	3	0	0	0	0	0	1034	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2209	0	0	0
