	Wirthiotrema	Cortinarius	Chordomyces	Rhodosporidiobolus	Coniolariella	Riopa	Ciborinia	Lactifluus	Infundibulicybe	Pseudosarcosoma	Paratritirachium	Gelidatrema	Helvella	Hymenochaete	Emericellopsis	Striatibotrys	Ragnhildiana	Piloderma	Issatchenkia	Geesterania	Mutinus	Candida	Cyphellophora	Pyrenochaetopsis	Phylloporus	Saccharomyces	Monilia	Fumiglobus	Humicola	Amylocystis	Pseudopithomyces	Ramulispora	Ceratobasidium	Neocatenulostroma	Pseudodidymella	Pseudophialophora	Rhynchogastrema	Sterigmatomyces	Phacidium	Brevicellicium	Neonectria	Amphinema	unidentified	Vacuiphoma	Clavispora	Coleroa	Diatrype	Cuphophyllus	Entyloma	Chaetosphaeronema	Macalpinomyces	Leptosphaeria	Oontomyces	Cylindrodendrum	Didymella	Paragibellulopsis	Auxarthron	Lecanora	Xeromyces	Russula	Pseudoidium	Microcyclosporella	Podospora	Cryptococcus	Sepedonium	Yarrowia	Rhizoclosmatium	Pseudobaeospora	Schwanniomyces	Absconditella	Paradendryphiella	Polyporus	Septoria	Pilidium	Microbotryum	Bullera	Apophysomyces	Sporidiobolus	Pustularia	Cladophialophora	Sarcoscypha	Hypholoma	Hyphodermella	Pseudoophiobolus	Dumontinia	Eutypa	Paraboeremia	Melanoleuca	Crustodontia	Rugosomyces	Physalacria	Clitopilus	Phaeolepiota	Boeremia	Diversispora	Delitschia	Sclerophora	Bettsia	Stephanonectria	Metarhizium	Megacollybia	Curvularia	Smardaea	Diplodia	Chaetomium	Perenniporiella	Vishniacozyma	Alternaria	Zasmidium	Constantinomyces	Kockovaella	Mollisia	Heterochaete	Gaeumannomyces	Sporormiella	Microcyclospora	Elsinoe	Kluyveromyces	Tilletiopsis	Callistosporium	Hypsizygus	Thielavia	Zygosaccharomyces	Sawadaea	Caloplaca	Flavoplaca	Heterophoma	Xylaria	Neofabraea	Lichina	Hamigera	Melanconiella	Bradymyces	Clavaria	Cupulina	Phialocephala	Lenzites	Tylospora	Galerina	Xylobolus	Gliophorus	Stilbella	Phaeoacremonium	Lindgomyces	Neocamarosporium	Tolypocladium	Blastobotrys	Cumuliphoma	Phaeotheca	Marasmius	Gnomoniopsis	Purpureocillium	Cylindrosympodium	Hanseniaspora	Coniochaeta	Epicoccum	Daldinia	Passalora	Neoascochyta	Pterula	Stachybotrys	Peterozyma	Conlarium	Moniliophthora	Porpoloma	Phomatodes	Scleroderma	Bryochiton	Neohelicosporium	Byssomerulius	Westerdykella	Zymoseptoria	Brettanomyces	Peniophorella	Parasarcopodium	Paralepista	Xylodon	Pterulicium	Seiridium	Chaetocalathus	Phanerochaete	Lasiocupulina	Piniphoma	Clavatospora	Mrakiella	Aspergillus	Sclerotrema	Muriphaeosphaeria	Bionectria	Pochonia	Kalmanozyma	Urnula	Niesslia	Olpidium	Phyllactinia	Hispidoconidioma	Parengyodontium	Phellinus	Flammulina	Thelephora	Suhomyces	Poaceicola	Capitofimbria	Periconia	Castanediella	Edenia	Pseudopestalotiopsis	Propolis	Laburnicola	Lecanicillium	Xylolentia	Filosporella	Hyphodontia	Trichomerium	Dichomitus	Serpula	Nematodospora	Lophiostoma	Leptodontidium	Neosulcatispora	Virosphaerella	Devriesia	Stromatinia	Plectania	Microdochium	Guyanagarika	Neodidymelliopsis	Neocosmospora	Verticillium	Cosmospora	Paecilomyces	Cryphonectria	Neottiella	Neosetophoma	Agrocybe	Chalara	Polyscytalum	Geopora	Exidiopsis	Sphaceloma	Scutellinia	Gyalecta	Dasyspora	Meiorganum	Hyalozasmidium	Exophiala	Gliomastix	Peroneutypa	Neocucurbitaria	Dendrospora	Gremmenia	Capnobotryella	Neodevriesia	Stilbospora	Deconica	Volutella	Raffaelea	Pseudophaeomoniella	Trichosporon	Crepidotus	Diaporthe	Auricularia	Penidiella	Capronia	Gomphidius	Thelebolus	Trechispora	Helvellosebacina	Lichenomphalia	Lachancea	Xenodidymella	Punctularia	Carcinomyces	Phlebiporia	Thyridaria	Lachnum	Tothia	Bulleromyces	Ectophoma	Subulicystidium	Vagicola	Tilletia	Paracremonium	Pseudoteratosphaeria	Neopestalotiopsis	Schizosaccharomyces	Bjerkandera	Kabatina	Claroideoglomus	Monocillium	Cladobotryum	Heimioporus	Guepiniopsis	Eutypella	Triplosphaeria	Melanomma	Periconiella	Lignincola	Sirobasidium	Farysia	Stereum	Cinereomyces	Botryosphaeria	Phialemonium	Luteoporia	Annulohypoxylon	Amauroderma	Zeloasperisporium	Induratia	Xenosonderhenia	Sarocladium	Moesziomyces	Komagataella	Pleospora	Lophiotrema	Phaeosphaeria	Phlebiopsis	Cercospora	Tomentella	Apiotrichum	Australiasca	Neocallimastix	Erythrobasidium	Diatrypella	Nectria	Trichoderma	Ambrosiozyma	Holtermanniella	Scheffersomyces	Farlowiella	Seimatosporium	Hannaella	Wallemia	Neopseudolachnella	Umbilicaria	Calophoma	Tephrocybe	Coniosporium	Resinicium	Pseudoboletus	Ramariopsis	Ramularia	Tulasnella	Bannoa	Mycotypha	Dipodascus	Boletus	Paraophiobolus	Spissiomyces	Rossbeevera	Endophoma	Neodeightonia	Baeomyces	Hodophilus	Pezicula	Vanrija	Agaricus	Saccharomycopsis	Coltricia	Fusarium	Phaeotremella	Terana	Retroconis	Calcarisporiella	Arachnomyces	Pulvinula	Drechmeria	Ochrolechia	Physisporinus	Amanita	Parasitella	Vonarxia	Calyptella	Pichia	Cyberlindnera	Ophiobolus	Itersonilia	Podosphaera	Symmetrospora	Phlyctema	Phlogicylindrium	Thanatephorus	Stemphylium	Lipomyces	Cystolepiota	Hyphodontiella	Conicomyces	Ascochyta	Geotrichum	Dactylidina	Brunneodinemasporium	Kregervanrija	Kurtzmaniella	Anthracocystis	Scopulariopsis	Austroboletus	Baeospora	Amphirosellinia	Volucrispora	Remotididymella	Ciliophora	Kazachstania	Neurospora	Acaromyces	Resinomycena	Buckleyzyma	Hirsutella	Verrucocladosporium	Paraphoma	Caecomyces	Phaeosphaeriopsis	Plectosphaerella	Pseudogymnoascus	Dioszegia	Septoriella	Serendipita	Nothopassalora	Stilbocrea	Pyrenochaeta	Filobasidium	Herpotrichia	Entoloma	Loramyces	Oidiodendron	Pseudeurotium	Phaeoisaria	Gorgomyces	Mrakia	Claviceps	Sporopachydermia	Gliocladiopsis	Cryptosphaeria	Spencermartinsiella	Bisifusarium	Microporellus	Cordyceps	Galactomyces	Polyphialoseptoria	Rhizopus	Scytinopogon	Oliveonia	Robillarda	Unilacryma	Cleistothelebolus	Ogataea	Talaromyces	Catenulostroma	Lepiota	Stypella	Septoglomus	Botrytis	Pseudotremella	Hydnocystis	Trichophaea	Echinoderma	Luellia	Funalia	Bulbithecium	Elasticomyces	Stagonospora	Ophiobolopsis	Pseudotricholoma	Protomyces	Sampaiozyma	Pogonoloma	Leucosphaerina	Lepista	Coprinellus	Limacella	Neofusicoccum	Psychronectria	Sticta	Phialomyces	Libertasomyces	Grandibotrys	Phaeocercospora	Rigidoporus	Hyphoderma	Nothophoma	Wickerhamia	Trimmatothelopsis	Cystofilobasidium	Cyptotrama	Shiraia	Dipodascopsis	Recurvomyces	Effuseotrichosporon	Naumovozyma	Coleopuccinia	Lamprospora	Artomyces	Genolevuria	Myochromella	Spencerozyma	Gelasinospora	Protoventuria	Bacidina	Asterodon	Corynespora	Phialophora	Orbilia	Trichomonascus	Roussoella	Phomatospora	Myriosclerotinia	Crocicreas	Memnoniella	Ganoderma	Thyronectria	Duportella	Trichothecium	Clarkeinda	Verrucaria	Emarcea	Lentinus	Clydaea	Dissoconium	Mortierella	Anaeromyces	Favolaschia	Cephaloascus	Phaffia	Trametes	Byssochlamys	Parmelina	Asteromyces	Cryptodiaporthe	Nigrosabulum	Hydnum	Lobulomyces	Krasilnikovozyma	Rhinocladiella	Occultifur	Readeriella	Fulvifomes	Panellus	Endoconidioma	Distocercospora	Dekkera	Lentinula	Typhula	Hymenochaetopsis	Selenophoma	Sagaranella	Acrostalagmus	Colletotrichum	Pestalotiopsis	Gyrographa	Tausonia	Exidia	Veronaea	Gymnopus	Tricholoma	Betamyces	Mycena	Sporothrix	Corynascella	Dactylaria	Termitomyces	Phaeocollybia	Leucoagaricus	Roridomyces	Cladonia	Anungitea	Radulomyces	Eucasphaeria	Coprinopsis	Trypethelium	Akanthomyces	Balansia	Phaeopoacea	Protoparmelia	Sarcodon	Sistotrema	Inocybe	Ophiocordyceps	Armillaria	Amphisphaeria	Pleonectria	Hygrocybe	Hapsidospora	Eichleriella	Peniophora	Sarcopodium	Pseudofabraea	Teunomyces	Grammothele	Microascospora	Picoa	Pleurotus	Wickerhamiella	Kabatiella	Clavulinopsis	Petrophila	Rhizoctonia	Polysporina	Fuscoboletinus	Sporisorium	Favolus	Dothidea	Cirrenalia	Cutaneotrichosporon	Spirosphaera	Fusoidiella	Sphaerulina	Botryotrichum	Priceomyces	Mycosphaerella	Peyronellaea	Micropsalliota	Plenodomus	Budhanggurabania	Hortaea	Ovicillium	Otidea	Verrucoconiothyrium	Diutina	Proliferodiscus	Millerozyma	Yamadazyma	Epithamnolia	Langdonia	Unguicularia	Bovista	Harposporium	Citeromyces	Ramalina	Crucellisporiopsis	Barnettozyma	Nigrospora	Dothiorella	Hydnoporia	Thozetella	Gibberella	Polycephalomyces	Myxozyma	Amyloxenasma	Leptoporus	Vuilleminia	Tympanis	Rhizomucor	Phallus	Collybia	Starmerella	Gibellulopsis	Neobulgaria	Lyophyllum	Tricharina	Sclerotinia	Schizothecium	Sporobolomyces	Amylascus	Pseudoascochyta	Fusicladium	Neostagonospora	Ophiostoma	Skeletocutis	Hypoxylon	Aureobasidium	Taphrina	Meripilus	Puccinia	Mitrula	Ceratocystis	Apenidiella	Sclerencoelia	Lodderomyces	Parastagonospora	Neoceratosperma	Orpinomyces	Clonostachys	Acremonium	Campanophyllum	Austrolecia	Trichaptum	Geltingia	Hebeloma	Debaryomyces	Hypomyces	Kohninia	Pyrenophora	Ramichloridium	Lentamyces	Thermomyces	Neomicrosphaeropsis	Protostropharia	Dentiscutata	Gloiothele	Udeniomyces	Pseudolachnella	Omphalina	Dendrosphaera	Spathaspora	Hyalocercosporidium	Ascosphaera	Hermatomyces	Arthrobotrys	Phaeoramularia	Blumeria	Chlorencoelia	Saitozyma	Monascus	Botryozyma	Amyloporia	Corticium	Venturia	Schizophyllum	Chondrostereum	Botryobasidium	Gliocladium	Peziza	Coprinus	Similiphoma	Ruinenia	Oxyporus	Tuber	Setophoma	Metschnikowia	Bipolaris	Parafabraea	Sidera	Suillus	Psathyrella	Kodamaea	Haglerozyma	Cladosporium	Cetrariella	Pallidocercospora	Chlorophyllum	Alutaceodontia	Xerochrysium	Paraphaeosphaeria	Nakazawaea	Hyphozyma	Anomoloma	Craterellus	Derxomyces	Myxotrichum	Beauveria	Pholiota	Cyanonectria	Ceriporiopsis	Fellomyces	Dothiora	Cystobasidium	Tremella	Myxarium	Phyllosticta	Xenopolyscytalum	Troposporella	Desmazierella	Pseudozasmidium	Bacidia	Achroiostachys	Wickerhamomyces	Gigaspora	Tilachlidium	Leptospora	Monographella	Eremothecium	Physcia	Pseudosagedia	Circinaria	Hyphopichia	Xenophacidiella	Geosmithia	Pseudoseptoria	Pseudopyricularia	Ciboria	Geoglossum	Cylindrobasidium	Megasporoporia	Xenocylindrosporium	Phoma	Theleporus	Endogone	Erysiphe	Ocellularia	Cylindrium	Hapalopilus	Allantophomopsiella	Saxophila	Rasamsonia	Microascus	Monilinia	Atractium	Pleuropassalora	Allophoma	Schizangiella	Cudonia	Macroventuria	Candelariella	Dentocorticium	Teratosphaeria	Heterobasidion	Entomocorticium	Torula	Tzeanania	Fusariella	Phaeohelotium	Zygoascus	Kondoa	Funneliformis	Glomus	Gamsia	Kwoniella	Morchella	Trigonopsis	Tubulicrinis	Donkioporiella	Arthroxylaria	Spiromyces	Mucor	Exobasidium	Torulaspora	Arrhenia	Scopuloides	Resupinatus	Tricholomopsis	Eriosporella	Ulocladium	Pucciniastrum	Hyaloscypha	Xanthoria	Sebacina	Mycosphaerelloides	Melanodothis	Lactarius	Naganishia	Fuscoporia	Malassezia	Saccharomycodes	Clitocella	Pseudozyma	Nakaseomyces	Zygotorulaspora	Pseudocercospora	Curvibasidium	Paracercosporidium	Leucosporidium	Lectera	Thermoascus	Preussia	Sugiyamaella	Pluteus	Alboleptonia	Penicillium	Parathyridaria	Myceliophthora	Lasiodiplodia	Coniothyrium	Genea	Ceriporia	Xanthoconium	Phaeosaccardinula	Rickenella	Leccinum	Rhodotorula	Fusicolla	Distomycovellosiella	Golubevia	Stagonosporopsis	Ascobolus	Papiliotrema	Canariomyces	Phlebia	Turmalinea	Dendryphion	Knufia	Nalanthamala	Paracylindrocarpon	Neoscytalidium	Microsphaeropsis	Phaeothecoidea	Limonomyces	Phymatotrichopsis	Chrysosporium	Pseudofusicoccum	Ustilago	Pachykytospora	Engyodontium	Tinctoporellus	Lambertella	Hygrophorus	Itajahya	Peltigera	Pseudocosmospora	Botryotinia	Wardomyces	Conocybe	Clitocybe	Helicobasidium	Postia	Cephalotrichum	Pleurodesmospora	Paraconiothyrium	Sowerbyella	Meyerozyma	Perenniporia
IBS_S0127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	308	0	0	0	12684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	157	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	30	4	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	63	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	763	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0
Con_S0067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	115	0	29343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
IBS_S0004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66696	0	1	0	3948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	7	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IBS_S0095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	499	0	0	0	36834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	1	0	40	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	2	0
