	Gordonia	Comamonas	Klebsiella	Thermovenabulum	Owenweeksia	Burkholderia	Pseudofulvimonas	Micrococcus	Kosakonia	Marvinbryantia	Cetobacterium	Exiguobacterium	Ponticaulis	Undibacterium	Steroidobacter	Hydrogenophaga	Desulfohalobium	Acetitomaculum	Pisum	Armatimonas	Pluralibacter	Actinobacillus	Spirobacillus	Thiobacillus	Xanthobacter	Ignavibacterium	Marinococcus	Weissella	Staurastrum	Anaeroglobus	Halorhodospira	Agromyces	Acidithiobacillus	Aeromicrobium	Acetobacter	Streptomyces	Oxalobacter	Negativicoccus	Coraliomargarita	Pelotomaculum	Peredibacter	Belnapia	Flavihumibacter	Serratia	Deferrisoma	Thioalkalispira	Eremococcus	Solanum	Kaistia	Desulfitibacter	Cellvibrio	Bergeriella	Helcococcus	Fastidiosipila	Phaselicystis	Litorilinea	Desulfobaculum	Fervidobacterium	Glycine	Desulfovibrio	Methylococcus	Geopsychrobacter	Vasilyevaea	Geobacter	Ardenticatena	Succinivibrio	Acanthopleuribacter	Agrobacterium	Opitutus	Parvularcula	Erysipelothrix	Sterolibacterium	Geoalkalibacter	Porticoccus	Diplorickettsia	Parascardovia	Albidiferax	Brevibacillus	Anaerobaculum	Scardovia	Gaiella	Succiniclasticum	Hydrogenophilus	Parvibacter	Iamia	Lebetimonas	Telmatocola	Nitrobacter	Histophilus	Kurthia	Thiofaba	Campylobacter	Lactococcus	Thiohalocapsa	Moryella	Vagococcus	Lachnospira	Polynucleobacter	Serinicoccus	Kocuria	Platanus	Anaerococcus	Aquicella	Bergeyella	Solitalea	Pelagibacterium	Dongia	Raoultella	Methylovorus	Brevibacterium	Piscicoccus	Desulfuromusa	Oligella	Caulobacter	Amphibacillus	Eggerthella	Lysobacter	Thalassobius	Sneathia	Larkinella	Buchnera	Tissierella	Thiobacter	Dehalococcoides	Alloscardovia	Gossypium	Lacibacter	Desulfosarcina	Nocardiopsis	Melosira	Microvirga	Simonsiella	Tabrizicola	Atopobium	Luedemannella	Rhodopseudomonas	Fusicatenibacter	Nevskia	Virgibacillus	Phaeodactylum	Fusibacter	Wautersiella	Verrucomicrobium	Solirubrobacter	Hyphomicrobium	Rubrobacter	Insolitispirillum	Salinivibrio	Acidocella	Aminobacterium	Cedecea	Blastococcus	Brevundimonas	Zavarzinella	Hyphomonas	Methylophilus	Bifidobacterium	Tropheryma	Oscillospira	Natranaerovirga	Brachyspira	Faecalibacterium	Oceanospirillum	Helicobacter	Fimbriimonas	Puniceicoccus	Stackebrandtia	Sulfuricurvum	Sporobacter	Perlucidibaca	Barnesiella	Natronococcus	Streptobacillus	Cycloclasticus	Bosea	Peptoniphilus	Pseudoxanthomonas	Herpetosiphon	Stenotrophomonas	Polytrichum	Flavisolibacter	Thermogymnomonas	Geobacillus	Rhizobacter	Aggregatibacter	Silanimonas	Chelatococcus	Ewingella	Nereida	Aureitalea	Kiloniella	Nostocoida	Rikenella	Xylanibacter	Saccharibacillus	Shuttleworthia	Simplicispira	Terasakiella	Planobacterium	Coprococcus	Anaerosalibacter	Acidaminococcus	Rubrivivax	Dolosigranulum	Kingella	Gemmatimonas	Flexistipes	Pelomonas	Rothia	Kordiimonas	Arcticibacter	Alicyclobacillus	Nitrosomonas	Phaeobacter	Schlegelella	Flexispira	Pseudoflavonifractor	Fibrobacter	Aureimonas	Necropsobacter	Olavius	Fructobacillus	Xenorhabdus	Sporacetigenium	Desulfobulbus	Cerasicoccus	Tenacibaculum	Sulfurimonas	Stephanodiscus	Propionigenium	Desulfitobacterium	Planosporangium	Parvibaculum	Smithella	Eggerthia	Sphaerochaeta	Blastocatella	Roseovarius	Rahnella	Xanthobacillum	Pseudolabrys	Parvimonas	Spirosoma	Croceicoccus	Bisgaardia	Globicatella	Glycomyces	Desulfatiferula	Sporomusa	Labrys	Eikenella	Catonella	Mobiluncus	Chthoniobacter	Enterobacter	Edwardsiella	Catenibacterium	Leptospirillum	Reyranella	Sphaerobacter	Desulfotomaculum	Mycobacterium	Hydrogenivirga	Anaerofustis	Cellulosibacter	Aquimonas	Altererythrobacter	Aestuariicola	Dethiosulfatibacter	Sulfurospirillum	Yonghaparkia	Roseburia	Georgfuchsia	Coprothermobacter	Halolactibacillus	Nautilia	Anaerofilum	Parapusillimonas	Deinococcus	Picochlorum	Terrahaemophilus	Dorea	Alkalibaculum	Sphingomicrobium	Polyangium	Facklamia	Defluviitalea	Defluviicoccus	Coprobacter	Limnobacter	Limimonas	Metabacterium	Rubritepida	Akkermansia	Desulfomicrobium	Erythromicrobium	Meiothermus	Haemophilus	Nitrosospira	Citrobacter	Halothiobacillus	Varibaculum	Oceanibacterium	Aquisalimonas	Plantago	Dehalobacterium	Gilliamella	Psychrobacter	Zoogloea	Thiobaca	Bacteroides	Aerococcus	Aquabacterium	Candidimonas	Treponema	Ornithinimicrobium	Magnetovibrio	Hydrogenoanaerobacterium	Oscillochloris	Salmonella	Lutispora	Amaricoccus	Spirochaeta	Pyramidobacter	Pedomicrobium	Planctomyces	Alloprevotella	Cupriavidus	Skermanella	Coxiella	Luteolibacter	Oribacterium	Abiotrophia	Fodinicurvata	Microvirgula	Peptostreptococcus	Prosthecobacter	Carboxydothermus	Desulfosporosinus	Acidovorax	Telmatospirillum	Atopostipes	Symbiobacterium	Photorhabdus	Rhodanobacter	Thalassiosira	Hymenobacter	Congregibacter	Leahibacter	Shinella	Anaerosinus	Tannerella	Caldicellulosiruptor	Rhizomicrobium	Lentibacillus	Acidiphilium	Haloferula	Pediococcus	Acidomonas	Terrimonas	Propionibacterium	Conexibacter	Microcystis	Azospira	Cohaesibacter	Thalassomonas	Ferrithrix	Succinatimonas	Singulisphaera	Azovibrio	Acidimicrobium	Sulfobacillus	Cloacibacterium	Imtechium	Cardiobacterium	Actinomyces	Desulfobacca	Rubrivirga	Sideroxydans	Pelobacter	Kerstersia	Melioribacter	Halioglobus	Subdoligranulum	Chloronema	Leucobacter	Martelella	Erwinia	Ferrovum	Paraprevotella	Drimys	Myroides	Butyricicoccus	Schwartzia	Bulleidia	Oligosphaera	Ruminobacter	Thermodesulfovibrio	Xanthomonas	Finegoldia	Sneathiella	Methylophaga	Syntrophococcus	Empedobacter	Prevotella	Thermomonas	Thiomonas	Nordella	Hippea	Achromobacter	Christensenella	Alkanindiges	Cyanophora	Haliangium	Hydrotalea	Pusillimonas	Caedibacter	Gardnerella	Janibacter	Helianthus	Gemmata	Croceimarina	Anaerovorax	Desulfovirga	Bellilinea	Thermovum	Nitrobacteria	Sutterella	Catenovulum	Variovorax	Orbus	Halotalea	Kopriimonas	Salinisphaera	Turneriella	Portibacter	Lachnoanaerobaculum	Trichococcus	Sphaerotilus	Advenella	Microbulbifer	Devosia	Pseudochrobactrum	Porphyrobacter	Pseudoclavibacter	Solobacterium	Aquamicrobium	Geothrix	Anaerosporobacter	Ilumatobacter	Dechloromonas	Morganella	Colwellia	Anaerorhabdus	Camelimonas	Peptococcus	Rubellimicrobium	Rheinheimera	Methanobrevibacter	Arthrobacter	Pedobacter	Dehalogenimonas	Enterococcus	Daeguia	Moraxella	Elstera	Piper	Papillibacter	Citreicella	Brasilonema	Vampirovibrio	Lawsonia	Mycoplasma	Uruburuella	Jeotgalicoccus	Pectinatus	Lemna	Sharpea	Methanocella	Proteiniclasticum	Dyella	Acetatifactor	Aeromonas	Alkaliphilus	Asteroleplasma	Marinobacterium	Alishewanella	Roseicyclus	Streptococcus	Neisseria	Anaerosphaera	Turicibacter	Holdemania	Alkanibacter	Veillonella	Enhydrobacter	Pontibacter	Collimonas	Turicella	Caldalkalibacillus	Sandarakinorhabdus	Megasphaera	Methanobacterium	Gemmiger	Halomonas	Winogradskyella	Thermicanus	Magnetospira	Leclercia	Plesiomonas	Alcaligenes	Cryptobacterium	Phocaeicola	Hespellia	Metallibacterium	Gallicola	Pelagicoccus	Tolumonas	Solibacillus	Shimwellia	Paracoccus	Gracilibacter	Sinorhizobium	Syntrophomonas	Ramlibacter	Tetrasphaera	Acetanaerobacterium	Alkalibacter	Dehalobium	Acidiferrobacter	Prolixibacter	Sphingopyxis	Haliea	Parasutterella	Clostridium	Kofleria	Gracilibacillus	Escherichia/Shigella	Slackia	Methylovirgula	Azoarcus	Aliihoeflea	Wandonia	Thiorhodococcus	Bacillus	Rhodopirellula	Salinirepens	Tepidimonas	Glechoma	Desulfocapsa	Rickettsia	Parasporobacterium	Victivallis	Persicirhabdus	Pseudomonas	Hafnia	Festuca	Kytococcus	Anaeroplasma	Rhodococcus	Acidaminobacter	Photobacterium	Agitococcus	Alcanivorax	Azohydromonas	Chitinimonas	Porphyromonas	Aquabacter	Sandaracinobacter	Rhizobium	Pseudohaliea	Guggenheimella	Filifactor	Cuscuta	Jonquetella	Ruminococcus	Micromonospora	Wolbachia	Proteiniphilum	Paraeggerthella	Desulfotignum	Arsenophonus	Epulopiscium	Thioalkalivibrio	Neptuniibacter	Thauera	Methylosinus	Gordonibacter	Corynebacterium	Adhaeribacter	Thermus	Glaciecola	Acholeplasma	Arcobacter	Desulfomonile	Denitrobacterium	Vogesella	Dysgonomonas	Carnobacterium	Leuconostoc	Mitsuaria	Petrimonas	Chryseobacterium	Sphingobium	Succinimonas	Orientia	Dietzia	Cryocola	Bryobacter	Pseudobutyrivibrio	Providencia	Thermosinus	Metascardovia	Craurococcus	Saccharofermentans	Lelliottia	Nitratifractor	Bradyrhizobium	Sphingomonas	Ferritrophicum	Adlercreutzia	Pannonibacter	Flavobacterium	Hydrogenothermus	Pelistega	Leptotrichia	Leisingera	Sporobacterium	Roseobacter	Niabella	Geodermatophilus	Polaribacter	Zymobacter	Granulicatella	Cellulosilyticum	Peptoclostridium	Aquitalea	Asterionellopsis	Methylobacillus	Parachlamydia	Rhodovulum	Anaerophaga	Acetoanaerobium	Massilia	Reinekea	Phenylobacterium	Sphingobacterium	Anderseniella	Legionella	Ureaplasma	Maribacter	Desulfobacterium	Paenibacillus	Oceanirhabdus	Idiomarina	Asticcacaulis	Oceanobacillus	Limnohabitans	Tindallia	Luteimonas	Rosenbergiella	Westiellopsis	Aminobacter	Thalassobacter	Deinobacterium	Ochrobactrum	Flavonifractor	Protochlamydia	Rubribacterium	Stomatobaculum	Intestinimonas	Sphagnum	Anaerobiospirillum	Soonwooa	Buttiauxella	Sagittula	Gemella	Gracilimonas	Odoribacter	Synechococcus	Ferrimicrobium	Ferrimonas	Bilophila	Johnsonella	Noviherbaspirillum	Nitrospira	Vibrio	Methanosphaera	Schlesneria	Pirellula	Megamonas	Gallibacterium	Acetivibrio	Desulfonauticus	Macrococcus	Coriobacterium	Desulfopila	Aeribacillus	Pseudoramibacter	Novosphingobium	Janthinobacterium	Nitratiruptor	Olsenella	Herbaspirillum	Caloramator	Lysinibacillus	Planococcus	Simkania	Aquaspirillum	Yimella	Bacteriovorax	Rhodospirillum	Anaerostipes	Anoxynatronum	Pseudacidovorax	Laribacter	Brachybacterium	Bordetella	Capnocytophaga	Marinobacter	Melitea	Aerosphaera	Acidicapsa	Oceanibaculum	Shewanella	Lactonifactor	Nitrolancea	Tepidamorphus	Crocinitomix	Stappia	Bartonella	Anoxybacillus	Rummeliibacillus	Anaerovibrio	Quadrisphaera	Brevinema	Duganella	Syntrophobacter	Catabacter	Tumebacillus	Anaerobacter	Mesorhizobium	Blautia	Fretibacterium	Truepera	Acidisoma	Anaerotruncus	Ancylobacter	Methanolinea	Thermotalea	Actinomycetospora	Natronincola	Delftia	Oceanicola	Ralstonia	Nocardioides	Natronocella	Brenneria	Lactuca	Lactobacillus	Marmoricola	Butyricimonas	Sanguibacter	Murdochiella	Telmatobacter	Mucispirillum	Phascolarctobacterium	Hellea	Enterorhabdus	Erythrobacter	Trachelium	Brevifollis	Kluyvera	Brachymonas	Mannheimia	Howardella	Proteus	Roseomonas	Robinsoniella	Kaistobacter	Pasteurella	Trifolium	Aeriscardovia	Roseimicrobium	Siphonobacter	Zymomonas	Bdellovibrio	Planktotalea	Dokdonella	Allobaculum	Cloacibacillus	Thiorhodovibrio	Fluviimonas	Mucilaginibacter	Elusimicrobium	Oxobacter	Loktanella	Methylobacterium	Macellibacteroides	Fusobacterium	Sarcina	Imtechella	Salinicola	Luteibacter	Aminomonas	Siansivirga	Geosporobacter	Parabacteroides	Kouleothrix	Rhodovastum	Sediminitalea	Dermabacter	Proteocatella	Waddlia	Acinetobacter	Mogibacterium	Eubacterium	Microbacterium	Allisonella	Paludibacter	Sedimentibacter	Acidipila	Thiohalomonas	Desmonostoc	Castellaniella	Vitreoscilla	Oscillibacter	Leminorella	Thioalkalimicrobium	Ethanoligenens	Desulfobacula	Rhodobacter	Daucus	Dialister	Piscinibacter	Butyrivibrio	Collinsella	Novispirillum	Mangrovibacter	Petrobacter	Lautropia	Xylophilus	Cronobacter	Kineosporia	Alistipes	Gemmobacter	Selenomonas	Azospirillum	Meniscus	Roseivirga	Coprobacillus	Staphylococcus	Lachnobacterium	Vallitalea	Mitsuokella	Centipeda	Pantoea	Spiroplasma	Methanosaeta	Dioscorea	Sediminibacterium
6062	0	16	98	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	1	0	0	0	101454	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	28	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	1	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	969	0	912	0	0	51478	0	0	0	0	0	0	35	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	894	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3995	0	0	2	0	0	0	0	0	0	0	0	1	0	0	1081	0	0	0	0	0	0	0	0	0	6866	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	317	0	4	0	0	0	0	0	0	0	0	0	0	27932	0	0	0	1316	0	0	0	0	1	0	0	0	0	0	0	879	0	0	0	0	15	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	37	0	0	0	0	0	1164	0	0	7	0	41	0	0	0	0	0	929	0	1	0	97779	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	5654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	548	0	0	11	127	0	286	0	0	0	0	0	0	3849	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	31	0	0	0	0	0	0	2640	41188	0	0	11204	50	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	10	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	8919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9282	0	0	145	1639	0	1248	0	0	0	0	0	725	0	0	0	219	0	0	0	0	0	0	0	93	1	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	93	0	0	0	0	992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	523	0	173	0	0	0	0	693	0	0	0	0	0	0	0	0	7	1	0	175	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	360	0	110	0	0	112	0	0	0	0	0	0	0	1723	0	0	0	0	0	0	0	0	18992	0	30	0	0	0	0	0	0	0	71	0	0	0	0	0	0	1098	0	1598	1349	0	0	0	0	0	56	0	4213	0	197	0	0	0	0	4	0	0	2409	0	0	0	0	0	0
5066	0	0	716	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1137	0	0	0	0	0	106306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2110	0	1016	0	0	46142	0	0	0	0	0	0	18	0	992	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	2471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1205	0	0	0	0	24	0	0	0	0	1132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1138	0	4	0	0	0	0	0	0	0	0	0	0	50640	0	0	0	3438	0	0	0	0	3	0	0	0	39	0	0	100	0	0	0	0	945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	1442	0	0	0	0	0	0	0	692	0	0	0	114176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	12	0	1789	0	0	4	0	0	0	0	0	0	2973	0	805	0	0	0	0	0	0	3	0	0	0	0	13	0	0	0	0	2	0	0	0	0	0	20	0	0	0	0	0	0	19414	5871	0	0	36722	0	0	0	0	0	0	2	0	0	0	0	0	0	0	245	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2736	0	0	1	70	0	2154	0	0	0	0	0	2229	0	0	0	1209	0	0	0	0	0	0	0	366	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	24	14	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	543	57	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	298	0	0	0	0	0	0	18	0	0	0	0	0	0	0	1	0	6	0	2	0	1	0	0	0	0	0	0	0	0	0	48	0	0	5	0	0	67	1	0	1215	0	0	0	0	0	0	0	529	0	0	0	0	0	0	8	0	11827	0	0	0	0	0	0	0	0	0	480	0	0	0	0	0	0	1678	0	1640	625	0	0	0	0	0	33	0	1519	0	1	0	0	0	0	0	2	0	219	0	1	0	0	0	0
3052	0	0	602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1600	0	226	0	0	32611	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	6175	0	0	0	0	0	0	0	0	0	2	270	0	0	0	82	0	0	0	0	0	0	0	0	0	2825	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	206	0	1	0	0	0	0	0	0	0	0	0	0	60560	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	281	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277	0	0	3	0	0	0	0	0	0	0	376	0	0	0	123194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	1029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	203	0	0	4	0	0	0	0	0	0	464	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	281	851	0	0	1144	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4874	0	0	7	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3632	0	0	0	20	0	621	0	0	0	0	0	601	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	7	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	476	0	421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	71	0	0	0	0	0	0	0	0	0	368	0	0	0	0	0	0	0	0	11020	0	1	0	0	0	0	0	0	0	6	0	0	1	0	0	0	669	0	256	1245	0	0	0	0	0	5	0	4097	0	1	0	0	0	0	0	0	0	1377	0	0	0	0	0	0
1036	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	490	0	375	0	0	13962	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	883	0	364	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1270	0	0	0	0	0	0	0	0	0	213	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	8	0	2	0	0	0	0	0	0	0	0	0	0	292	0	0	0	8	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	1	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	14	0	0	0	1	0	28	0	0	4	0	4	0	0	0	0	0	0	0	0	0	64768	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	96	0	0	23	0	0	57	0	0	0	0	0	0	1059	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	591	2038	0	0	702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	46	0	0	0	0	0	0	0	193	0	0	0	1119	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	241	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4518	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243	0	0	0	0	0	0	7	0	923	0	28	0	0	0	0	0	0	0	95	0	0	0	0	0	0	346	0	0	14	0	0	0	0	0	0	0	26	0	362	0	0	0	0	0	0	0	5586	0	0	0	0	0	0
