	Erwinia	Acetoanaerobium	Howardella	Dermacoccus	Cardiobacterium	Bulleidia	Veillonella	Acholeplasma	Oxalobacter	Kandleria	Insolitispirillum	Saccharofermentans	Methanosphaera	Catabacter	Peptostreptococcus	Propionibacterium	Christensenella	Flavonifractor	Anaerofustis	Barnesiella	Atopobium	Lawsonia	Turicibacter	Cellulosibacter	Adlercreutzia	Pediococcus	Peptoclostridium	Marvinbryantia	Dialister	Thauera	Anaerofilum	Bacillus	Anaerophaga	Lactonifactor	Campylobacter	Anaerosinus	Tannerella	Rothia	Finegoldia	Morganella	Caloramator	Butyrivibrio	Vampirovibrio	Fusobacterium	Sporobacter	Macellibacteroides	Mitsuokella	Parvibacter	Paenibacillus	Actinobaculum	Brassicibacter	Azospirillum	Eubacterium	Roseburia	Flexibacter	Oxobacter	Parasutterella	Clostridium	Megasphaera	Leuconostoc	Lachnoanaerobaculum	Solobacterium	Slackia	Leptotrichia	Sporacetigenium	Piscinibacter	Faecalibacterium	Anaerostipes	Staphylococcus	Pasteurella	Allisonella	Megamonas	Varibaculum	Granulicatella	Blattabacterium	Lachnobacterium	Rikenella	Allobaculum	Sorangium	Parvimonas	Subdoligranulum	Neisseria	Facklamia	Mangroviflexus	Lactobacillus	Selenomonas	Akkermansia	Collinsella	Stomatobaculum	Thermovenabulum	Oscillospira	Anaeroglobus	Hydrogenoanaerobacterium	Caldicellulosiruptor	Cerasicoccus	Pelagicoccus	Succiniclasticum	Coriobacterium	Metabacterium	Syntrophococcus	Mobiluncus	Fusicatenibacter	Schlegelella	Succinatimonas	Anaerococcus	Odoribacter	Coraliomargarita	Acidaminococcus	Butyricicoccus	Lachnospira	Desulfotomaculum	Asteroleplasma	Burkholderia	Peptococcus	Lutispora	Pantoea	Cryptobacterium	Cyanophora	Desulfonauticus	Catonella	Actinobacillus	Victivallis	Elusimicrobium	Syntrophomonas	Natranaerovirga	Acetitomaculum	Anaerovorax	Prevotella	Enterococcus	Catenibacterium	Cellulosilyticum	Anaerosporobacter	Anaerorhabdus	Hippea	Porphyromonas	Acidaminobacter	Pectinatus	Bacteroides	Hespellia	Halomonas	Succinivibrio	Spinacia	Ethanoligenens	Geosporobacter	Comamonas	Eggerthia	Peptoniphilus	Geopsychrobacter	Brevibacterium	Eikenella	Helianthus	Parasporobacterium	Yersinia	Pseudomonas	Bifidobacterium	Pyramidobacter	Alloprevotella	Scardovia	Aggregatibacter	Acetanaerobacterium	Eggerthella	Robinsoniella	Gracilibacter	Pseudoflavonifractor	Methanomassiliicoccus	Kluyvera	Emticicia	Desulfonispora	Alkaliphilus	Parabacteroides	Mogibacterium	Oribacterium	Corynebacterium	Ruminococcus	Shewanella	Thermanaerovibrio	Gardnerella	Daucus	Erysipelothrix	Sporobacterium	Methanobrevibacter	Coprobacter	Escherichia/Shigella	Rhodospirillum	Holdemania	Alkalibaculum	Acetatifactor	Olsenella	Negativicoccus	Lautropia	Citrobacter	Actinomyces	Alkalibacter	Gemella	Acinetobacter	Dorea	Sarcina	Intestinimonas	Filifactor	Dehalobacterium	Pseudobutyrivibrio	Xylanibacter	Serratia	Proteiniphilum	Vallitalea	Oscillibacter	Stenotrophomonas	Papillibacter	Paraeggerthella	Anaerotruncus	Enterobacter	Carnobacterium	Cetobacterium	Enterorhabdus	Shuttleworthia	Phascolarctobacterium	Cloacibacillus	Dethiosulfatibacter	Cronobacter	Desulfovibrio	Denitrobacterium	Desulfomicrobium	Gemmiger	Haemophilus	Coprobacillus	Spiroplasma	Paraprevotella	Achromobacter	Defluviitalea	Coprococcus	Alloscardovia	Butyricimonas	Streptococcus	Abiotrophia	Thermovirga	Blautia	Murdochiella	Lactococcus	Helicobacter	Gallicola	Acetivibrio	Alistipes	Sutterella	Weissella	Fastidiosipila	Epulopiscium	Klebsiella	Bilophila	Gordonibacter
IBS_S0033	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	1	248	0	118	0	0	106	0	6	0	2	1	2764	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	13	0	0	0	0	0	0	0	2339	459	0	0	3	373	0	0	0	0	68	0	0	0	11620	607	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	1327	644	2	0	197	0	0	0	0	0	0	0	0	0	0	97	0	0	0	53	0	1115	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	1	0	0	0	0	0	0	0	9051	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1079	0	0	0	0	3	2	0	0	11	0	0	0	0	0	407	0	2	0	1267	0	0	0	0	0	0	0	0	1	0	7	0	0	4	0	0	0	10	0	1	0	311	0	62	0	2	0	0	0	0	0	49	0	2	0	1	0	0	0	0	0	0	0	4	0	0	0	0	972	19	0	0	1	0	0	881	0	0	0	0	0	1201	0	0	0	0	1	932	428	0	0	0	0	167	3
Con_S0007	0	0	0	0	0	0	0	0	62	0	0	141	0	2	0	0	4	850	0	717	0	0	2	0	10	0	0	0	4	0	1	0	0	0	0	0	0	6	0	0	0	0	0	0	23	0	0	2	0	0	0	1	1980	607	0	0	63	756	0	0	0	0	171	0	0	0	7311	235	0	0	0	0	0	0	0	2	0	0	0	0	11	0	0	0	0	0	299	132	1	0	290	0	4	0	0	0	0	0	0	0	0	32	0	0	0	152	0	0	2	1	0	0	0	4	0	0	0	0	0	0	0	5	382	0	0	9	0	8460	0	0	0	5	0	0	0	0	0	5500	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	7	22	0	0	120	0	4	0	21	0	0	0	0	0	438	0	0	0	711	0	0	0	0	0	0	0	180	1	0	52	0	0	0	0	0	0	0	0	0	0	254	0	63	0	0	0	0	0	0	0	35	0	2	2	20	0	0	0	0	0	2295	0	1	0	17	0	0	156	1	1	0	138	0	0	201	0	0	13	0	1	267	0	3	0	0	2	2711	195	0	0	0	0	35	50
IBS_S0097	0	0	137	0	0	0	0	0	13	0	0	42	0	13	0	0	25	3742	3	796	0	0	4	0	7	0	1	1	1292	0	3	0	0	0	0	0	0	1	0	0	0	5	0	2	38	0	0	0	0	0	0	0	4285	172	0	1	94	480	0	0	0	0	169	0	0	0	2768	86	0	0	0	0	0	0	0	0	0	0	0	1	9	0	0	0	0	0	6890	207	0	0	977	0	2	0	0	0	0	0	0	0	0	38	0	0	0	76	0	196	1	17	0	0	0	0	0	0	0	0	0	1	0	116	0	3	1	3	0	50	0	1	0	0	0	1	0	0	0	5308	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0	89	0	0	0	0	161	1	1	1	10	0	0	0	0	0	845	0	0	0	3108	0	0	0	0	0	0	66	15	5	0	12	7	0	11	0	0	1	4	0	0	0	221	0	88	0	0	0	0	0	0	0	116	0	16	0	23	0	0	0	2	0	138	48	3	0	3	0	0	382	0	0	0	0	0	0	1234	0	72	0	0	0	441	0	6	0	0	21	1875	210	0	1	0	0	257	1
Con_S0054	0	0	161	0	0	0	18	0	21	0	0	46	0	1	0	0	13	1120	0	1500	0	0	4	0	12	0	1	0	18495	0	2	0	0	0	4	0	0	5	0	0	0	18	1	0	26	0	0	0	0	0	0	0	8971	2260	0	1	33	786	0	0	0	4	2	0	0	0	18145	358	0	0	271	0	0	0	0	2	0	0	0	1	136	0	0	0	6	0	1	1409	0	0	1611	0	4	1	0	0	12	0	0	0	0	150	0	0	0	189	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	8	0	1936	0	2	0	1	0	0	3	0	0	13869	0	0	0	0	0	1	0	0	0	0	4	0	0	2	0	0	553	0	5	0	0	200	2	0	0	43	0	0	0	0	0	1056	0	0	2	3553	0	0	0	0	0	0	0	4	544	0	15	0	0	0	0	0	0	5	0	0	0	720	0	188	0	1	0	6	0	0	0	293	0	3	0	20	0	0	0	0	0	129	5	0	0	316	0	0	5405	41	1	0	239	0	0	4058	0	94	53	0	0	749	0	0	0	0	7	4166	198	0	0	0	1	143	1
Con_S0106	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	792	0	1291	0	0	32	1	7	0	1	0	1721	0	0	0	0	0	1	0	0	0	0	0	1	17	0	0	24	0	0	0	0	0	0	0	5153	118	0	0	655	569	0	0	0	0	0	0	0	0	9483	1019	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	1	0	959	0	3	0	0	0	0	0	0	0	0	77	0	0	1	217	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	1	0	0	2	0	12	0	0	12835	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	1	2471	0	0	1	0	4	2	0	0	8	0	0	0	0	0	1499	0	0	0	8888	0	0	0	0	0	0	0	0	21	0	52	0	0	0	0	0	0	2	0	0	0	367	0	47	0	0	0	0	0	0	0	93	0	6	0	20	0	0	0	0	0	0	0	0	0	0	1	0	1852	2	3	0	0	3	0	79	0	0	72	0	0	546	0	0	0	0	1	1099	0	0	0	0	0	413	0
Con_S0012	0	0	104	0	0	0	1	0	11	0	0	0	0	1	0	0	7	363	0	131	0	0	0	0	9	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	10	0	0	0	0	0	0	0	4852	1406	0	0	6	223	0	0	0	0	120	0	0	0	6278	534	0	0	0	0	0	0	0	2	0	0	0	0	52	0	0	0	0	2	139	135	1	0	550	0	1	0	0	0	0	0	0	0	0	79	0	2	0	74	0	0	20	2	0	13	0	21	0	0	0	0	0	0	0	4	0	0	1	0	0	9	0	699	0	0	0	0	0	0	0	3452	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	6	0	0	0	5	0	0	0	0	0	197	0	0	0	431	0	0	0	0	0	0	0	86	0	0	0	0	0	5	0	0	0	4	0	0	0	528	0	34	0	0	0	0	0	0	0	57	0	1	0	10	0	0	0	0	1	53	4	0	0	112	0	0	1906	0	0	0	176	0	0	178	0	92	13	0	0	982	0	0	0	0	1	760	126	0	1	0	0	2	0
Con_S0001	0	0	0	0	0	0	4	0	0	0	0	4	0	9	7	0	112	1464	0	2131	0	0	94	0	21	0	8	2	3	0	0	1	0	0	0	0	0	17	0	0	0	8	0	0	267	0	0	0	0	2	0	0	3920	12	0	1	5	1415	0	0	1	2	301	0	0	0	872	895	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	10	0	0	1872	0	0	175	0	2	0	0	0	0	0	0	0	0	86	0	0	0	148	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	39	18	1107	0	0	0	0	5	0	0	20738	1	0	0	0	0	0	0	0	2	0	0	0	0	9	0	0	203	0	0	0	0	48	45	0	0	20	0	0	0	0	0	820	0	0	0	2549	0	0	6	0	0	0	0	4	152	0	73	0	0	0	0	3	286	29	0	4	0	758	0	84	0	0	0	0	0	0	0	61	0	0	0	294	1	0	0	0	0	1675	0	0	0	708	0	0	123	2	31	0	1	0	0	886	0	768	593	0	0	306	0	240	0	0	0	2748	175	1	0	0	0	176	70
Con_S0075	0	0	0	0	0	0	0	0	0	0	0	8	0	4	0	0	32	767	0	3411	0	0	251	0	2	0	2	0	1408	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	13	0	0	0	0	0	0	0	2262	128	0	0	34	812	0	0	0	0	0	0	0	0	9333	175	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1773	5	1	0	206	0	5	0	0	0	0	0	0	0	0	101	0	0	5	248	0	1	3	10	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	11	0	1	0	22	0	0	2	0	0	6619	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	8	12	0	0	12	0	0	0	0	0	1595	0	4	0	2996	0	0	0	0	0	0	33	24	31	0	11	0	1	0	0	0	0	5	0	0	0	207	0	58	0	0	0	0	0	0	0	90	0	25	0	7	0	0	0	0	0	140	0	6	0	554	0	0	204	0	0	0	0	0	0	466	0	354	0	0	0	331	0	0	0	0	2	1595	128	0	0	0	0	86	3
Con_S0013	0	0	77	0	0	0	9	0	0	0	1	9	0	1	0	0	18	269	4	1532	0	0	31	0	31	0	1	1	1499	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	12	0	302	0	0	0	0	0	6184	510	0	0	51	708	0	0	0	0	64	0	0	1	23915	76	0	0	56	0	0	0	0	0	0	0	0	0	27	0	0	0	0	1	5	138	0	0	107	0	3	0	0	0	0	0	0	1	0	134	0	19	0	40	0	9	1	28	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	867	0	4	0	1	0	0	0	0	0	7361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247	0	944	0	0	24	1	0	0	11	0	0	0	0	0	1226	0	0	0	857	0	0	0	0	0	0	13	1	20	0	19	0	0	4	0	0	0	8	0	0	0	569	0	43	0	2	0	0	0	0	0	96	0	1	0	4	0	0	0	0	0	0	0	2	0	0	0	0	735	22	0	0	0	0	0	4723	0	211	45	0	0	503	0	0	0	0	0	978	495	0	0	0	0	144	1
Con_S0140	0	0	46	0	0	12	0	0	0	0	0	0	0	0	0	0	2	166	0	38	2	0	0	0	0	0	0	0	3549	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	3	0	1358	0	0	0	0	0	2600	1409	0	0	0	136	0	0	0	25	23	0	0	0	4515	30	0	0	58	0	0	0	0	0	0	0	0	0	19	0	0	0	239	9	236	466	0	0	115	0	0	0	0	0	0	0	0	0	0	85	0	0	0	2	0	0	0	1	1	0	1	30	0	0	0	0	0	0	0	0	0	0	0	2	0	52761	0	1646	0	0	0	0	0	0	0	409	1	0	19634	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	19	0	0	0	0	0	178	0	1	0	661	0	0	0	0	0	0	0	0	0	0	1	0	0	19	0	0	0	3	0	0	0	343	0	28	0	0	0	0	0	0	0	37	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	625	0	0	0	0	0	0	892	0	50	125	0	0	292	0	1	0	0	0	7	0	0	0	0	0	4	0
Con_S0062	0	0	0	0	0	0	12	0	0	0	0	15	0	0	0	0	1	755	0	1060	0	0	24	0	21	0	3	0	29	0	0	0	0	0	0	0	0	0	0	0	0	743	1	0	19	0	0	0	0	0	0	0	16350	678	0	0	0	1052	0	0	0	0	0	0	0	0	24278	282	0	0	0	0	0	0	0	6	0	0	0	5	21	0	0	0	1	1	138	270	0	0	245	0	4	0	0	0	2	0	0	0	0	285	0	0	0	137	0	0	2	9	0	0	0	0	0	0	0	0	0	0	0	28	0	0	1	0	0	29	0	1	0	6	0	0	0	0	0	14457	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	183	0	0	0	0	27	14	0	0	12	0	0	0	0	0	91	0	1	0	1743	0	0	0	0	1	0	0	56	160	0	8	0	0	0	0	0	0	0	0	0	0	459	0	47	0	1	0	0	0	0	0	67	0	0	0	6	0	0	0	3	0	77	0	5	0	0	0	0	353	14	0	0	599	2	0	3437	0	0	16	0	0	372	0	1	0	0	1	2835	743	0	0	0	0	99	0
Con_S0063	0	0	0	0	0	0	7	0	14	0	0	49	0	7	0	0	1	346	0	545	0	0	2	0	3	0	0	0	782	0	0	0	0	0	4	0	1	2	0	0	0	4	0	0	4	0	0	0	0	0	0	0	2564	1048	0	0	13	506	0	0	0	4	0	0	0	0	10332	998	0	0	0	0	0	0	0	1	0	0	0	0	14	0	0	0	0	0	317	270	0	0	345	0	1	0	0	0	0	0	0	0	0	28	0	0	2	236	31	0	0	21	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	1	0	95	0	1	0	1	0	0	0	0	0	12484	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	34	0	0	0	0	5	7	0	3	8	0	0	0	0	0	509	0	0	0	1656	0	0	0	0	0	0	4	6	0	2	22	1	0	0	0	0	0	1	0	0	0	487	0	53	3	0	0	2	0	0	0	53	0	1	0	2	0	0	0	0	0	716	0	1	0	128	0	0	256	0	0	0	561	0	0	1525	0	456	2	0	0	239	0	3	0	0	3	500	425	0	0	0	0	83	0
Con_S0099	0	0	47	0	0	3	32	0	0	0	0	0	0	2	0	0	2	187	0	1021	0	0	0	0	0	0	0	0	3139	0	0	0	0	0	0	0	0	80	0	0	0	52	0	7	5	0	0	0	0	0	0	0	8932	4140	0	0	394	339	0	0	0	0	0	0	0	0	30094	508	0	0	0	0	0	0	0	1	0	0	0	0	37	0	0	0	1	0	662	271	2	0	253	0	5	0	0	0	0	0	0	0	0	291	0	0	0	61	0	0	0	10	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	21	0	0	0	1	2	0	0	0	0	12235	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	2	0	0	0	14	0	0	0	0	0	46	0	10	0	2616	0	0	0	0	2	0	0	82	8	0	15	0	0	0	0	1	0	16	0	0	1	333	0	17	0	0	0	0	0	0	0	71	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	409	434	1	0	986	3	0	1769	0	43	333	0	0	328	0	0	0	0	6	303	2	0	0	0	0	91	1
IBS_S0008	0	0	78	0	0	0	0	0	8	0	0	12	0	0	0	0	11	1088	0	99	0	0	5	0	70	0	0	0	3059	0	2	0	0	0	0	0	0	2	0	0	0	20	0	0	15	0	0	1	0	0	0	0	8439	463	0	0	622	489	0	0	0	0	0	0	0	0	6995	641	0	0	0	0	0	0	0	1	0	0	0	0	29	0	0	0	0	0	3	387	0	0	521	0	5	0	0	0	0	0	0	0	0	41	0	0	0	1	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	1	0	0	3	0	0	0	0	19617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319	0	0	0	0	48	49	0	0	8	0	0	0	0	0	2410	0	0	0	1207	0	0	0	0	0	0	23	0	1	0	35	0	0	0	0	0	0	0	0	0	0	367	0	33	0	2	0	0	0	0	0	210	0	2	0	15	0	0	0	0	0	0	0	0	0	3	0	0	412	0	1	0	0	0	0	125	0	0	15	0	0	377	0	0	0	0	2	1927	0	0	0	0	0	262	27
Con_S0053	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	11	1287	0	907	0	0	0	0	7	0	0	0	3581	0	3	0	0	1	4	0	0	6	0	0	0	23	0	0	29	0	1	0	0	0	0	0	4957	201	0	0	326	903	0	0	0	6	1	0	0	0	9692	382	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	211	526	1	0	922	0	1	0	0	0	0	0	0	0	0	335	0	0	0	128	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	23	0	1644	0	0	2	0	0	0	0	21785	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	78	1	0	0	0	205	1	0	0	46	0	0	0	0	1	2134	0	0	0	3511	0	0	0	0	0	0	0	88	11	0	14	0	0	1	0	0	0	1	0	1	0	1489	0	119	0	0	0	0	0	0	0	340	0	5	0	19	0	0	0	0	0	0	0	0	0	1051	0	0	3823	1	3	0	0	1	1	372	0	221	36	0	0	677	0	5	0	0	2	3627	412	0	0	0	0	316	17
Con_S0066	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	166	0	63	0	0	0	0	6	0	1	0	2391	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	7	0	0	0	0	0	0	0	4160	109	0	0	13	147	0	0	0	2	0	0	0	0	17289	91	0	0	0	0	0	0	0	0	0	0	0	0	31	2	0	0	0	0	19	23	0	0	169	0	0	0	0	0	0	0	0	0	0	111	0	0	0	80	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	142	0	1	0	0	0	0	0	0	0	4638	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	68	0	0	0	0	4	0	0	0	1	0	0	0	0	0	530	0	0	0	1458	0	0	0	0	0	0	0	17	20	2	2	0	0	0	0	0	0	1	0	0	0	100	0	18	0	0	0	0	0	0	0	39	0	1	0	9	0	0	0	0	0	0	0	0	0	1	0	0	601	2	1	0	1428	0	0	3755	0	80	123	0	0	340	0	0	0	0	2	489	412	0	0	0	0	83	11
Con_S0113	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	15	1995	0	1636	3	3	0	0	5	0	2	1	26084	0	2	0	0	0	0	0	0	1	0	0	0	12	0	0	109	0	0	0	0	0	0	0	10617	1151	0	1	5	860	29	0	0	0	13	0	0	0	3368	1945	0	0	75	363	0	0	0	0	0	0	0	0	14	0	0	0	0	0	6	1632	6	0	1484	0	0	0	0	0	15	0	0	0	0	23	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4263	0	0	0	0	0	0	2	0	0	2731	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	1	0	0	0	9	0	0	0	5	0	0	0	0	0	146	0	0	0	1250	0	0	0	0	0	0	0	0	0	2	94	0	0	1	0	0	0	19	0	0	0	522	0	290	0	0	1	0	0	0	0	57	0	0	0	26	0	0	0	0	0	0	0	0	0	6	0	0	697	1	0	0	931	0	0	2062	0	65	69	0	0	1302	0	0	0	0	1	4066	854	0	0	0	0	476	0
Con_S0072	0	0	117	0	0	0	2	0	22	0	0	32	44	2	0	0	11	942	0	345	0	0	44	0	13	0	1	0	2556	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	9	0	0	1	0	0	0	0	2675	138	0	0	343	455	0	0	0	1	31	0	0	0	3060	94	0	0	0	0	0	0	0	5	0	0	1	0	17	0	0	0	1	0	126	170	1	0	382	0	0	0	4	0	0	0	0	0	0	122	0	0	0	116	0	1	15	3	0	0	0	41	0	0	0	0	0	0	0	26	0	0	0	8	2	315	0	0	0	0	0	0	0	0	0	3180	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	68	2	0	0	0	33	0	0	0	20	0	0	0	0	0	606	0	0	0	1393	0	0	0	0	0	0	54	51	44	0	8	1	0	0	0	0	0	3	0	0	0	325	0	91	0	0	0	0	0	0	0	77	0	4	0	4	0	0	0	0	0	111	64	0	0	52	0	0	482	2	0	0	1	0	0	2410	0	305	12	0	0	335	0	0	0	0	4	1313	0	0	0	0	0	6	3
Con_S0125	4	0	85	0	0	6	0	0	0	0	0	23	0	2	0	0	4	542	0	262	0	0	4	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1305	1	0	30	0	0	0	0	0	0	0	1486	380	0	0	28	303	0	0	0	10	0	0	0	0	20486	73	0	0	0	1	0	0	0	0	0	0	0	0	27	0	0	0	0	0	10	359	1	0	355	0	0	0	0	0	0	0	0	0	0	63	0	0	0	45	0	0	3	1	0	0	0	0	1	0	0	0	0	0	0	9	0	0	0	1	0	3923	0	1	0	0	0	0	0	1	0	2042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	33	0	1	0	20	0	0	0	0	0	369	0	0	0	1918	0	0	0	0	0	0	10	9	6460	0	4	0	0	1	0	0	0	4	0	0	0	278	0	52	0	0	0	0	3	0	1	75	0	3	0	0	0	0	0	0	0	2246	0	2	1	0	1	0	674	2	1	0	856	0	0	1547	0	91	4	0	0	376	0	0	0	0	18	594	12	0	0	0	0	50	0
Con_S0056	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	4	271	0	402	0	0	137	0	50	0	2	0	0	0	2	0	0	1	0	0	0	0	0	0	0	10	0	0	3	0	0	0	0	0	0	0	2555	1399	0	0	19	914	0	0	0	1	0	0	0	0	5082	187	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	3	0	0	33	0	0	0	0	0	0	0	0	0	0	90	0	0	0	83	0	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	12887	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	428	0	0	0	0	1	24	0	0	11	0	0	0	0	0	346	0	0	0	2396	0	0	0	0	0	0	0	95	294	0	8	0	0	2	0	0	0	15	0	1	0	417	0	47	0	0	0	0	0	0	0	76	0	1	0	6	0	0	0	0	0	865	0	0	0	0	0	0	515	2	0	0	0	0	0	242	0	76	11	0	0	554	0	0	0	0	0	453	191	0	0	0	0	50	4
Con_S0134	0	0	103	0	0	0	0	0	3	0	0	23	0	3	0	0	40	825	0	255	0	0	2	0	3	0	1	0	1436	0	3	0	0	0	0	0	3	0	0	0	0	4534	0	0	15	0	0	0	0	0	0	0	2542	247	0	0	52	521	0	0	0	4	0	0	0	0	5602	166	0	0	35	0	0	0	0	1	0	0	0	0	12	0	0	0	0	0	568	40	0	0	322	0	0	0	0	0	0	0	0	0	0	19	0	0	0	113	0	0	1	11	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	15	0	2	0	0	0	0	0	0	0	3180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	1	0	0	0	83	0	0	1	10	0	0	0	0	0	406	0	0	0	1442	0	0	3	0	0	0	12	4	4	3	10	0	0	0	0	0	0	5	1	0	0	109	0	29	0	1	0	0	0	0	0	83	0	3	0	3	0	0	0	0	0	469	0	0	0	0	0	0	309	4	0	0	1054	0	0	781	0	366	14	0	0	145	0	0	0	0	6	1504	617	0	0	0	0	155	0
Con_S0046	0	0	0	0	0	0	3	0	1	0	0	9	0	2	0	0	2	1299	3	205	1	0	0	0	3	0	0	1	34904	0	0	0	0	0	0	0	1	1	0	0	0	6	0	0	56	0	0	0	0	0	0	0	4362	219	0	0	41	586	0	0	0	0	2	0	0	0	4174	3206	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	170	0	0	753	0	0	0	0	0	0	0	0	0	0	131	0	0	0	150	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	30	0	0	1	0	0	21919	0	2	0	1	0	0	0	0	0	10659	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	162	0	2	0	0	6	1	0	0	38	0	0	0	0	0	223	0	0	0	3587	0	0	0	0	0	0	0	289	6	0	64	0	0	0	0	0	0	10	0	0	0	502	0	212	0	0	0	0	0	0	0	89	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	1027	11	3	0	0	0	0	1246	0	161	44	0	0	1021	0	0	0	0	2	3326	1182	0	0	0	0	471	22
IBS_S0016	0	0	11	0	0	0	2	0	11	0	0	0	0	0	0	0	9	397	1	275	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	3	0	0	0	0	0	0	0	8405	1022	0	0	6	179	39	0	0	0	38	0	0	0	14273	76	0	0	22	0	0	0	0	1	0	0	0	0	30	0	0	0	0	0	40	423	0	0	331	0	1	0	0	0	0	0	0	0	0	61	0	0	0	77	0	0	7	43	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	12903	0	0	0	3	0	0	0	0	0	7537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	6	0	3	0	17	0	0	0	0	0	437	0	1	0	1563	0	0	0	0	0	0	11	3	27	0	13	0	0	0	0	0	0	5	0	0	0	207	0	55	0	0	0	0	0	0	0	69	0	2	0	21	0	0	0	0	0	1010	1	0	0	122	0	0	500	9	0	0	674	0	0	143	0	433	14	0	0	201	0	0	0	0	1	91	316	0	0	0	0	53	0
