	Erwinia	Acetoanaerobium	Howardella	Dermacoccus	Cardiobacterium	Bulleidia	Veillonella	Acholeplasma	Oxalobacter	Kandleria	Insolitispirillum	Saccharofermentans	Methanosphaera	Catabacter	Peptostreptococcus	Propionibacterium	Christensenella	Flavonifractor	Anaerofustis	Barnesiella	Atopobium	Lawsonia	Turicibacter	Cellulosibacter	Adlercreutzia	Pediococcus	Peptoclostridium	Marvinbryantia	Dialister	Thauera	Anaerofilum	Bacillus	Anaerophaga	Lactonifactor	Campylobacter	Anaerosinus	Tannerella	Rothia	Finegoldia	Morganella	Caloramator	Butyrivibrio	Vampirovibrio	Fusobacterium	Sporobacter	Macellibacteroides	Mitsuokella	Parvibacter	Paenibacillus	Actinobaculum	Brassicibacter	Azospirillum	Eubacterium	Roseburia	Flexibacter	Oxobacter	Parasutterella	Clostridium	Megasphaera	Leuconostoc	Lachnoanaerobaculum	Solobacterium	Slackia	Leptotrichia	Sporacetigenium	Piscinibacter	Faecalibacterium	Anaerostipes	Staphylococcus	Pasteurella	Allisonella	Megamonas	Varibaculum	Granulicatella	Blattabacterium	Lachnobacterium	Rikenella	Allobaculum	Sorangium	Parvimonas	Subdoligranulum	Neisseria	Facklamia	Mangroviflexus	Lactobacillus	Selenomonas	Akkermansia	Collinsella	Stomatobaculum	Thermovenabulum	Oscillospira	Anaeroglobus	Hydrogenoanaerobacterium	Caldicellulosiruptor	Cerasicoccus	Pelagicoccus	Succiniclasticum	Coriobacterium	Metabacterium	Syntrophococcus	Mobiluncus	Fusicatenibacter	Schlegelella	Succinatimonas	Anaerococcus	Odoribacter	Coraliomargarita	Acidaminococcus	Butyricicoccus	Lachnospira	Desulfotomaculum	Asteroleplasma	Burkholderia	Peptococcus	Lutispora	Pantoea	Cryptobacterium	Cyanophora	Desulfonauticus	Catonella	Actinobacillus	Victivallis	Elusimicrobium	Syntrophomonas	Natranaerovirga	Acetitomaculum	Anaerovorax	Prevotella	Enterococcus	Catenibacterium	Cellulosilyticum	Anaerosporobacter	Anaerorhabdus	Hippea	Porphyromonas	Acidaminobacter	Pectinatus	Bacteroides	Hespellia	Halomonas	Succinivibrio	Spinacia	Ethanoligenens	Geosporobacter	Comamonas	Eggerthia	Peptoniphilus	Geopsychrobacter	Brevibacterium	Eikenella	Helianthus	Parasporobacterium	Yersinia	Pseudomonas	Bifidobacterium	Pyramidobacter	Alloprevotella	Scardovia	Aggregatibacter	Acetanaerobacterium	Eggerthella	Robinsoniella	Gracilibacter	Pseudoflavonifractor	Methanomassiliicoccus	Kluyvera	Emticicia	Desulfonispora	Alkaliphilus	Parabacteroides	Mogibacterium	Oribacterium	Corynebacterium	Ruminococcus	Shewanella	Thermanaerovibrio	Gardnerella	Daucus	Erysipelothrix	Sporobacterium	Methanobrevibacter	Coprobacter	Escherichia/Shigella	Rhodospirillum	Holdemania	Alkalibaculum	Acetatifactor	Olsenella	Negativicoccus	Lautropia	Citrobacter	Actinomyces	Alkalibacter	Gemella	Acinetobacter	Dorea	Sarcina	Intestinimonas	Filifactor	Dehalobacterium	Pseudobutyrivibrio	Xylanibacter	Serratia	Proteiniphilum	Vallitalea	Oscillibacter	Stenotrophomonas	Papillibacter	Paraeggerthella	Anaerotruncus	Enterobacter	Carnobacterium	Cetobacterium	Enterorhabdus	Shuttleworthia	Phascolarctobacterium	Cloacibacillus	Dethiosulfatibacter	Cronobacter	Desulfovibrio	Denitrobacterium	Desulfomicrobium	Gemmiger	Haemophilus	Coprobacillus	Spiroplasma	Paraprevotella	Achromobacter	Defluviitalea	Coprococcus	Alloscardovia	Butyricimonas	Streptococcus	Abiotrophia	Thermovirga	Blautia	Murdochiella	Lactococcus	Helicobacter	Gallicola	Acetivibrio	Alistipes	Sutterella	Weissella	Fastidiosipila	Epulopiscium	Klebsiella	Bilophila	Gordonibacter
IBS_S0027	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	1	115	0	207	0	0	2	0	0	0	0	0	1289	0	1	0	0	0	0	0	0	0	0	0	0	6	0	0	1	0	0	0	0	0	0	0	1604	1829	0	0	4	133	0	0	0	0	0	0	0	0	6401	76	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	204	22	2	0	43	0	0	0	0	0	0	0	0	0	0	28	0	0	0	48	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	9392	0	3	0	1	1	0	0	0	0	4267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	14	0	0	0	0	0	490	0	0	0	2156	0	0	0	0	0	0	0	207	0	0	4	0	0	0	0	0	0	1	0	0	0	43	0	9	0	1	0	0	0	0	0	33	0	0	0	1	0	0	0	0	0	39	0	0	0	189	0	0	56	0	0	0	524	0	0	459	0	50	2	0	0	160	0	0	0	0	0	565	153	0	0	0	0	121	0
IBS_S0020	0	0	1	0	0	0	8	0	0	0	0	0	0	0	0	0	0	46	0	263	0	0	0	0	0	0	0	0	1893	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	5045	487	0	0	0	354	0	0	0	0	1	0	0	0	1983	1592	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	1	0	4	556	2	0	18	0	0	0	0	0	0	0	0	0	0	85	0	1	0	39	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	5	0	0	0	0	0	0	0	15994	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	7	0	0	0	0	0	0	0	0	564	0	1	0	525	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	3	0	0	0	942	0	5	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	667	0	0	0	3	0	0	149	0	0	95	0	0	268	0	0	0	0	1	307	134	0	0	0	0	224	0
Con_S0039	0	0	23	0	0	0	0	0	6	0	0	2	0	1	0	0	1	255	0	391	0	0	3	0	24	0	0	0	3	0	0	0	0	0	0	0	0	8	4	0	0	10	0	0	5	0	0	0	0	0	0	0	5858	140	0	0	59	143	0	0	0	0	6	0	0	0	11209	101	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	129	0	0	136	0	1	0	0	0	0	0	0	1	0	24	4	3	0	100	0	176	2	2	0	0	0	31	0	0	0	0	0	0	0	0	0	0	1	0	0	9	0	126	0	0	0	0	0	0	0	2501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	25	1	0	0	4	0	0	0	0	0	327	0	0	0	203	0	0	0	0	0	0	12	6	40	0	6	0	0	0	0	0	0	1	0	0	0	147	0	20	0	0	0	0	0	0	0	82	0	0	0	1	0	0	0	0	1	12	0	0	0	1	1	0	488	0	0	0	0	0	0	109	0	47	48	0	0	231	0	0	0	0	1	862	2	0	1	0	0	0	0
Con_S0011	0	0	59	0	0	0	0	0	6	0	0	20	0	1	0	0	12	1524	0	75	3	0	18	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	14	0	0	1	0	0	0	0	5371	2170	0	0	272	816	0	0	0	0	0	0	0	0	14071	359	1	0	0	0	0	0	0	1	0	0	0	0	89	0	0	0	0	0	104	288	0	0	691	0	2	0	0	0	1	0	0	0	0	50	8	289	0	213	0	0	3	9	0	0	0	0	0	0	0	0	0	1	0	18	0	0	0	0	0	17658	0	0	0	0	1	0	1	0	0	10169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	4586	0	0	111	2	0	0	10	0	0	0	0	0	1505	0	0	0	3904	0	1	0	0	0	0	20	5	405	0	30	0	0	13	0	0	0	4	0	0	0	520	0	106	0	1	0	13	0	1	0	327	0	13	0	24	0	0	0	2	0	2681	57	0	0	1334	0	0	3017	0	0	0	2483	0	0	499	0	149	2	0	0	168	0	0	0	0	1	228	761	0	0	0	0	732	0
IBS_S0021	1	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	1	1269	2	1257	1	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	2	10	0	0	27	0	0	0	0	0	0	0	0	0	0	5548	69	0	0	172	893	0	0	0	4	3	0	0	0	4866	270	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	2	0	4	858	1	0	14	0	0	0	0	0	0	0	0	0	0	89	0	0	1	274	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	1	0	8	0	0	24955	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	319	0	0	0	0	73	63	2	0	4	0	0	0	0	0	4093	0	1	1	4619	0	0	19	0	0	0	0	172	1103	1	0	0	0	0	0	0	0	3	0	0	0	335	0	64	0	0	0	0	0	0	0	313	0	1	1	9	0	0	0	0	0	5377	0	0	0	1099	0	0	675	0	478	0	0	0	0	394	0	0	274	0	0	549	0	0	0	0	1	2576	935	0	0	0	0	446	7
IBS_S0022	0	0	26	0	0	0	6	0	0	0	0	62	0	1	0	0	15	851	0	0	0	0	10	0	0	0	0	0	3	0	0	0	0	0	0	0	0	11	0	0	0	18	0	0	17	0	2	0	0	0	0	0	6765	452	0	0	0	747	0	0	0	5	0	0	0	0	30864	2914	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	1	0	234	0	0	0	163	0	11	0	0	0	0	0	0	0	0	482	0	0	0	0	0	0	2	13	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	9	0	3	0	1	0	0	0	0	0	20380	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	43	85	4	0	5	0	0	0	1	0	1095	0	1	4	1845	0	0	0	0	0	0	3	294	0	0	74	0	0	0	0	0	0	17	0	0	0	545	0	106	0	4	0	0	0	0	0	87	0	1	0	6	0	0	0	0	0	5624	2	0	0	51	0	0	1149	3	0	0	0	0	0	308	0	0	124	0	0	1600	0	0	0	0	5	526	0	0	0	0	0	0	16
Con_S0083	0	0	96	0	0	0	2	0	9	0	0	0	0	0	0	0	7	500	0	1020	0	0	10	0	72	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	34	0	0	13	0	0	0	0	0	0	0	10923	1504	0	0	735	769	0	0	0	0	95	0	0	0	24783	644	0	0	0	0	0	0	0	3	0	0	0	0	38	0	0	0	2	0	584	132	1	0	432	0	2	0	0	0	0	0	0	0	0	110	0	0	0	126	0	0	5	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	1	0	0	6	0	0	7314	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	197	0	0	0	0	16	7	0	0	10	0	0	0	0	0	3009	0	0	0	522	0	0	0	0	0	0	0	3	13	1	15	0	0	0	0	0	9	1	0	0	0	550	0	54	0	0	0	0	0	0	0	67	0	0	2	24	0	0	0	3	0	885	0	0	0	4	0	0	698	5	0	0	2788	0	1	117	0	62	132	0	0	508	0	1	0	0	5	956	0	0	0	0	0	253	0
Con_S0070	0	0	0	0	0	9	1	1	0	0	0	12	0	0	2	0	1	598	0	462	0	0	13	0	8	0	0	0	724	0	0	0	0	0	0	0	0	0	0	0	0	239	0	0	9	0	0	0	0	0	0	0	7981	1108	0	0	867	295	2	0	0	47	16	0	0	0	15794	149	0	0	0	0	0	0	0	0	0	0	0	1	19	0	0	0	1	0	0	149	0	0	288	0	0	0	0	0	0	0	0	0	0	163	0	0	0	56	0	0	5	2	0	202	0	0	0	1	0	0	0	0	0	0	0	0	1	6	0	4	0	2	0	0	0	0	0	0	0	11648	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	102	0	0	0	0	15	7	0	0	15	0	0	1	0	0	318	0	0	2	3875	0	0	0	0	0	0	0	23	1	0	3	0	0	0	0	0	0	3	0	0	0	328	0	38	0	0	0	0	0	0	0	42	0	0	0	2	0	0	0	0	0	62	0	0	0	0	2	0	340	0	0	0	0	0	0	2987	0	84	80	0	0	396	0	2	0	0	1	1876	4	0	0	0	16	90	0
IBS_S0089	1	0	0	0	0	0	0	0	7	0	0	80	0	2	0	0	31	2942	0	785	0	0	0	0	64	0	1	0	3	0	3	0	0	2	0	0	0	0	0	0	0	3	0	0	187	0	0	0	0	0	0	0	1227	525	0	0	42	3467	0	10	0	0	170	0	0	0	6446	160	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	1812	317	2	0	636	0	6	0	0	0	0	0	0	0	1	129	0	0	0	58	0	95	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	17	0	2	2	0	0	0	0	0	0	13138	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	91	0	0	0	0	313	7	3	0	9	0	0	0	0	0	1420	0	0	0	8319	0	0	1	0	0	0	0	186	71	4	177	0	0	0	0	0	0	9	0	0	0	171	0	202	0	2	1	0	0	0	0	37	0	1	0	27	0	0	0	0	0	472	0	0	0	0	0	0	3135	0	9	0	404	0	0	761	0	1	10	0	0	1602	0	5	0	0	12	5824	89	0	0	0	0	39	20
Con_S0044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	761	0	716	0	0	0	0	14	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	15	0	0	0	0	0	0	0	14623	2114	0	0	2025	1202	2	0	0	4	2	0	0	0	28840	679	0	0	1	1	0	0	0	2	0	0	0	0	57	0	0	0	0	0	29	817	2	0	185	0	2	0	0	0	0	0	0	0	0	289	0	0	0	296	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	7	0	8	0	0	0	0	0	0	0	14420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	82	0	0	1	0	0	33	0	0	33	0	0	0	0	1	335	0	0	0	1608	0	0	0	0	0	1	0	0	0	0	19	0	0	0	0	0	0	1	0	0	0	1327	0	49	0	0	0	0	0	0	0	115	0	0	0	6	0	1	0	0	0	2398	0	0	0	0	1	0	1288	0	11	0	1019	0	0	679	0	0	17	7	0	1250	0	0	0	0	1	2884	0	0	0	0	0	526	7
IBS_S0018	0	0	91	0	0	0	10	0	0	0	0	2	0	1	1	0	48	830	0	3503	0	0	75	0	27	0	8	0	1	0	1	0	0	0	0	0	0	0	0	0	0	9	0	0	3	0	0	0	0	0	0	0	4942	88	0	7	0	1893	0	0	0	0	0	0	0	0	7988	235	0	0	0	0	0	0	0	7	0	0	0	0	9	0	0	0	0	0	3871	602	0	0	222	0	1	0	0	0	0	0	0	0	0	199	0	0	0	294	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	8	1	4	0	1	0	0	0	0	0	22232	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	543	0	0	0	0	56	54	0	0	166	0	0	0	0	0	2462	0	0	2	4541	0	0	0	0	0	0	0	506	0	0	4	0	0	0	0	0	0	0	0	0	0	1285	0	102	0	0	0	0	0	0	1	220	0	68	0	21	0	0	0	0	0	2	0	0	0	485	1	0	103	8	0	0	0	1	0	523	0	589	80	0	0	723	0	5	0	0	6	4140	358	0	1	0	0	0	13
IBS_S0015	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	11	557	5	758	0	0	47	0	99	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	5	0	2	27	0	0	0	0	1	0	0	2507	325	0	0	17	572	0	0	0	0	79	0	0	0	1674	158	0	0	0	1	0	0	0	0	0	0	0	7	48	0	0	0	0	0	13	526	0	0	161	0	2	0	0	0	0	0	0	0	0	86	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	16	0	0	0	3	0	0	1	0	0	10214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	48	0	0	0	0	11	5	0	0	12	0	0	0	0	0	2082	0	0	0	2583	0	0	0	0	0	0	0	28	90	0	24	0	0	0	0	0	9	9	0	0	0	467	0	30	0	2	0	0	0	0	1	169	0	7	0	137	0	0	0	0	0	1558	0	0	0	0	0	1	2227	2	1	0	34	0	0	225	0	127	18	0	0	204	0	3	0	0	3	2948	894	0	0	0	0	137	16
Con_S0081	0	0	0	0	0	0	0	0	0	0	0	19	0	1	9	0	15	2608	0	1693	6	0	416	0	62	0	8	0	114	0	5	0	0	0	0	0	0	0	8	0	0	0	0	26	22	0	0	2	0	0	0	0	4672	76	0	0	0	1624	0	1	0	16	119	14	0	0	3387	262	0	0	0	0	10	0	0	0	0	0	0	32	22	0	0	0	15	0	7347	1519	0	0	318	0	18	0	0	0	0	0	0	0	4	211	0	0	1	320	0	97	1	8	0	0	0	0	0	0	1	0	0	0	0	8	0	0	0	13	0	276	0	0	0	3	0	0	43	0	0	7822	0	0	0	0	0	0	0	0	48	0	0	0	0	1	0	0	530	0	0	0	0	231	9	2	0	26	0	0	0	0	0	847	0	0	0	2706	0	0	8	0	0	0	0	4	193	0	20	0	0	0	0	0	0	14	0	0	0	949	0	106	0	3	0	0	0	0	0	76	0	3	0	22	0	0	0	0	0	1766	0	0	1	712	5	0	295	1	92	0	70	0	0	871	0	203	83	0	0	352	1	29	0	0	4	4478	262	0	0	0	0	256	12
Con_S0038	4	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	3	147	0	295	1	0	0	0	0	0	0	0	2505	0	2	0	0	0	0	0	0	0	0	0	0	21	0	0	3	0	0	0	0	0	0	0	4346	2250	0	0	315	245	0	0	0	0	0	0	0	0	12407	235	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	1	0	145	508	0	0	147	0	1	0	0	0	0	0	0	0	0	142	0	0	0	100	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	12284	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	294	0	0	0	0	0	11	0	0	0	0	0	0	0	0	477	0	0	0	667	0	0	0	0	0	0	0	67	5469	0	4	0	0	0	0	0	0	3	0	0	0	333	0	5	0	0	0	0	1	0	0	24	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	987	2	0	0	1	0	0	205	0	0	7	0	0	699	0	0	0	0	2	694	1	0	0	0	46	65	5
IBS_S0043	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	252	0	213	0	0	1	0	21	0	0	0	2783	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	13	0	0	0	0	0	0	0	5032	1665	0	0	36	434	0	0	0	0	25	0	0	0	23824	80	0	0	126	0	0	0	0	0	0	0	0	4	17	0	0	0	0	0	52	250	2	0	599	0	1	0	0	0	0	0	0	0	0	76	0	0	0	710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	23683	0	1127	0	0	0	0	0	0	0	1980	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	773	0	0	10	7	1	0	9	0	0	0	0	0	1634	0	0	0	6063	0	0	0	0	0	0	0	222	245	0	20	0	0	0	0	0	0	0	0	0	0	751	0	40	0	0	0	0	0	0	0	60	0	1	0	8	0	0	0	0	0	1985	0	0	0	6	0	0	316	26	0	0	206	1	0	2223	0	155	6	0	0	527	0	0	0	0	4	1465	213	0	0	0	0	210	5
Con_S0112	0	0	70	0	0	22	56	0	4	0	0	9	0	0	0	0	5	699	0	624	0	0	265	0	1	0	1	0	349	0	0	0	2	0	0	0	0	1	0	0	0	1	0	1	14	0	202	0	0	0	0	0	2592	766	0	0	15	819	0	0	0	86	19	0	0	0	11614	85	0	0	38	0	0	0	0	0	0	0	0	0	13	0	0	0	7	1	0	116	1	0	497	0	2	0	0	0	0	0	0	0	0	35	0	0	0	79	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	76	0	0	0	4	0	13677	0	0	0	0	0	0	0	0	0	1753	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	24	0	0	0	6	0	0	0	0	0	186	0	33	0	2712	0	0	0	0	0	0	4	16	0	0	3	0	0	4	0	0	0	5	0	0	0	271	0	73	0	1	0	0	0	0	0	49	0	1	0	2	0	0	0	0	0	1809	0	0	0	0	1	0	506	52	0	0	0	0	0	1133	0	15	225	0	0	378	2	12	0	0	0	869	403	0	0	0	0	138	2
Con_S0078	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	2	517	0	2475	0	0	62	0	2	0	2	0	4122	0	1	0	0	0	0	0	0	0	1	0	0	22	0	0	5	0	0	0	0	0	0	0	7790	3443	0	0	115	347	0	0	0	0	1	0	0	0	12907	1178	0	0	0	0	0	0	0	0	0	0	0	0	286	0	0	0	11	0	1	626	1	0	232	0	0	0	0	0	0	0	0	0	0	255	0	0	0	371	0	0	1	35	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	23456	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	20	1	0	0	7	0	0	0	0	3	3271	0	1	0	4285	0	0	0	0	0	0	0	3	14	0	10	0	0	0	0	0	0	12	0	0	0	1122	0	46	0	2	1	0	0	0	0	90	0	2	0	8	0	0	0	0	0	158	0	0	0	0	1	0	7952	0	0	0	0	0	0	1731	0	0	19	0	0	596	0	0	0	0	2	3409	1393	0	0	0	0	431	2
Con_S0048	0	0	0	0	0	0	20	0	35	0	0	55	0	2	0	0	2	341	0	1815	0	0	501	0	0	0	11	0	1431	0	2	0	0	0	0	0	0	0	0	0	0	156	0	0	12	0	0	4	0	0	0	0	6375	4191	0	0	535	3835	0	0	0	3	5	0	0	0	25011	305	0	0	0	0	0	0	0	7	0	0	0	0	133	0	0	0	0	0	24	1685	2	0	116	0	6	0	0	0	0	0	0	0	0	374	0	0	0	37	0	0	76	7	0	0	0	0	0	0	0	0	0	1	0	5	0	0	1	12	0	11	0	7	0	15	0	0	0	0	0	7915	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	787	0	0	0	0	33	5	2	1	14	0	0	0	0	0	554	0	0	2	2520	0	0	0	0	0	0	0	59	24	0	18	1	0	0	0	0	0	0	0	1	0	616	0	51	0	4	0	0	0	0	0	81	0	0	4	2	0	0	0	0	0	812	0	5	0	0	1	0	3265	83	0	0	0	0	0	4655	0	182	14	0	0	1748	0	0	0	0	8	1050	2	0	0	0	0	35	10
IBS_S0094	0	0	0	0	0	0	6	0	3	0	0	11	0	1	0	0	26	629	1	337	0	0	4	0	60	0	5	0	3328	0	0	0	0	0	0	0	0	0	0	0	0	32	0	3	20	0	0	0	0	0	0	0	10250	2480	0	0	406	983	0	0	0	1	0	0	0	0	21127	1522	0	0	0	0	0	0	0	2	0	0	0	2	77	0	0	0	1	0	2622	1	0	0	522	0	2	0	0	0	0	0	0	0	0	590	0	0	0	64	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	12	0	6	0	81	0	0	1	0	0	12453	0	0	0	0	0	0	0	1	4	0	0	0	0	2	0	1	797	0	0	0	0	19	5	1	0	34	0	0	0	0	0	1978	0	0	0	2530	0	0	0	0	0	0	0	0	246	0	4	0	0	0	0	0	0	8	0	0	0	570	0	146	0	1	0	0	0	0	0	156	4	17	0	14	0	0	0	0	0	0	0	0	0	1	0	0	3474	3	0	0	0	3	0	2923	0	129	10	0	0	707	0	9	0	0	2	4174	0	0	0	0	0	181	30
Con_S0060	0	0	51	0	0	0	0	0	8	0	0	37	0	0	0	0	6	1704	0	305	0	0	8	0	1	0	0	0	3944	0	0	0	0	0	0	0	0	2	0	0	0	12	1	0	11	0	0	0	0	0	0	0	5413	528	0	0	37	259	0	0	0	0	64	0	0	0	5790	521	0	0	36	0	0	0	0	0	0	0	0	0	5	0	0	0	392	0	2625	229	0	0	660	0	2	0	0	0	0	0	0	0	0	127	0	0	0	248	20	0	0	0	1	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	163	0	0	0	1	0	0	0	0	0	10603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264	0	0	0	0	97	0	0	1	2	0	0	0	0	0	593	0	1	0	1670	0	0	0	0	0	0	6	169	4	0	4	0	0	1	0	0	0	2	0	2	0	243	0	81	0	0	0	0	0	2	0	71	0	1	0	12	0	0	0	0	0	0	0	0	0	38	0	0	73	0	0	0	1421	0	0	1325	0	872	1	0	0	563	0	0	1	0	4	1916	636	0	0	0	0	369	0
