	Clostridium_propionicum	Lactonifactor_longoviformis	Clostridium_viride	Olsenella_uli	Weissella_viridescens	Corynebacterium_pseudogenitalium	Enterococcus_faecium	Clostridium_cocleatum	Lactobacillus_paralimentarius	Leuconostoc_garlicum	Staphylococcus_epidermidis	Haemophilus_pittmaniae	Bacteroides_eggerthii	Prevotella_fusca	Escherichia/Shigella_boydii	Prevotella_copri	Clostridium_islandicum	Enterobacter_aerogenes	Streptococcus_intermedius	Blautia_hansenii	Bifidobacterium_pseudolongum	Parabacteroides_distasonis	Campylobacter_lari	Terrahaemophilus_aromaticivorans	Lactobacillus_johnsonii	Prevotella_dentasini	Veillonella_denticariosi	Peptostreptococcus_anaerobius	Lactobacillus_animata	Citrobacter_koseri	Neisseria_mucosa	Peptostreptococcus_stomatis	Desulfovibrio_desulfuricans	Roseburia_inulinivorans	Haemophilus_parahaemolyticus	Bacillus_clausii	Corynebacterium_segmentosum	Parvimonas_micra	Blautia_luti	Prevotella_baroniae	Corynebacterium_pseudodiphtheriticum	Coprococcus_eutactus	Campylobacter_hominis	Alistipes_indistinctus	Aeromonas_sharmana	Clostridium_asparagiforme	Acetobacter_indonesiensis	Acetomicrobium_faecale	Klebsiella_variicola	Lactobacillus_vaginalis	Clostridium_saccharogumia	Lactobacillus_rossiae	Collinsella_intestinalis	Streptococcus_constellatus	Anaerovorax_odorimutans	Prevotella_saccharolytica	Lactobacillus_coleohominis	Enterococcus_italicus	Actinomyces_massiliensis	Lachnobacterium_bovis	Erwinia_chrysanthemi	Clostridium_cellulosi	Enterobacter_cancerogenus	Bifidobacterium_pseudocatenulatum	Clostridium_stercorarium	Clostridium_clostridioforme	Peptoniphilus_lacrimalis	Eubacterium_oxidoreducens	Alistipes_massiliensis	Neisseria_meningitidis	Kluyvera_ascorbata	Clostridium_innocuum	Peptoniphilus_asaccharolyticus	Clostridium_ghonii	Alistipes_putredinis	Mogibacterium_pumilum	Lactobacillus_oris	Peptoniphilus_harei	Clostridium_methylpentosum	Bacteroides_stercoris	Clostridium_scindens	Massilia_tieshanensis	Streptococcus_mitis	Actinomyces_johnsonii	Alloprevotella_tannerae	Salmonella_bongori	Abiotrophia_defectiva	Mogibacterium_neglectum	Negativicoccus_succinicivorans	Corynebacterium_propinquum	Kocuria_varians	Slackia_heliotrinireducens	Clostridium_polysaccharolyticum	Ruminococcus_torques	Streptococcus_parauberis	Pediococcus_acidilactici	Enterococcus_gallinarum	Bifidobacterium_breve	Cardiobacterium_hominis	Solobacterium_moorei	Kluyvera_georgiana	Parasutterella_excrementihominis	Leuconostoc_lactis	Clostridium_glycolicum	Weissella_cibaria	Pseudobutyrivibrio_xylanivorans	Selenomonas_sputigena	Bacteroides_coagulans	Propionibacterium_acnes	Lactobacillus_guizhouensis	Prevotella_nigrescens	Eubacterium_contortum	Lactobacillus_equicursoris	Lactobacillus_sakei	Lachnospira_multipara	Brachybacterium_conglomeratum	Eubacterium_eligens	Cloacibacillus_porcorum	Weissella_paramesenteroides	Collinsella_tanakaei	Corynebacterium_thomssenii	Dorea_longicatena	Anaerococcus_senegalensis	Campylobacter_showae	Bilophila_wadsworthia	Neisseria_oralis	Alistipes_shahii	Bacteroides_salyersiae	Anaerococcus_obesiensis	Sphingomonas_hankookensis	Klebsiella_oxytoca	Lactobacillus_casei	Clostridium_longisporum	Cloacibacillus_evryensis	Alloscardovia_omnicolens	Enterococcus_gilvus	Actinomyces_lingnae	Clostridium_sporosphaeroides	Aeromonas_caviae	Gemella_sanguinis	Mitsuokella_jalaludinii	Sutterella_parvirubra	Lactobacillus_rogosae	Coprococcus_comes	Holdemania_filiformis	Clostridium_disporicum	Granulicatella_adiacens	Selenomonas_noxia	Actinomyces_cardiffensis	Cryptobacterium_curtum	Haemophilus_sputorum	Streptococcus_gallolyticus	Aggregatibacter_aphrophilus	Streptococcus_peroris	Roseburia_cecicola	Peptoniphilus_tyrrelliae	Ruminococcus_gnavus	Blautia_wexlerae	Akkermansia_muciniphila	Citrobacter_braakii	Bacteroides_dorei	Asteroleplasma_anaerobium	Paenibacillus_stellifer	Gordonibacter_pamelaeae	Ureaplasma_urealyticum	Granulicatella_elegans	Bacteroides_helcogenes	Desulfovibrio_piger	Streptococcus_equinus	Ruminococcus_bromii	Phyllobacterium_myrsinacearum	Clostridium_perfringens	Mitsuokella_multacida	Sutterella_wadsworthensis	Curtobacterium_herbarum	Prevotella_oulorum	Streptococcus_alactolyticus	Atopobium_parvulum	Allisonella_histaminiformans	Lactobacillus_farciminis	Corynebacterium_singulare	Lactococcus_piscium	Veillonella_magna	Enterococcus_faecalis	Gemmiger_formicilis	Clostridium_aminophilum	Rummeliibacillus_stabekisii	Prevotella_melaninogenica	Lactobacillus_kimchiensis	Lactobacillus_mucosae	Corynebacterium_mastitidis	Bacteroides_thetaiotaomicron	Selenomonas_bovis	Magnetococcus_marinus	Corynebacterium_variabile	Anaerococcus_prevotii	Bacteroides_uniformis	Finegoldia_magna	Denitrobacterium_detoxificans	Megasphaera_micronuciformis	Blautia_producta	Fusobacterium_canifelinum	Clostridium_fusiformis	Enterococcus_raffinosus	Clostridium_sordellii	Luteococcus_japonicus	Lactobacillus_helveticus	Enterococcus_avium	Clostridium_saccharoperbutylacetonicum	Odoribacter_splanchnicus	Bacteroides_barnesiae	Zymophilus_paucivorans	Streptococcus_downei	Clostridium_rectum	Escherichia/Shigella_dysenteriae	Clostridium_piliforme	Prevotella_stercorea	Sedimentibacter_hongkongensis	Bacteroides_rodentium	Porphyromonas_uenonis	Prevotella_buccalis	Prevotella_loescheii	Streptococcus_parasanguinis	Lactobacillus_curvatus	Escherichia/Shigella_sonnei	Streptococcus_thermophilus	Syntrophococcus_sucromutans	Enterobacter_lignolyticus	Klebsiella_pneumoniae	Staphylococcus_equorum	Macrococcus_caseolyticus	Prevotella_paludivivens	Desulfovibrio_fairfieldensis	Haemophilus_ducreyi	Bacteroides_salanitronis	Fusobacterium_mortiferum	Prevotella_disiens	Enterorhabdus_mucosicola	Streptococcus_dysgalactiae	Eubacterium_ramulus	Parasutterella_secunda	Clostridium_lactatifermentans	Pseudoramibacter_alactolyticus	Actinomyces_oris	Weissella_koreensis	Moraxella_osloensis	Enterococcus_durans	Tannerella_forsythia	Eubacterium_limosum	Blautia_glucerasea	Clostridium_nexile	Eubacterium_biforme	Blautia_faecis	Paracoccus_marinus	Ruminococcus_obeum	Lachnoanaerobaculum_saburreum	Prevotella_histicola	Staphylococcus_pasteuri	Eubacterium_xylanophilum	Peptoniphilus_coxii	Flavonifractor_plautii	Phascolarctobacterium_faecium	Corynebacterium_freneyi	Serratia_proteamaculans	Eubacterium_cylindroides	Oribacterium_sinus	Parabacteroides_gordonii	Oscillospira_guilliermondii	Spiroplasma_ixodetis	Streptococcus_uberis	Lactobacillus_secaliphilus	Collinsella_stercoris	Varibaculum_cambriense	Cetobacterium_somerae	Bacteroides_intestinalis	Lachnoanaerobaculum_umeaense	Acinetobacter_baumannii	Ornithinimicrobium_kibberense	Bacteroides_faecichinchillae	Clostridium_lavalense	Turicibacter_sanguinis	Pyramidobacter_piscolens	Haemophilus_influenzae	Robinsoniella_peoriensis	Prevotella_pleuritidis	Streptococcus_ferus	Anaerostipes_hadrus	Eggerthella_sinensis	Rathayibacter_tritici	Actinomyces_georgiae	Campylobacter_lanienae	Anoxybacillus_flavithermus	Butyricicoccus_pullicaecorum	Actinobaculum_schaalii	Gordonia_sputi	Paraprevotella_clara	Eubacterium_infirmum	Sarcina_ventriculi	Clostridium_bartlettii	Cellulosilyticum_lentocellum	Stomatobaculum_longum	Sphingomonas_leidyi	Bacteroides_xylanisolvens	Devosia_chinhatensis	Peptoniphilus_indolicus	Actinobacillus_pleuropneumoniae	Streptococcus_suis	Clostridium_bifermentans	Clostridium_thermocellum	Staphylococcus_sciuri	Alistipes_senegalensis	Clostridium_saccharolyticum	Pantoea_agglomerans	Clostridium_bolteae	Lactobacillus_pontis	Enterococcus_hirae	Clostridium_sartagoforme	Citrobacter_amalonaticus	Faecalibacterium_prausnitzii	Bifidobacterium_catenulatum	Enterococcus_mundtii	Prevotella_pallens	Citrobacter_freundii	Bacteroides_coprocola	Sutterella_stercoricanis	Enterobacter_ludwigii	Clostridium_xylanolyticum	Campylobacter_upsaliensis	Streptococcus_pleomorphus	Blautia_coccoides	Lactobacillus_panis	Butyricimonas_virosa	Clostridium_straminisolvens	Enterococcus_asini	Cronobacter_sakazakii	Clostridium_chauvoei	Aeromonas_veronii	Streptococcus_iniae	Enterococcus_pallens	Clostridium_maritimum	Clostridium_algidixylanolyticum	Johnsonella_ignava	Pantoea_dispersa	Actinobacillus_minor	Kocuria_rosea	Enterobacter_hormaechei	Streptococcus_oralis	Neisseria_flavescens	Clostridium_butyricum	Eubacterium_fissicatena	Delftia_acidovorans	Coraliomargarita_akajimensis	Clostridium_mayombei	Bradyrhizobium_elkanii	Bacteroides_gallinarum	Elusimicrobium_minutum	Erwinia_persicina	Selenomonas_dianae	Coprococcus_catus	Veillonella_rogosae	Prevotella_brevis	Slackia_piriformis	Megasphaera_elsdenii	Butyricimonas_synergistica	Haemophilus_haemolyticus	Bacteroides_clarus	Streptococcus_rubneri	Cloacibacterium_rupense	Lactobacillus_paracasei	Stenotrophomonas_maltophilia	Streptococcus_agalactiae	Treponema_succinifaciens	Treponema_porcinum	Corynebacterium_matruchotii	Prevotella_maculosa	Kingella_oralis	Prevotella_salivae	Bacteroides_caccae	Bifidobacterium_angulatum	Brachyspira_pilosicoli	Escherichia/Shigella_fergusonii	Campylobacter_concisus	Bacillus_flexus	Scardovia_inopinata	Sarcina_maxima	Peptococcus_niger	Bifidobacterium_kashiwanohense	Brevibacterium_casei	Lactobacillus_delbrueckii	Anaerosporobacter_mobilis	Parabacteroides_merdae	Leuconostoc_gasicomitatum	Alloiococcus_otitis	Fusobacterium_gonidiaformans	Odoribacter_laneus	Eikenella_corrodens	Prevotella_bergensis	Veillonella_caviae	Eubacterium_siraeum	Atopobium_minutum	Actinomyces_timonensis	Atopobium_rimae	Clostridium_glycyrrhizinilyticum	Bacillus_licheniformis	Sporobacter_termitidis	Stappia_indica	Leptotrichia_wadei	Staphylococcus_lentus	Bifidobacterium_stercoris	Edwardsiella_tarda	Microbacterium_testaceum	Pseudomonas_aeruginosa	Anaerostipes_caccae	Butyrivibrio_crossotus	Actinomyces_radingae	Corynebacterium_argentoratense	Clostridium_leptum	Desulfovibrio_intestinalis	Brachyspira_aalborgi	Rothia_nasimurium	Actinomyces_graevenitzii	Bacteroides_finegoldii	Lelliottia_amnigena	Dialister_micraerophilus	Staphylococcus_gallinarum	Ruminococcus_lactaris	Peptoclostridium_difficile	Collinsella_aerofaciens	Eubacterium_dolichum	Actinobacillus_porcinus	Staphylococcus_succinus	Streptococcus_gallinaceus	Streptococcus_pyogenes	Bacteroides_pectinophilus	Prevotella_bivia	Streptococcus_sobrinus	Haemophilus_parainfluenzae	Escherichia/Shigella_hermannii	Prevotella_bryantii	Prevotella_oris	Serratia_marcescens	Anaerococcus_lactolyticus	Streptococcus_australis	Pseudobutyrivibrio_ruminis	Herbaspirillum_huttiense	Pseudonocardia_kongjuensis	Adlercreutzia_equolifaciens	Clostridium_botulinum	Slackia_isoflavoniconvertens	Aeromicrobium_halocynthiae	Paraeggerthella_hongkongensis	Clostridium_oroticum	Neisseria_elongata	Helicobacter_macacae	Lactococcus_lactis	Christensenella_minuta	Anaerococcus_murdochii	Vibrio_cholerae	Fulvivirga_kasyanovii	Enterorhabdus_caecimuris	Lautropia_mirabilis	Allobaculum_stercoricanis	Eubacterium_coprostanoligenes	Turicella_otitidis	Pluralibacter_gergoviae	Anaerobiospirillum_succiniciproducens	Kosakonia_oryzae	Streptococcus_cristatus	Clostridium_symbiosum	Tepidimonas_taiwanensis	Parvibacter_caecicola	Brachybacterium_paraconglomeratum	Fusibacter_paucivorans	Campylobacter_troglodytis	Olsenella_profusa	Bacteroides_vulgatus	Eubacterium_ventriosum	Bacteroides_stercorirosoris	Leuconostoc_mesenteroides	Clostridium_xylanovorans	Oscillibacter_valericigenes	Staphylococcus_aureus	Lawsonia_intracellularis	Hydrogenoanaerobacterium_saccharovorans	Clostridium_aminobutyricum	Eggerthella_lenta	Clostridium_paraputrificum	Blautia_hydrogenotrophica	Scardovia_wiggsiae	Propionibacterium_acidifaciens	Anaerofilum_agile	Veillonella_ratti	Anaerofilum_pentosovorans	Actinomyces_gerencseriae	Lachnoanaerobaculum_orale	Bifidobacterium_callitrichos	Lactobacillus_acidophilus	Anaerostipes_butyraticus	Victivallis_vadensis	Actinomyces_viscosus	Leptotrichia_hongkongensis	Alistipes_onderdonkii	Enterococcus_hermanniensis	Streptococcus_sinensis	Prevotella_timonensis	Enterococcus_cecorum	Clostridium_ramosum	Prevotella_ruminicola	Eubacterium_cellulosolvens	Actinomyces_israelii	Acidaminococcus_intestini	Bacillus_pseudofirmus	Intestinimonas_butyriciproducens	Dorea_formicigenerans	Clostridium_quinii	Rothia_mucilaginosa	Bacteroides_sartorii	Enterococcus_dispar	Clostridium_fimetarium	Acinetobacter_junii	Lactococcus_plantarum	Alistipes_finegoldii	Propionibacterium_propionicum	Bacteroides_massiliensis	Eubacterium_tenue	Anaerococcus_hydrogenalis	Acetanaerobacterium_elongatum	Eubacterium_hallii	Coriobacterium_glomerans	Bacillus_cereus	Bacteroides_oleiciplenus	Streptococcus_anginosus	Bacteroides_fragilis	Bacteroides_cellulosilyticus	Eubacterium_brachy	Prevotella_shahii	Sneathia_sanguinegens	Bifidobacterium_longum	Bifidobacterium_adolescentis	Bifidobacterium_ruminantium	Ruminococcus_gauvreauii	Bacteroides_ovatus	Subdoligranulum_variabile	Lactobacillus_ruminis	Enterococcus_sulfureus	Streptococcus_gordonii	Porphyromonas_bennonis	Campylobacter_jejuni	Lachnospira_pectinoschiza	Morganella_morganii	Enterococcus_casseliflavus	Clostridium_hathewayi	Oxalobacter_formigenes	Streptococcus_infantis	Streptococcus_macedonicus	Campylobacter_gracilis	Bacteroides_faecis	Catenibacterium_mitsuokai	Lactobacillus_crispatus	Enterobacter_cloacae	Helicobacter_pylori	Succinivibrio_dextrinosolvens	Fusobacterium_necrogenes	Campylobacter_ureolyticus	Aggregatibacter_segnis	Escherichia/Shigella_coli	Ruminococcus_albus	Acinetobacter_ursingii	Mesorhizobium_amorphae	Roseburia_faecis	Lysinibacillus_sphaericus	Olsenella_umbonata	Treponema_pectinovorum	Corynebacterium_durum	Nosocomiicoccus_ampullae	Desulfocurvus_vexinensis	Butyrivibrio_hungatei	Ruminococcus_callidus	Kordia_periserrulae	Hafnia_alvei	Helicobacter_pullorum	Bacteroides_coprophilus	Lactobacillus_salivarius	Streptococcus_orisratti	Lactobacillus_iners	Streptococcus_pasteurianus	Bacteroides_plebeius	Lactobacillus_algidus	Dialister_invisus	Blautia_stercoris	Veillonella_tobetsuensis	Lactobacillus_brevis	Megasphaera_hominis	Eubacterium_uniforme	Clostridium_neonatale	Weissella_confusa	Ochrobactrum_lupini	Arthrobacter_nicotinovorans	Neisseria_sicca	Eubacterium_rectale	Clostridium_indolis	Rothia_aeria	Veillonella_parvula	Paraprevotella_xylaniphila	Actinomyces_bowdenii	Veillonella_atypica	Xylanibacter_oryzae	Coprobacillus_cateniformis	Mobiluncus_curtisii	Lactobacillus_plantarum	Clostridium_ruminantium	Aeromicrobium_kwangyangensis	Clostridium_hiranonis	Clostridium_boliviensis	Bifidobacterium_bifidum	Selenomonas_lacticifex	Corynebacterium_aurimucosum	Bacillus_subtilis	Streptococcus_hyointestinalis	Veillonella_criceti	Lactobacillus_fermentum	Agrobacterium_tumefaciens	Lactococcus_garvieae	Ruminococcus_flavefaciens	Corynebacterium_stationis	Aeromonas_hydrophila	Slackia_equolifaciens	Catabacter_hongkongensis	Lactobacillus_frumenti	Streptococcus_salivarius	Bifidobacterium_dentium	Anaerovibrio_lipolyticus	Corynebacterium_genitalium	Roseburia_hominis	Facklamia_hominis	Clostridium_lituseburense	Fusobacterium_periodonticum	Enterobacter_asburiae	Pseudoflavonifractor_capillosus	Bacteroides_fluxus	Clostridium_metallolevans	Lactobacillus_gasseri	Barnesiella_intestinihominis	Rikenella_microfusus	Lactobacillus_agilis	Dialister_succinatiphilus	Prevotella_nanceiensis	Megamonas_hypermegale	Clostridium_beijerinckii	Sanguibacter_inulinus	Leuconostoc_pseudomesenteroides	Citrobacter_rodentium	Streptococcus_pneumoniae	Desulfovibrio_africanus	Peptoniphilus_duerdenii	Campylobacter_coli	Lactobacillus_amylovorus	Phascolarctobacterium_succinatutens	Eubacterium_saphenum	Anaerobiospirillum_thomasii	Lactobacillus_reuteri	Raoultella_ornithinolytica	Clostridium_aldenense	Eubacterium_ruminantium	Clostridium_citroniae	Staphylococcus_caprae	Gemella_haemolysans	Howardella_ureilytica	Streptococcus_infantarius	Fusobacterium_naviforme	Actinomyces_naeslundii	Corynebacterium_macginleyi	Corynebacterium_amycolatum	Treponema_saccharophilum	Cronobacter_muytjensii	Anaeroglobus_geminatus	Ethanoligenens_harbinense	Dialister_propionicifaciens	Megasphaera_cerevisiae	Gardnerella_vaginalis	Actinomyces_turicensis	Listeria_monocytogenes	Leuconostoc_citreum	Lemna_minor	Streptococcus_mutans	Prevotella_scopos	Fretibacterium_fastidiosum	Parabacteroides_goldsteinii	Clostridium_herbivorans	Fusobacterium_varium	Bacteroides_nordii	Streptococcus_dentirousetti	Murdochiella_asaccharolytica	Rothia_dentocariosa	Prevotella_buccae	Helcococcus_kunzii	Clostridium_cellulolyticum	Anaerococcus_vaginalis	Ochrobactrum_anthropi	Prevotella_corporis	Papillibacter_cinnamivorans	Kocuria_rhizophila	Acinetobacter_johnsonii	Slackia_exigua	Weissella_soli	Paenibacillus_xinjiangensis	Vagococcus_carniphilus	Clostridium_tertium	Megasphaera_sueciensis	Blautia_schinkii	Bacteroides_acidifaciens	Leuconostoc_carnosum	Treponema_zioleckii	Barnesiella_viscericola	Cronobacter_pulveris	Anaerofustis_stercorihominis	Coprobacter_fastidiosus	Clostridium_irregulare	Bifidobacterium_animalis	Dialister_pneumosintes	Streptococcus_lutetiensis	Paracoccus_yeei	Ruminococcus_champanellensis	Staphylococcus_hominis	Parabacteroides_johnsonii	Fusicatenibacter_saccharivorans	Prevotella_intermedia	Eubacterium_desmolans	Actinomyces_odontolyticus	Comamonas_kerstersii	Gemella_morbillorum	Megamonas_rupellensis	Succinatimonas_hippei	Comamonas_aquatica	Gemella_asaccharolytica	Roseburia_intestinalis	Hespellia_porcina	Granulicatella_para-adiacens	Edwardsiella_ictaluri	Grimontella_senegalensis	Lactobacillus_hammesii	Acetivibrio_ethanolgignens	Fusobacterium_nucleatum	Lactobacillus_ultunensis	Clostridium_hylemonae	Anaerotruncus_colihominis	Streptococcus_tigurinus	Alloprevotella_rava	Actinobacillus_rossii	Eubacterium_rangiferina	Lactococcus_raffinolactis	Streptococcus_vestibularis	Bacteroides_chinchillae	Acidaminococcus_fermentans	Eubacterium_sulci	Elizabethkingia_meningoseptica	Clostridium_spiroforme	Selenomonas_ruminantium	Butyrivibrio_fibrisolvens	Marvinbryantia_formatexigens	Lactobacillus_murinus	Streptococcus_sanguinis	Proteus_mirabilis	Capnocytophaga_granulosa	Lactobacillus_rhamnosus	Kluyvera_cryocrescens	Sphingomonas_roseiflava
R236	390	1	0	0	0	0	0	0	0	0	0	0	0	0	0	10781	0	0	0	69	0	916	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	2	4210	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	239	4	2456	0	3	205	0	0	11	0	0	21	0	0	0	4	2638	4	0	2	0	0	0	0	0	0	0	0	0	0	947	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1802	0	0	986	0	289	56	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	850	87	1	3	0	0	1	0	0	0	0	0	0	479	4856	0	0	9021	0	0	4	0	0	0	0	0	14	0	0	0	3122	0	7	0	0	1221	0	0	0	0	0	2	0	0	0	0	0	0	1141	0	0	0	0	4621	0	0	0	0	0	0	0	0	0	0	0	0	430	0	0	0	0	0	0	14496	0	0	0	0	0	49	0	0	54	2	0	0	0	0	0	0	0	0	0	0	0	0	1442	530	241	0	7	0	0	0	0	0	13	681	6	30	0	2522	0	0	0	0	0	1119	0	0	0	29	0	0	1	0	0	0	0	0	0	135	0	0	0	0	5	0	0	0	0	0	0	3878	0	0	0	0	0	126	0	0	0	0	0	1	0	0	0	838	0	0	0	0	0	0	0	2	12	0	36	0	0	0	0	12801	0	0	0	0	2	0	0	45	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	19	0	0	0	32	0	0	0	0	0	280	0	0	0	0	6	0	0	220	0	0	0	2	0	0	2	0	225	0	546	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	22	0	523	0	0	13	0	0	6	4	0	0	0	1	0	0	35	0	0	0	0	7	23	0	0	0	0	0	0	3	23	0	0	0	1219	0	0	5	0	359	0	0	0	0	0	0	0	2	1	0	0	0	11	0	0	143	0	0	0	0	173	0	0	0	0	0	7	199	0	0	0	0	0	0	0	1	2	0	1	0	0	2441	0	1	0	0	88	2	0	0	0	76	190	0	0	56	1568	2	0	0	0	0	98	0	0	8	0	1	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5705	0	1	0	0	0	0	0	0	0	0	0	0	6407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	59	0	0	0	20	0	6	0	0	51	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	4	0	0	0	0	0	0	0	873	1455	0	46	94	0	0	2	0	0	0	1049	2	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	2	0	26	0	0	0	0	1	0	0	0	0	0
R223	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	37	0	0	0	2	0	3	1	39	0	0	0	0	0	0	0	22	0	0	0	0	0	0	9774	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2115	0	16	0	0	0	0	2	204	0	0	1	0	0	0	4	5175	0	0	1	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	4	0	0	0	0	0	0	0	0	0	2	0	0	2	1	0	0	0	10	1	4	0	0	0	2	0	0	0	0	0	4785	3547	0	0	88	0	0	0	0	0	0	0	0	558	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	105	0	0	0	0	317	6	0	1075	0	0	1	0	1	0	0	0	0	8	0	0	0	0	0	0	2	0	0	0	0	0	43	0	0	151	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	110	0	3	0	0	0	0	5	0	0	0	51	0	1223	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	374	0	0	0	0	0	7	0	0	0	0	0	5	0	0	0	0	0	511	0	0	0	1	0	0	0	0	0	0	0	0	32	0	46	0	0	0	0	26401	0	0	0	0	0	0	0	0	0	62	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	2	0	2	5	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	57	0	1017	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	189	34	0	0	249	3	0	0	363	0	0	0	18	0	0	0	0	0	0	1440	0	0	0	0	0	0	0	0	327	0	0	0	0	0	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	8	0	0	0	0	0	0	25592	0	0	0	0	63	0	0	1	0	241	1	8	0	0	0	12966	0	0	1	0	0	0	0	0	0	0	0	0	0	0	545	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	196	0	2	0	0	0	0	0	570	0	0	0	0	1246	795	0	0	5454	1771	8	0	4	0	14	0	0	0	6	0	12	0	0	0	2	0	0	0	0	0	0	0	166	0	0	0	0	0	0	0	8	0	0	0	0	0	13	0	4	0	0	0	0	5	0	209	0	16	0	0	0	0	0	0	0	0	1	0	0	44	0	0	1	0	0	0	0	1	0	0	0	1644	0	0	0	0	2	0	0	0	0	0	0	0	0	0	312	0	0	0	0	0	114	112	0	20	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	3	0	0	0	0	0	0	17	0	0	0	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	37	0	168	0	0	0	0	0	0	0	9	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
