	Coraliomargarita_akajimensis	Eggerthella_sinensis	Lachnobacterium_bovis	Sutterella_parvirubra	Clostridium_sartagoforme	Butyrivibrio_fibrisolvens	Haemophilus_parainfluenzae	Bacteroides_pyogenes	Prevotella_bivia	Prevotella_baroniae	Comamonas_aquatica	Clostridium_ruminantium	Aggregatibacter_aphrophilus	Klebsiella_pneumoniae	Clostridium_fusiformis	Odoribacter_splanchnicus	Catonella_morbi	Murdochiella_asaccharolytica	Streptococcus_agalactiae	Actinobaculum_schaalii	Bifidobacterium_bifidum	Blautia_hansenii	Clostridium_symbiosum	Bacteroides_faecis	Pseudoflavonifractor_capillosus	Cerasicoccus_maritimus	Blautia_producta	Anaerococcus_murdochii	Clostridium_butyricum	Syntrophococcus_sucromutans	Clostridium_oroticum	Slackia_isoflavoniconvertens	Bacteroides_gallinarum	Oxobacter_pfennigii	Brassicibacter_mesophilus	Streptococcus_salivarius	Haemophilus_haemoglobinophilus	Streptococcus_sobrinus	Finegoldia_magna	Bifidobacterium_dentium	Clostridium_perfringens	Megamonas_hypermegale	Howardella_ureilytica	Denitrobacterium_detoxificans	Selenomonas_ruminantium	Butyricimonas_synergistica	Corynebacterium_coyleae	Ruminococcus_torques	Clostridium_oceanicum	Clostridium_stercorarium	Weissella_paramesenteroides	Clostridium_quinii	Bacteroides_cellulosilyticus	Bifidobacterium_merycicum	Eubacterium_biforme	Akkermansia_muciniphila	Bifidobacterium_longum	Selenomonas_bovis	Clostridium_bolteae	Vampirovibrio_chlorellavorus	Scardovia_wiggsiae	Bifidobacterium_catenulatum	Proteiniphilum_acetatigenes	Eubacterium_brachy	Dialister_pneumosintes	Eikenella_corrodens	Clostridium_disporicum	Bifidobacterium_boum	Bacteroides_acidifaciens	Megasphaera_micronuciformis	Hespellia_stercorisuis	Anaerosinus_glycerini	Eubacterium_hallii	Veillonella_rogosae	Desulfomicrobium_orale	Bacteroides_dorei	Bacillus_cereus	Mogibacterium_timidum	Collinsella_stercoris	Bacteroides_paurosaccharolyticus	Odoribacter_laneus	Prevotella_oris	Oribacterium_sinus	Granulicatella_adiacens	Bacteroides_nordii	Anaerococcus_vaginalis	Anaerorhabdus_furcosa	Parasutterella_secunda	Prevotella_saccharolytica	Clostridium_tyrobutyricum	Prevotella_timonensis	Peptoniphilus_asaccharolyticus	Parasporobacterium_paucivorans	Collinsella_aerofaciens	Lawsonia_intracellularis	Shuttleworthia_satelles	Brevibacterium_paucivorans	Clostridium_scindens	Ruminococcus_albus	Actinomyces_radicidentis	Clostridium_lactatifermentans	Clostridium_nexile	Fusicatenibacter_saccharivorans	Bacteroides_ovatus	Bacteroides_coprosuis	Bacteroides_vulgatus	Prevotella_nanceiensis	Negativicoccus_succinicivorans	Coprococcus_comes	Ruminococcus_lactaris	Anaerofilum_pentosovorans	Geopsychrobacter_electrodiphilus	Prevotella_bergensis	Campylobacter_ureolyticus	Lachnoanaerobaculum_umeaense	Clostridium_colinum	Pelagicoccus_croceus	Hespellia_porcina	Escherichia/Shigella_dysenteriae	Metabacterium_polyspora	Lactococcus_piscium	Carnobacterium_maltaromaticum	Fusobacterium_mortiferum	Enterococcus_faecalis	Ruminococcus_flavefaciens	Campylobacter_troglodytis	Emticicia_oligotrophica	Eubacterium_tenue	Leuconostoc_carnosum	Eubacterium_limosum	Alloprevotella_rava	Sutterella_wadsworthensis	Paraprevotella_xylaniphila	Corynebacterium_variabile	Pseudomonas_fluorescens	Eggerthella_lenta	Lactobacillus_vaginalis	Adlercreutzia_equolifaciens	Pseudomonas_proteolytica	Prevotella_oulorum	Mobiluncus_curtisii	Desulfovibrio_piger	Lactobacillus_salivarius	Eubacterium_sulci	Succiniclasticum_ruminis	Eubacterium_plexicaudatum	Corynebacterium_amycolatum	Veillonella_denticariosi	Eubacterium_cellulosolvens	Gracilibacter_thermotolerans	Prevotella_fusca	Bacteroides_thetaiotaomicron	Prevotella_micans	Lactobacillus_oris	Streptococcus_oligofermentans	Actinomyces_massiliensis	Prevotella_paludivivens	Dialister_micraerophilus	Oscillospira_guilliermondii	Peptostreptococcus_stomatis	Eubacterium_uniforme	Slackia_equolifaciens	Prevotella_melaninogenica	Prevotella_buccae	Schlegelella_thermodepolymerans	Gordonibacter_pamelaeae	Blautia_stercoris	Blautia_hydrogenotrophica	Desulfovibrio_fairfieldensis	Veillonella_dispar	Abiotrophia_defectiva	Syntrophomonas_curvata	Veillonella_parvula	Eubacterium_ruminantium	Olsenella_uli	Bacteroides_helcogenes	Actinomyces_odontolyticus	Morganella_morganii	Peptoniphilus_tyrrelliae	Eubacterium_desmolans	Anaerofilum_agile	Clostridium_thermocellum	Achromobacter_xylosoxidans	Roseburia_inulinivorans	Clostridium_aminobutyricum	Streptococcus_constellatus	Clostridium_colicanis	Natranaerovirga_pectinivora	Fusobacterium_nucleatum	Gemella_morbillorum	Dorea_formicigenerans	Sarcina_ventriculi	Desulfotomaculum_intricatum	Paraeggerthella_hongkongensis	Prevotella_salivae	Clostridium_lituseburense	Streptococcus_massiliensis	Bacteroides_stercoris	Ruminococcus_bromii	Prevotella_copri	Streptococcus_parasanguinis	Actinomyces_israelii	Bacteroides_rodentium	Clostridium_piliforme	Bacteroides_barnesiae	Pseudomonas_gessardii	Bacteroides_xylanisolvens	Bacteroides_fragilis	Sporacetigenium_mesophilum	Anaerosporobacter_mobilis	Fusobacterium_periodonticum	Clostridium_populeti	Roseburia_intestinalis	Bacteroides_coprocola	Eubacterium_oxidoreducens	Pseudomonas_tolaasii	Lactococcus_lactis	Clostridium_metallolevans	Eubacterium_xylanophilum	Dialister_propionicifaciens	Eubacterium_tarantellae	Bifidobacterium_ruminantium	Clostridium_bifermentans	Caloramator_mitchellensis	Clostridium_aminovalericum	Clostridium_aldenense	Neisseria_meningitidis	Cardiobacterium_valvarum	Clostridium_neonatale	Veillonella_caviae	Bacteroides_heparinolyticus	Asteroleplasma_anaerobium	Clostridium_propionicum	Lactobacillus_plantarum	Corynebacterium_durum	Clostridium_polysaccharolyticum	Eubacterium_nodatum	Peptoniphilus_lacrimalis	Rothia_aeria	Eubacterium_contortum	Clostridium_bartlettii	Clostridium_clariflavum	Filifactor_villosus	Clostridium_sporosphaeroides	Clostridium_aminophilum	Enterorhabdus_mucosicola	Fastidiosipila_sanguinis	Bacteroides_finegoldii	Ethanoligenens_harbinense	Bacteroides_uniformis	Eubacterium_ventriosum	Sorangium_cellulosum	Acetivibrio_ethanolgignens	Cellulosibacter_alkalithermophilus	Caloramator_australicus	Syntrophomonas_palmitatica	Piscinibacter_aquaticus	Cetobacterium_somerae	Propionibacterium_propionicum	Lautropia_mirabilis	Streptococcus_equinus	Clostridium_asparagiforme	Enterorhabdus_caecimuris	Robinsoniella_peoriensis	Collinsella_tanakaei	Prevotella_nigrescens	Clostridium_ramosum	Lactobacillus_reuteri	Sporobacter_termitidis	Shewanella_algae	Eubacterium_coprostanoligenes	Cloacibacillus_evryensis	Acidaminococcus_fermentans	Dethiosulfatibacter_aminovorans	Porphyromonas_endodontalis	Lachnoanaerobaculum_orale	Clostridium_tertium	Blautia_schinkii	Clostridium_glycolicum	Saccharofermentans_acetigenes	Butyrivibrio_crossotus	Actinomyces_funkei	Ruminococcus_champanellensis	Campylobacter_concisus	Actinomyces_lingnae	Bifidobacterium_cuniculi	Fusobacterium_equinum	Cetobacterium_ceti	Fusobacterium_russii	Eubacterium_pyruvativorans	Streptococcus_dysgalactiae	Phascolarctobacterium_succinatutens	Bacteroides_oleiciplenus	Clostridium_islandicum	Actinomyces_meyeri	Helicobacter_cinaedi	Spiroplasma_culicicola	Clostridium_hylemonae	Thauera_phenylacetica	Cellulosilyticum_lentocellum	Haemophilus_parahaemolyticus	Corynebacterium_aurimucosum	Anaerostipes_caccae	Clostridium_phytofermentans	Erysipelothrix_rhusiopathiae	Peptostreptococcus_anaerobius	Daucus_carota	Bifidobacterium_breve	Phascolarctobacterium_faecium	Eubacterium_infirmum	Fusobacterium_varium	Serratia_marcescens	Pseudomonas_fragi	Marvinbryantia_formatexigens	Vallitalea_guaymasensis	Blattabacterium_punctulatus	Streptococcus_gordonii	Methanomassiliicoccus_luminyensis	Prevotella_scopos	Weissella_cibaria	Spinacia_oleracea	Clostridium_paraputrificum	Bifidobacterium_pseudocatenulatum	Defluviitalea_saccharophila	Clostridium_spiroforme	Anaerotruncus_colihominis	Lactobacillus_crispatus	Comamonas_terrigena	Lactobacillus_aviarius	Bacteroides_massiliensis	Enterococcus_faecium	Haemophilus_sputorum	Gemella_asaccharolytica	Dermacoccus_nishinomiyaensis	Lactobacillus_delbrueckii	Klebsiella_oxytoca	Bifidobacterium_adolescentis	Catabacter_hongkongensis	Yersinia_enterocolitica	Bifidobacterium_angulatum	Haemophilus_influenzae	Ruminococcus_gnavus	Alistipes_finegoldii	Erwinia_psidii	Cloacibacillus_porcorum	Prevotella_brevis	Enterococcus_durans	Clostridium_isatidis	Varibaculum_cambriense	Pantoea_agglomerans	Clostridium_cellulolyticum	Atopobium_vaginae	Clostridium_hungatei	Clostridium_algidixylanolyticum	Prevotella_corporis	Gardnerella_vaginalis	Clostridium_caenicola	Pseudomonas_veronii	Paraprevotella_clara	Clostridium_innocuum	Bacillus_schlegelii	Azospirillum_brasilense	Lactobacillus_johnsonii	Leptotrichia_amnionii	Lactobacillus_rhamnosus	Eubacterium_fissicatena	Erysipelothrix_tonsillarum	Eubacterium_ramulus	Prevotella_stercorea	Porphyromonas_bennonis	Peptoniphilus_coxii	Peptoniphilus_ivorii	Prevotella_denticola	Cyanophora_paradoxa	Bacteroides_xylanolyticus	Pseudomonas_aeruginosa	Desulfotomaculum_reducens	Clostridium_sulfidigenes	Acetivibrio_cellulolyticus	Dialister_invisus	Desulfonauticus_autotrophicus	Eubacterium_cylindroides	Dialister_succinatiphilus	Desulfovibrio_legallii	Atopobium_rimae	Subdoligranulum_variabile	Alloprevotella_tannerae	Lachnospira_pectinoschiza	Anaerostipes_butyraticus	Prevotella_loescheii	Christensenella_minuta	Acholeplasma_vituli	Streptococcus_lactarius	Alistipes_senegalensis	Eubacterium_siraeum	Desulfotomaculum_acetoxidans	Lactobacillus_fermentum	Campylobacter_hominis	Coprococcus_catus	Eubacterium_rectale	Bifidobacterium_bohemicum	Parabacteroides_merdae	Megasphaera_paucivorans	Aggregatibacter_segnis	Victivallis_vadensis	Coprobacter_fastidiosus	Ruminococcus_gauvreauii	Barnesiella_intestinihominis	Bacteroides_clarus	Clostridium_acidurici	Bacteroides_stercorirosoris	Streptococcus_suis	Prevotella_oralis	Geosporobacter_subterraneus	Actinomyces_gerencseriae	Flavonifractor_plautii	Porphyromonas_cansulci	Intestinimonas_butyriciproducens	Pediococcus_pentosaceus	Fusobacterium_gonidiaformans	Clostridium_vincentii	Eggerthia_catenaformis	Anaerophaga_thermohalophila	Clostridium_viride	Lactobacillus_ruminis	Alistipes_onderdonkii	Bifidobacterium_animalis	Clostridium_glycyrrhizinilyticum	Streptococcus_thermophilus	Clostridium_straminisolvens	Prevotella_buccalis	Lactobacillus_iners	Acetitomaculum_ruminis	Macellibacteroides_fermentans	Campylobacter_upsaliensis	Acidaminobacter_hydrogenoformans	Bacteroides_intestinalis	Butyricicoccus_pullicaecorum	Acetatifactor_muris	Burkholderia_andropogonis	Bifidobacterium_choerinum	Eubacterium_rangiferina	Paenibacillus_residui	Alkalibaculum_bacchi	Prevotella_disiens	Rothia_dentocariosa	Actinomyces_turicensis	Enterobacter_aerogenes	Desulfovibrio_desulfuricans	Ruminococcus_obeum	Acetanaerobacterium_elongatum	Porphyromonas_somerae	Lactobacillus_animata	Alistipes_putredinis	Clostridium_akagii	Pseudomonas_stutzeri	Holdemania_filiformis	Anaeroglobus_geminatus	Roseburia_hominis	Roseburia_cecicola	Bacteroides_eggerthii	Facklamia_hominis	Butyricimonas_virosa	Solobacterium_moorei	Gemella_sanguinis	Anaerococcus_lactolyticus	Rhodospirillum_rubrum	Bilophila_wadsworthia	Bacteroides_faecichinchillae	Streptococcus_pseudoporcinus	Gemella_haemolysans	Alistipes_shahii	Porphyromonas_asaccharolytica	Helicobacter_pylori	Streptococcus_pleomorphus	Citrobacter_freundii	Halomonas_phoceae	Clostridium_celerecrescens	Streptococcus_sanguinis	Prevotella_albensis	Parabacteroides_johnsonii	Lactobacillus_hominis	Eubacterium_dolichum	Eubacterium_tortuosum	Anaerococcus_prevotii	Bifidobacterium_indicum	Helianthus_annuus	Thermovenabulum_gondwanense	Coprococcus_eutactus	Actinomyces_graevenitzii	Megamonas_funiformis	Bifidobacterium_pseudolongum	Campylobacter_curvus	Thermovirga_lienii	Mitsuokella_jalaludinii	Clostridium_irregulare	Parabacteroides_chinchillae	Megasphaera_elsdenii	Methanobrevibacter_smithii	Mobiluncus_mulieris	Hydrogenoanaerobacterium_saccharovorans	Bacteroides_galacturonicus	Bacteroides_salanitronis	Blautia_faecis	Sutterella_stercoricanis	Methanobrevibacter_woesei	Parvimonas_micra	Prevotella_amnii	Atopobium_parvulum	Blautia_glucerasea	Megasphaera_hominis	Lactonifactor_longoviformis	Anaerofustis_stercorihominis	Peptoclostridium_difficile	Bacteroides_zoogleoformans	Catenibacterium_mitsuokai	Actinomyces_naeslundii	Pseudobutyrivibrio_ruminis	Cerasicoccus_arenae	Coprobacillus_cateniformis	Barnesiella_viscericola	Veillonella_atypica	Slackia_heliotrinireducens	Actinomyces_cardiffensis	Desulfonispora_thiosulfatigenes	Prevotella_dentasini	Clostridium_fimetarium	Clostridium_lavalense	Leuconostoc_lactis	Clostridium_jejuense	Lutispora_thermophila	Parvibacter_caecicola	Staphylococcus_aureus	Acholeplasma_parvum	Bacteroides_plebeius	Lactobacillus_casei	Clostridium_hathewayi	Anaerostipes_hadrus	Hippea_maritima	Prevotella_maculosa	Peptoniphilus_koenoeneniae	Tannerella_forsythia	Parabacteroides_goldsteinii	Alkaliphilus_crotonatoxidans	Halomonas_muralis	Prevotella_ruminicola	Clostridium_cocleatum	Clostridium_paradoxum	Mangroviflexus_xiamenensis	Clostridium_thermosuccinogenes	Gemella_bergeri	Streptococcus_macedonicus	Eubacterium_saphenum	Fusobacterium_perfoetens	Dorea_longicatena	Corynebacterium_argentoratense	Slackia_piriformis	Xylanibacter_oryzae	Rothia_mucilaginosa	Desulfovibrio_intestinalis	Acinetobacter_johnsonii	Bifidobacterium_stellenboschense	Thermanaerovibrio_acidaminovorans	Actinomyces_georgiae	Clostridium_clostridioforme	Stenotrophomonas_maltophilia	Clostridium_botulinum	Elusimicrobium_minutum	Bacteroides_graminisolvens	Bifidobacterium_bombi	Pectinatus_sottacetonis	Coriobacterium_glomerans	Kandleria_vitulina	Pseudobutyrivibrio_xylanivorans	Escherichia/Shigella_coli	Parabacteroides_gordonii	Alloscardovia_omnicolens	Bacteroides_fluxus	Papillibacter_cinnamivorans	Streptococcus_mutans	Eubacterium_eligens	Oscillibacter_valericigenes	Clostridium_baratii	Butyrivibrio_hungatei	Collinsella_intestinalis	Gemmiger_formicilis	Clostridium_cadaveris	Clostridium_citroniae	Bacteroides_salyersiae	Clostridium_methylpentosum	Acidaminococcus_intestini	Roseburia_faecis	Caldicellulosiruptor_kronotskyensis	Flexibacter_roseolus	Parasutterella_excrementihominis	Streptococcus_anginosus	Rikenella_microfusus	Clostridium_cellulosi	Veillonella_ratti	Insolitispirillum_peregrinum	Lactobacillus_gasseri	Haemophilus_pittmaniae	Actinobacillus_rossii	Ruminococcus_callidus	Cryptobacterium_curtum	Clostridium_leptum	Clostridium_purinilyticum	Peptococcus_niger	Porphyromonas_uenonis	Alistipes_indistinctus	Bulleidia_extructa	Allobaculum_stercoricanis	Pyramidobacter_piscolens	Alistipes_massiliensis	Sporobacterium_olearium	Streptococcus_danieliae	Slackia_faecicanis	Succinivibrio_dextrinosolvens	Olsenella_profusa	Faecalibacterium_prausnitzii	Epulopiscium_fishelsoni	Lactobacillus_helveticus	Kluyvera_intermedia	Escherichia/Shigella_sonnei	Natranaerovirga_hydrolytica	Thermovenabulum_ferriorganovorum	Mitsuokella_multacida	Bifidobacterium_kashiwanohense	Blautia_luti	Anaerovorax_odorimutans	Peptoniphilus_duerdenii	Prevotella_pallens	Lactobacillus_acidipiscis	Lactobacillus_antri	Pasteurella_pneumotropica	Clostridium_hiranonis	Clostridium_chartatabidum	Acetoanaerobium_noterae	Parabacteroides_distasonis	Alkalibacter_saccharofermentans	Streptococcus_pneumoniae	Clostridium_alkalicellulosi	Bifidobacterium_reuteri	Cronobacter_sakazakii	Oxalobacter_formigenes	Escherichia/Shigella_flexneri	Stomatobaculum_longum	Allisonella_histaminiformans	Megamonas_rupellensis	Succinatimonas_hippei	Clostridium_saccharogumia	Atopobium_minutum	Lactobacillus_gastricus	Lachnoanaerobaculum_saburreum	Blautia_wexlerae	Escherichia/Shigella_boydii	Bacteroides_caccae	Clostridium_indolis	Dehalobacterium_formicoaceticum	Clostridium_carnis	Gallicola_barnesae	Bacteroides_sartorii	Campylobacter_mucosalis	Slackia_exigua	Bacteroides_pectinophilus	Clostridium_cellobioparum	Bacteroides_coprophilus	Methanosphaera_stadtmanae	Turicibacter_sanguinis	Lactobacillus_sakei	Fusobacterium_necrophorum
IBS_S0094	0	0	2	0	0	32	3	0	0	0	0	39	0	0	0	64	0	0	0	0	1	0	3	0	34	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	475	0	0	0	2	0	0	0	2622	722	0	0	0	0	1	0	0	0	0	35	0	34	0	0	0	827	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	2	1	0	0	0	0	772	0	97	1	590	2672	0	5029	0	0	101	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	1	5	0	60	0	0	0	1	0	0	0	0	0	0	1	0	0	325	0	0	0	0	0	0	522	0	11	0	0	0	0	30	0	4	0	4	0	0	0	0	0	0	7	0	0	398	0	21	3	959	14	0	0	0	3	0	134	0	0	0	0	1	0	0	41	2	0	0	0	0	0	0	14	59	0	81	0	1	774	0	3	0	9	0	5	2	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	4	0	0	103	0	0	36	0	0	0	0	0	3708	44	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	20	0	260	0	0	0	0	0	0	26	23	11	0	0	78	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	250	14	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0	116	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	187	0	0	0	0	0	0	1	0	0	0	1	3326	0	2	0	0	0	77	0	1	3	0	26	0	0	443	672	0	0	0	181	7100	0	1372	0	0	0	0	3	337	1	0	0	0	0	0	0	629	0	146	0	0	0	1	0	1	1	863	0	0	9	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	778	19	1	0	2434	0	0	4	0	506	0	0	0	129	1	0	0	0	181	1	0	0	71	0	0	0	0	0	0	1	0	2	0	13	0	0	0	0	0	2641	0	0	0	0	0	0	0	0	0	0	0	2	0	0	160	0	0	2	0	0	0	0	0	1	5	0	6	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	21	1519	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	436	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	245	0	0	0	17	0	727	156	0	0	0	3474	0	5	383	100	0	241	0	0	406	0	0	3	0	0	0	0	0	304	0	200	0	0	0	7	0	0	0	240	0	0	0	0	0	21127	0	0	0	0	0	0	0	0	517	0	0	0	0	0	0	0	0	0	514	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	220	0	1	0	0	0	0	0	0	0	0	0	4	0	0
Con_S0079	0	0	2	0	0	2	5	0	0	0	0	194	0	0	0	68	0	0	0	0	51	0	0	0	9	0	1	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	42	0	0	0	2	79	0	408	2471	601	0	0	0	0	0	0	0	0	0	202	0	4	0	0	0	387	0	0	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	483	0	0	0	0	113	0	6	0	198	240	0	1941	0	0	133	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	4	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	2	0	0	21	0	0	0	0	0	1	551	0	0	0	0	0	1	42	0	1	0	14	0	0	2	33	7	0	12	0	0	90	0	78	0	0	42	0	0	0	0	0	115	0	0	0	0	6	0	58	1010	236	1	0	0	0	0	0	0	0	0	3	0	0	0	2	8	0	2	0	6	7	0	1	3	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	196	0	0	6	0	0	0	0	0	901	8	0	1	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	29	0	812	0	0	1	0	0	0	49	5	77	1	0	11	0	0	0	0	0	0	0	0	1	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	326	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	10	14	0	0	0	0	0	0	0	0	0	0	32	1	0	0	0	1	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257	26	0	0	0	0	2	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	1	204	0	0	55	0	5	1	0	14	0	0	40	830	0	3	2	164	96	0	229	0	0	74	17	5	695	8	0	0	0	0	0	0	1004	0	90	0	0	0	0	0	1	676	5	59	1	44	0	0	0	0	0	0	0	8	14	0	0	0	0	0	0	0	0	0	0	0	65	93	0	0	1729	0	0	1	0	30	0	2	0	194	0	0	0	9	200	0	0	0	349	0	0	0	0	0	0	1	0	0	0	5	0	0	0	0	0	435	0	0	0	0	0	0	0	0	0	92	0	4	0	0	319	46	0	0	0	0	1	0	0	0	2	0	0	0	0	0	26	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	2	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	431	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	2	13	383	73	0	0	0	3290	1	0	0	36	31	26	0	0	22	1	0	4	0	0	0	0	0	3	0	46	0	0	0	75	0	0	10	56	0	0	0	0	0	5662	0	0	0	0	0	0	0	0	94	1	0	0	0	0	0	2	0	0	216	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	1202	0	0	0	0	0	0	0	3	0	0	0	212	0	0
IBS_S0041	0	0	0	0	0	7	4	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	76	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	93	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	257	0	0	13	0	0	0	1	0	0	1	0	70	0	0	2	0	0	1	0	1	208	0	0	0	0	0	0	32	30	68	108	0	7027	0	0	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	38	0	0	1	3	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	60	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	659	0	3	0	1193	0	0	0	0	0	0	78	0	0	0	0	0	0	443	247	3	1	0	0	0	2932	0	134	1	0	0	0	0	1120	0	0	0	0	0	0	0	0	0	0	0	0	28	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	231	0	2090	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	187	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	2071	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	1198	0	0	0	0	0	0	0	2	0	0	0	47	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	1	0	0	0	0	0	0	93	0	0	0	27	9	0	166	0	0	0	3	3	456	138	0	0	0	0	0	0	410	0	7	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	16	0	0	0	0	1	0	0	0	0	0	0	1	1102	0	0	0	304	0	0	9	0	265	0	7073	0	37	3	0	0	0	122	7	0	0	76	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	402	0	0	0	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	77	0	4	0	0	0	0	0	0	0	0	11	258	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2788	83	0	0	0	2	0	26	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	16	0	0	0	6	0	0	0	0	0	7380	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	506	0	0	0	0	0	2	0	0	0	0	24	0	0	0	0	0	0	382	0	0	0	0	0	0	0	0	0	0	0	0	0	0
