	Tilletiopsis	Skeletocutis	Ustilaginoidea	Nakaseomyces	Robbauera	Cystobasidium	Corynespora	Starmerella	Fusicolla	Periconia	Millerozyma	Elsinoe	Issatchenkia	Cyberlindnera	Dekkera	Ceriporia	Eichleriella	Exserohilum	Septoria	Kluyveromyces	Saprochaete	Cystofilobasidium	Rhizopus	Metschnikowia	Candida	Debaryomyces	Rhodotorula	Exophiala	Neodevriesia	Peniophora	Wickerhamomyces	Coprinellus	Flavodon	Entyloma	Nakazawaea	Sterigmatomyces	Malassezia	Tulasnella	Torulaspora	Naganishia	Coleophoma	Cochliobolus	Sphaerodes	Sarocladium	Aureobasidium	Bullera	Nigrospora	Colletotrichum	Phaeosphaeria	Zygosaccharomyces	Fusarium	Mycosphaerella	Curvularia	Schizophyllum	Protomyces	Wickerhamiella	Penicillium	Barnettozyma	Vishniacozyma	Recurvomyces	Wallemia	Phomatospora	Toxicocladosporium	Hanseniaspora	Helvella	Trichosporon	Violaceomyces	Kazachstania	Meyerozyma	Trichothecium	Tilletia	Symmetrospora	Ascotricha	Venturia	Betamyces	Bipolaris	Blumeria	Neurospora	Saccharomyces	Dissoconium	Kockovaella	Gibberella	Alternaria	Sporobolomyces	Bezerromyces	Xenoacremonium	Stachybotrys	Aspergillus	Pichia	Talaromyces	Lasiodiplodia	Sympodiomycopsis	Cladosporium	Catenaria	Lachancea	Parengyodontium	Phanerochaete	Sporidiobolus	Cryptococcus	Syspastospora	Xeromyces
sample-48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	284	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	23	0.0	0	0.0	0.0	0.0	84	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	21112.0	3.0	14.0	0.0	0.0	0.0	204	0.0	0.0	85.0	0.0	435	0.0	0	0.0	0.0	0	0.0	0.0	67.0	0.0	0.0	0.0	0.0	0.0
sample-49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	212.0	0	0.0	0	0.0	0.0	0.0	6.0	0.0	0	0.0	0.0	433	0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	5.0	0.0	127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	154	0.0	0	0.0	0.0	0.0	88	4.0	0	5.0	0.0	21.0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	824.0	0.0	7.0	0.0	0.0	0.0	0	0.0	0.0	145.0	0.0	54	5.0	0	0.0	0.0	10	0.0	0.0	36.0	0.0	0.0	0.0	0.0	0.0
sample-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	10	0	0.0	0.0	0.0	57.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	3.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	4	0.0	0.0	18.0	0.0	17	0.0	0	0.0	0.0	0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0
sample-50	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	290	0	0.0	7.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	28	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0	3	0.0	0	0.0	0.0	0.0	29	0.0	0	0.0	0.0	10.0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	4.0	0.0	16.0	0.0	0.0	0	24619.0	0.0	29.0	0.0	0.0	0.0	94	2.0	0.0	7.0	0.0	336	0.0	30	0.0	0.0	0	0.0	0.0	16.0	38.0	0.0	0.0	0.0	0.0
sample-51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	12860.0	0.0	0.0	0.0	0.0	0.0	6	0.0	0.0	0.0	0.0	21	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sample-52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	27506.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sample-53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	35197.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	3	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sample-54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	31.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	3	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	2154.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	10.0	0.0	50	0.0	0	0.0	5.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sample-55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	1682.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sample-56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	68.0	0.0	0	0.0	0.0	4	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0.0	0.0	3	0.0	0	0.0	0.0	0.0	3.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0	8032.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	21	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sample-57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	2.0	0.0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	6	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	2440.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	16	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sample-58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	1111	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	13398.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	92	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sample-59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	8.0	0	0.0	0.0	1588	0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	746.0	0.0	7.0	0.0	0.0	0	0	0.0	0	0.0	0.0	0.0	63	24.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	11.0	0.0	0.0	241.0	0.0	0.0	0.0	0	15517.0	0.0	0.0	0.0	0.0	0.0	132	0.0	0.0	0.0	0.0	155	0.0	0	0.0	0.0	0	0.0	11.0	0.0	0.0	0.0	36.0	0.0	0.0
sample-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	17	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	3490.0	0.0	0.0	0.0	0.0	0.0	22	0.0	0.0	0.0	0.0	6	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sample-60	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	2.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	32	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	876.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	13	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sample-61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	9556.0	0.0	0.0	0.0	0.0	0.0	54	0.0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sample-62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	249	0.0	0.0	0.0	0.0	244.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	7	0.0	0.0	561	278	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0.0	0.0	0	6.0	0	0.0	0.0	0.0	0.0	0.0	0.0	140	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	11114.0	0.0	0.0	0.0	0.0	0.0	6	0.0	0.0	3.0	0.0	46	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sample-63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	12	0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	5.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	30354.0	0.0	0.0	0.0	0.0	0.0	4	0.0	0.0	0.0	0.0	2	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sample-64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14	0.0	0.0	0.0	0.0	32.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	1740.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0
sample-6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	322	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	5	0	0.0	0	0.0	0.0	4.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	21413.0	0.0	0.0	0.0	0.0	0.0	63	0.0	0.0	163.0	0.0	200	0.0	0	0.0	0.0	0	0.0	0.0	138.0	182.0	0.0	0.0	0.0	0.0
sample-7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	3.0	0.0	0	0.0	0.0	1100	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	391.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	2	37	0.0	0	0.0	0.0	0.0	20	0.0	0	0.0	13.0	82.0	0.0	0.0	0.0	23	0.0	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	22281.0	0.0	125.0	0.0	0.0	0.0	97	0.0	0.0	200.0	0.0	205	0.0	0	0.0	0.0	0	0.0	0.0	125.0	147.0	0.0	0.0	6.0	0.0
sample-8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	23	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	3958.0	0.0	0.0	0.0	0.0	0.0	5	0.0	0.0	9.0	0.0	3	0.0	0	0.0	0.0	0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0
sample-9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0.0	8.0	0.0	0.0	0.0	31	0.0	0.0	23760	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	14.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	20501.0	0.0	8.0	0.0	0.0	0.0	38	0.0	0.0	59.0	0.0	128	0.0	0	0.0	0.0	0	0.0	0.0	50.0	0.0	0.0	0.0	0.0	0.0
