	Lactarius_sp	Meyerozyma_smithsonii	Cyberlindnera_rhodanensis	Tolypocladium_pustulatum	Geosmithia_cnesini	Sterigmatomyces_halophilus	Cordycipitaceae_sp	Kazachstania_servazzii	Cystobasidium_minuta	Penicillium_decumbens	Aspergillus_multicolor	Aspergillus_heterocaryoticus	Penicillium_thymicola	Kazachstania_barnettii	Penicillium_expansum	Alternaria_thunbergiae	Verrucoconiothyrium_acaciae	Cladosporium_ramotenellum	Malassezia_sp	Aspergillus_carbonarius	Zygoascus_meyerae	Atrocalyx_krabiensis	Kazachstania_pintolopesii	Trichosporon_asahii	Cortinarius_sp	Coprinopsis_afrocinerea	Hyphodontia_subdetritica	Penicillium_turbatum	Pestalotiopsis_jesteri	Colletotrichum_xanthorrhoeae	Skvortzovia_furfuracea	Phoma_sp	Tricholomopsis_sp	Megasporoporia_minor	Sarocladium_strictum	Gibellulopsis_chrysanthemi	Malassezia_globosa	Alternaria_betae-kenyensis	Stropharia_inuncta	Ascomycota_sp	Epicoccum_thailandicum	Aspergillus_cibarius	Fusarium_acutatum	Saccharomycetales_fam_Incertae_sedis_sp	Cladosporium_sphaerospermum	Chrysozymaceae_sp	Penicillium_goetzii	Candida_friedrichii	Didymella_exigua	Aspergillus_xerophilus	Epicoccum_henningsii	Agaricaceae_sp	Hanseniaspora_clermontiae	Aspergillus_nomius	Hamigera_paravellanea	Spiromyces_aspiralis	Ectophoma_multirostrata	Penicillium_formosanum	Psathyrella_candolleana	Peniophorella_subpraetermissa	Aspergillus_niger	Rhodotorula_babjevae	Xenodidymella_saxea	Alternaria_selini	Saccharomyces_cariocanus	Pleosporaceae_sp	Aspergillus_costiformis	Aureobasidium_thailandense	Epicoccum_brasiliense	Nigrospora_zimmermanii	Discula_destructiva	Talaromyces_liani	Penicillium_catenatum	Aspergillus_nidulans	Anamika_angustilamellata	Alternaria_elegans	Hypsizygus_marmoreus	Candida_ethanolica	Malassezia_restricta	Microsphaeropsis_spartii-juncei	Penicillium_osmophilum	Penicillium_solitum	Didymella_keratinophila	Alternaria_pseudorostrata	Venturiales_sp	Hanseniaspora_sp	Naganishia_albida	Rhizochaete_rubescens	Ustilago_hordei	Didymella_pedeiae	Steccherinum_ochraceum	Penicillium_arianeae	Bannoa_ogasawarensis	Penicillium_tricolor	Sordariomycetes_sp	Pleurotus_nebrodensis	Hyphodontia_barba-jovis	Sporopachydermia_lactativora	Pholiota_conissans	Helotiales_sp	Pichia_sp	Fuscoporia_formosana	Cyberlindnera_jadinii	Perenniporiella_chaquenia	Xeromyces_bisporus	Myriangiales_sp	Gyalecta_jenensis	Ceriporiopsis_aneirina	Candida_sake	Penicillium_sp	Stereum_sanguinolentum	Echinoderma_jacobi	Phoma_herbarum	Coprinellus_sp	Mycosphaerella_tassiana	Ectophoma_pomi	Alternaria_angustiovoidea	Cystofilobasidium_infirmominiatum	Haglerozyma_chiarellii	Cystofilobasidium_macerans	Colletotrichum_truncatum	Ophiognomonia_pterocaryae	Penicillium_oxalicum	Saccharomyces_bayanus	Stereum_gausapatum	Lecanora_allophana	Naganishia_liquefaciens	Hyphodontia_efibulata	Mycoacia_fuscoatra	Hyphodermella_rosae	Lectera_capsici	Pichiaceae_sp	Penicillium_concentricum	Talaromyces_aculeatus	Trichosporonaceae_sp	Penicillium_subrubescens	Meyerozyma_sp	Parafabraea_caliginosa	Neocucurbitaria_irregularis	Hypoxylon_macrocarpum	Trichomonascus_ciferrii	Asterodon_ferruginosus	Aspergillus_osmophilus	Kazachstania_sp	Exophiala_dermatitidis	Rhizopus_microsporus	Pestalotiopsis_coffeae-arabicae	Candida_dubliniensis	Penicillium_cvjetkovicii	Bjerkandera_adusta	Colletotrichum_coccodes	Pleurotheciella_sp	Debaryomyces_nepalensis	Aspergillus_conicus	Didymella_arachidicola	Pholiota_lubrica	Trichosporon_lactis	Issatchenkia_orientalis	Saccharomyces_cerevisiae	Coprinopsis_cinerea	Hyphodontia_arguta	Talaromyces_islandicus	Alternaria_pipionipisi	Malassezia_arunalokei	Millerozyma_farinosa	Cutaneotrichosporon_mucoides	Saccharomyces_mikatae	Auricularia_mesenterica	Winterella_hypodermia	Irpex_hacksungii	Tilletia_indica	Stereum_rugosum	Cantharellopsis_prescotii	Claviceps_spartinae	Mucor_circinelloides	Geosmithia_sp	Hypholoma_lateritium	Alternaria_ellipsoidea	Sarocladium_zeae	Nigrospora_musae	Aspergillus_asclerogenus	Candida_viswanathii	Beltraniella_acaciae	Fibricium_rude	Aspergillus_sp	Penicillium_klebahnii	Aspergillus_melleus	Cantharellales_sp	Gloeoporus_sp	Penicillium_wotroi	Pichia_terricola	Microbotryales_sp	Alternaria_lolii	Ceriporia_alachuana	Kodamaea_ohmeri	Kluyveromyces_lactis	Colletotrichum_aciculare	Trichosporon_inkin	Polyporaceae_sp	Hydnellum_suaveolens	Pleurotus_sp	Rhodotorula_sphaerocarpa	Dekkera_bruxellensis	Protostropharia_ovalispora	Ambrosiozyma_kamigamensis	Wallemia_canadensis	Hyphodontia_tropica	Robbauera_sp	Theleporus_calcicolor	Malassezia_obtusa	Neocucurbitaria_keratinophila	Penicillium_verrucosum	Byssomerulius_corium	Nectriaceae_sp	Debaryomyces_robertsiae	Alternaria_alternata	Phlebiopsis_gigantea	Penicillium_sacculum	Symmetrospora_sp	Inonotus_rickii	Clavispora_sp	Aspergillus_hongkongensis	Candida_boleticola	Hyphodontia_sp	Lenzites_betulina	Ganoderma_sichuanense	Wickerhamomyces_onychis	Aspergillaceae_sp	Hemipholiota_heteroclita	Psathyrella_scatophila	Penicillium_reticulisporum	Galerina_jaapii	Lachancea_fermentati	Rhizopus_arrhizus	Stereaceae_sp	Phlebiopsis_castanea	Fusarium_oxysporum	Candelariella_sp	Cetrariella_fastigiata	Kazachstania_aerobia	Cladosporiaceae_sp	Rhodotorula_diobovata	Candida_glabrata	Ascochyta_versabilis	Efibula_americana	Aspergillus_tamarii	Agaricomycetes_sp	Debaryomyces_prosopidis	Tausonia_pullulans	Porodisculus_sp	Hymenochaetaceae_sp	Tuber_pseudobrumale	Clonostachys_miodochialis	Stropharia_aeruginosa	Pichia_mandshurica	Saccharomyces_kudriavzevii	Apiotrichum_gamsii	Gibberella_zeae	Phlebia_tremellosa	Lentinula_edodes	Papiliotrema_flavescens	Sporobolomyces_roseus	Polyporales_sp	Lactarius_areolatus	Ceriporia_lacerata	Elsinoaceae_sp	Conocybe_apala	Simplicillium_chinense	Trichoderma_bissettii	Lichtheimia_corymbifera	Aspergillus_brunneoviolaceus	Vishniacozyma_victoriae	Exophiala_mesophila	Aspergillus_japonicus	Phaeohelotium_sp	Xerochrysium_dermatitidis	Aspergillus_purpureus	Hydnopolyporus_fimbriatus	Pholiota_jahnii	Acrostalagmus_luteoalbus	Penicillium_cinnamopurpureum	Acremonium_stromaticum	Stagonosporopsis_citrulli	Epicoccum_hordei	Candida_metapsilosis	Candida_maltosa	Sclerophora_peronella	Aspergillus_intermedius	Hyaloscyphaceae_sp	Peniophora_rufomarginata	Phoma_bulgarica	Blumeria_sp	Diaporthe_columnaris	Candida_labiduridarum	Atrocalyx_lignicola	Perenniporia_subacida	Pleurotus_abieticola	Epicoccum_nigrum	Exophiala_salmonis	Aspergillus_montevidensis	Claviceps_sp	Naganishia_diffluens	Omphalotaceae_sp	Curvibasidium_pallidicorallinum	Efibula_clarkii	Cryptosporella_multicontinentalis	Aspergillus_flavus	Botryobasidium_candicans	Sporobolomyces_patagonicus	Hydnum_repando-orientale	Robbauera_albescens	Pholiota_decorata	Trichosporon_insectorum	Hanseniaspora_lachancei	Trametes_cingulata	Ochrolechia_androgyna	Pseudophaeomoniella_oleae	Aspergillus_sydowii	Cystobasidium_pinicola	Fusarium_asiaticum	Lodderomyces_elongisporus	Penicillium_citrinum	Trichosporon_ovoides	Aspergillus_restrictus	Saccharomyces_paradoxus	Acremonium_sp	Ceratocystis_ethacetica	Kwoniella_shandongensis	Penicillium_simplicissimum	Penicillium_shennonghianum	Zygosaccharomyces_pseudobailii	Debaryomyces_marama	Brettanomyces_sp	Hanseniaspora_guilliermondii	Trichoderma_effusum	Ganoderma_meredithiae	Wallemia_tropicalis	Penicillium_mariae-crucis	Kazachstania_unispora	Sterigmatomyces_elviae	Aspergillus_appendiculatus	Apiotrichum_montevideense	Vacuiphoma_oculihominis	Filobasidium_floriforme	Trichosporon_caseorum	Penicillium_bialowiezense	Cutaneotrichosporon_jirovecii	Alternaria_infectoria	Meyerozyma_caribbica	Trichoderma_longibrachiatum	Penicillium_sumatraense	Cutaneotrichosporon_arboriformis	Rhizochaete_radicata	Penicillium_guaibinense	Atrocalyx_acutisporus	Coprinellus_domesticus	Wickerhamomyces_anomalus	Curvularia_verruculosa	Boeremia_exigua	Rhodotorula_mucilaginosa	Aureobasidium_namibiae	Aspergillus_falconensis	Agrocybe_elatella	Boletus_bainiugan	Fusarium_denticulatum	Erythrobasidium_sp	Inocybe_sp	Sporobolomyces_salmonicolor	Filobasidium_sp	Veronaea_compacta	Pholiota_squarrosa	Diaporthe_acaciarum	Blastobotrys_raffinosifermentans	Phanerochaete_sp	Alternaria_sp	Amphinema_sp	Pholiota_multicingulata	Pleurotus_ostreatus	Tetrapyrgos_atrocyanea	Ophiognomonia_apiospora	Ascosphaera_atra	Stropharia_sp	Didymella_longicolla	Hyphodontia_subalutacea	Aspergillus_bombycis	Hypsizygus_ulmarius	Penicillium_sclerotigenum	Macroventuria_anomochaeta	Phlogicylindrium_eucalypti	Monascus_purpureus	Symmetrospora_oryzicola	Amphisphaeriaceae_sp	Aspergillus_quadrilineatus	Alternaria_dactylidicola	Lecanora_intricata	Bannozyma_yamatoana	Pholiota_terrestris	Talaromyces_juglandicola	Nakaseomyces_sp	Candida_albicans	Candida_hyderabadensis	Candida_nivariensis	Aspergillus_versicolor	Stereum_sp	Funalia_sanguinaria	Paraboeremia_sp	Marsupiomyces_quercinus	Pyronemataceae_sp	Trichaptum_sp	Alternaria_metachromatica	Cylindrosympodium_sp	Penicillium_nilense	Pseudofabraea_citricarpa	Phlebiopsis_sp	Leucosporidium_scottii	Clavulinaceae_sp	Phaeoacremonium_theobromatis	Psathyrella_cacao	Rozellomycota_sp	Selenophoma_mahoniae	Sarocladium_bactrocephalum	Fungi_sp	Pholiota_henningsii	Candida_sp	Pholiota_mixta	Coniochaeta_sp	Schizophyllum_commune	Aspergillus_pseudotamarii	Penicillium_zonatum	Candida_sojae	Claviceps_arundinis	Torulaspora_delbrueckii	Kazachstania_bovina	Protostropharia_semiglobata	Kurtzmaniella_cleridarum	Stachybotrys_chartarum	Cutaneotrichosporon_dermatis	Galerina_laevis	Kabatiella_lini	Kluyveromyces_marxianus	Pleurotus_ferulaginis	Peroneutypa_scoparia	Trametes_hirsuta	Megasporoporia_setulosa	Penicillium_gladioli	Apiotrichum_loubieri	Cladophialophora_sp	Auricularia_minutissima	Candida_insectorum	Penicillium_hetheringtonii	Didymella_chenopodii	Pleosporales_sp	Pholiota_sp	Sarocladium_kiliense	Debaryomyces_hansenii	Lectera_longa	Phanerochaete_citri	Hanseniaspora_uvarum	Aspergillus_tubingensis	Candida_parapsilosis	Sporobolomyces_phaffii	Candida_orthopsilosis	Trichaptum_fuscoviolaceum	Candida_frijolesensis	Sporobolomyces_ruberrimus	Holtermanniella_wattica	Microascus_brevicaulis	Pholiota_adiposa	Alternaria_terricola	Lichtheimia_ramosa	Vishniacozyma_psychrotolerans	Fusarium_sp	Cladosporium_halotolerans	Tremellomycetes_sp	Aspergillus_austroafricanus	Pholiota_lundbergii	Hypocreales_fam_Incertae_sedis_sp	Exophiala_lecanii-corni	Xenodidymella_humicola	Filobasidium_magnum	Meyerozyma_guilliermondii	Phellinus_lundellii	Saccharomycetales_sp	Hyphodontia_quercina	Talaromyces_verruculosus	Nigrospora_oryzae	Hymenochaetales_sp	Cladosporium_delicatulum	Hyphodontia_abieticola	Aspergillus_ruber	Penicillium_polonicum	Cutaneotrichosporon_terricola	Boletus_sp	Lachancea_quebecensis	Talaromyces_euchlorocarpius	Galerina_sulciceps	Phanerochaetaceae_sp	Aspergillus_caelatus	Blastobotrys_adeninivorans	Acremonium_furcatum	Lecanicillium_sp	Gibberella_intricans	Wallemia_sebi	Cystobasidium_sp	Paragibellulopsis_chrysanthemi	Eurotiales_sp	Didymella_calidophila	Crepidotus_calolepis	Trichaptum_abietinum	Irpex_hydnoides	Penicillium_melanoconidium	Penicillium_malachiteum	Stereum_hirsutum	Penicillium_brevicompactum	Rhodotorula_dairenensis	Cutaneotrichosporon_moniliiforme	Agaricus_bitorquis	Cystobasidium_slooffiae	Penicillium_commune	Leptobacillium_leptobactrum	Barnettozyma_californica	Acremonium_acutatum	Peniophora_incarnata	Aspergillus_penicillioides	Aspergillus_terreus	Didymella_gardeniae	Chaetothyriales_sp	Mycoacia_sp	Naganishia_globosa	Hanseniaspora_opuntiae	Coprinellus_flocculosus	Apiotrichum_lignicola	Cladosporium_flabelliforme	Candida_sanyaensis	Trichosporon_coremiiforme	Oxychaete_sp	Aspergillus_halophilicus	Yurkovia_mendeliana	Hyphodontia_pallidula	Penicillium_aurantiogriseum	Epicoccum_proteae	Epicoccum_duchesneae	Candida_tropicalis	Zygosaccharomyces_bisporus	Hannaella_oryzae	Trichaptum_biforme	Occultifur_mephitis	Sordariales_sp	Phanerochaete_tuberculata	Leucosporidium_yakuticum
I36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
I03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2593	0	0	0	0	0	0	0
I18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
R201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	1318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
