	Spirosoma	Treponema	Kytococcus	Nakamurella	Finegoldia	Sporobacter	Robinsoniella	Schlegelella	Lachnoanaerobaculum	Piscicoccus	Haloanella	Pinus	Agitococcus	Cucumis	Aeromicrobium	Atopostipes	Dysgonomonas	Agrobacterium	Eubacterium	Anaeromyxobacter	Gordonia	Anaerobiospirillum	Dietzia	Coprococcus	Aureimonas	Thermoactinomyces	Insolitispirillum	Aurantimonas	Cyanophora	Rikenella	Coprobacillus	Variovorax	Flavisolibacter	Comamonas	Larkinella	Cloacibacterium	Schwartzia	Microlunatus	Acholeplasma	Mycobacterium	Brachybacterium	Clavibacter	Bythopirellula	Erysipelothrix	Brooklawnia	Galbibacter	Terrahaemophilus	Methanosphaera	Cloacibacillus	Butyricimonas	Rubricoccus	Paracoccus	Pseudochrobactrum	Capnocytophaga	Okadaella	Georgenia	Planobacterium	Tepidimonas	Oxalobacter	Hyphomicrobium	Serratia	Faecalibacterium	Aquincola	Propionicicella	Coriobacterium	Acidovorax	Phascolarctobacterium	Micrococcus	Bergeyella	Geodermatophilus	Adlercreutzia	Sphaerochaeta	Nitriliruptor	Herbaspirillum	Brassicibacter	Nubsella	Vogesella	Rhodobacter	Alkalibaculum	Sphaerobacter	Abiotrophia	Truepera	Shuttleworthia	Rubrivivax	Aequorivita	Alkalitalea	Chryseobacterium	Massilia	Ethanoligenens	Bacteroides	Sorangium	Chitinophaga	Fusobacterium	Campylobacter	Propioniferax	Lachnobacterium	Varibaculum	Pedomicrobium	Ochrobactrum	Alloscardovia	Anaeroplasma	Acetivibrio	Ilumatobacter	Brevundimonas	Oscillibacter	Exiguobacterium	Trichococcus	Altererythrobacter	Tersicoccus	Trifolium	Rothia	Atopobium	Chloroflexus	Eikenella	Anaerovorax	Kineosphaera	Ruminococcus	Mycoplasma	Kineococcus	Syntrophococcus	Paenibacillus	Kocuria	Sphingomonas	Collinsella	Pseudoclavibacter	Achromobacter	Parabacteroides	Haemophilus	Porphyromonas	Vibrio	Lactonifactor	Anaeroglobus	Burkholderia	Mobilicoccus	Peptoclostridium	Curtobacterium	Bifidobacterium	Gordonibacter	Photorhabdus	Marinicella	Pseudolabrys	Bacillus	Bulleidia	Butyrivibrio	Dehalobacterium	Catenibacterium	Barnesiella	Dermabacter	Rubrivirga	Fluviicola	Pisum	Prevotella	Kerstersia	Salinicoccus	Sneathia	Pseudorhodoferax	Lutispora	Neisseria	Thauera	Bifissio	Oribacterium	Succiniclasticum	Eggerthia	Anaerostipes	Hafnia	Microvirga	Enterorhabdus	Sutterella	Rhodoplanes	Delftia	Pseudonocardia	Algoriphagus	Rubrobacter	Sphingobium	Peptococcus	Bordetella	Anabaena	Microcella	Fulvimonas	Perlucidibaca	Acetobacter	Gemmatimonas	Asteroleplasma	Fusicatenibacter	Macrococcus	Kofleria	Janibacter	Phenylobacterium	Oscillospira	Bdellovibrio	Selenomonas	Clostridium	Cystobacter	Arcanobacterium	Paraeggerthella	Desulfotomaculum	Lautropia	Gemella	Arcobacter	Alcaligenes	Kiloniella	Xanthomonas	Acinetobacter	Planctomyces	Proteus	Blastococcus	Aquabacterium	Rhodocytophaga	Saccharofermentans	Alistipes	Hydrogenoanaerobacterium	Hydrogenophaga	Humibacillus	Papillibacter	Blastocatella	Nitrolancea	Vagococcus	Ralstonia	Vallitalea	Stenotrophomonas	Ohtaekwangia	Aciditerrimonas	Turicibacter	Meiothermus	Portibacter	Anaerorhabdus	Tetrasphaera	Pelomonas	Jonquetella	Mogibacterium	Facklamia	Brevibacillus	Propioniciclava	Paludibacter	Phyllobacterium	Tolumonas	Dorea	Cedecea	Chryseomicrobium	Emticicia	Staphylococcus	Patulibacter	Sporichthya	Lactobacillus	Brevibacterium	Succinatimonas	Veillonella	Turicella	Legionella	Methylophilus	Chelatococcus	Zhihengliuella	Flavobacterium	Castellaniella	Luteimonas	Parvimonas	Elizabethkingia	Sphingopyxis	Lactococcus	Intestinimonas	Gracilimonas	Oxalicibacterium	Alishewanella	Curvibacter	Nocardioides	Arcticibacter	Sphingosinicella	Murdochiella	Psychrobacillus	Bilophila	Megamonas	Empedobacter	Cetobacterium	Citrobacter	Cesiribacter	Mobiluncus	Desulfosporosinus	Hymenobacter	Armatimonas	Butyricicoccus	Aeromonas	Limnobacter	Acetanaerobacterium	Bosea	Fimbriimonas	Anaerofilum	Cerasicoccus	Cellulosilyticum	Skermanella	Rahnella	Succinivibrio	Slackia	Thermomonas	Methylosinus	Sediminibacterium	Lelliottia	Frankia	Terrimonas	Klebsiella	Rhodococcus	Elusimicrobium	Streptococcus	Odoribacter	Enterobacter	Anaerococcus	Denitrobacterium	Aggregatibacter	Pyramidobacter	Escherichia/Shigella	Thermobacillus	Pseudoxanthomonas	Daucus	Fructobacillus	Rhizobium	Coprobacter	Raoultella	Leifsonia	Alterococcus	Solirubrobacter	Afipia	Humicoccus	Acetonema	Parvibacter	Pantoea	Frigoribacterium	Cronobacter	Wautersiella	Anaerovibrio	Victivallis	Catabacter	Niabella	Salinimicrobium	Conexibacter	Akkermansia	Herbiconiux	Amaricoccus	Dolosigranulum	Friedmanniella	Weissella	Pluralibacter	Filifactor	Epulopiscium	Ornithinimicrobium	Corynebacterium	Devosia	Shewanella	Bradyrhizobium	Chondromyces	Nevskia	Pseudobutyrivibrio	Enterococcus	Methyloversatilis	Allisonella	Olsenella	Allobaculum	Mitsuokella	Sphaerotilus	Ottowia	Sneathiella	Rubellimicrobium	Leptotrichia	Mucilaginibacter	Ornithinicoccus	Pectobacterium	Dehalobacter	Craurococcus	Peptostreptococcus	Labrys	Propionibacterium	Arthrobacter	Sarcina	Haematobacter	Prolixibacter	Vampirovibrio	Duganella	Nocardiopsis	Cardiobacterium	Paracraurococcus	Azohydromonas	Methanobrevibacter	Nafulsella	Pedobacter	Olavius	Citricoccus	Parapusillimonas	Sodalis	Kluyvera	Nesterenkonia	Pleomorphomonas	Howardella	Thermincola	Gracilibacter	Lachnospira	Holdemania	Dioscorea	Synergistes	Cryptobacterium	Actinomyces	Sphingobacterium	Microbacterium	Acidaminobacter	Marmoricola	Adhaeribacter	Stomatobaculum	Coraliomargarita	Leuconostoc	Dialister	Pseudorhodobacter	Azospirillum	Yaniella	Azoarcus	Scardovia	Tessaracoccus	Porphyrobacter	Pontibacter	Pseudokineococcus	Jeotgalicoccus	Paraprevotella	Spiroplasma	Syntrophomonas	Cellulosimicrobium	Rhodopirellula	Moraxella	Streptomyces	Anaerotruncus	Tepidicella	Saccharophagus	Granulicatella	Gemmiger	Plesiomonas	Subdoligranulum	Alloprevotella	Agrococcus	Janthinobacterium	Solobacterium	Mariniluteococcus	Aerococcus	Dermacoccus	Oxobacter	Salmonella	Erwinia	Deinococcus	Luteococcus	Chthoniobacter	Zavarzinella	Roseomonas	Hydrotalea	Anoxybacillus	Leclercia	Morganella	Dyella	Belnapia	Pseudoramibacter	Tannerella	Cellulomonas	Rheinheimera	Actinobaculum	Gaiella	Alkanindiges	Methylobacterium	Roseburia	Desulfitobacterium	Peptoniphilus	Flavonifractor	Megasphaera	Psychrobacter	Parasutterella	Marinilactibacillus	Anaerofustis	Arenimonas	Balneola	Hespellia	Halomonas	Serinicoccus	Christensenella	Undibacterium	Pediococcus	Ectothiorhodosinus	Rhodopseudomonas	Actinomycetospora	Erythrobacter	Methylocystis	Pseudomonas	Caulobacter	Micropruina	Blautia	Micromonospora	Novosphingobium	Brachyspira	Moryella	Acidaminococcus	Eggerthella	Desulfovibrio	Pseudoflavonifractor	Lysobacter
MBD339	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	25	249	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	97	0	0	5	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	508	0	318	26	17	0	19	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	6	0	0	0	0	0	535	10	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	2	0	2	170	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	880	0	0	0	0	0	0	11217	0	0	6138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	2102	0	4	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	0	3	0	6	0	0	0	0	0	0	0	0	0	0	19	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	28	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6	0	1	15	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	0	0	829	0	0	0	0	0	0	0	0	0
MBD188	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	747	0	0	0	0	131	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	1	0	0	0	0	0	11	0	0	0	0	0	0	388	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1521	0	0	0	0	0	12383	1	0	0	0	0	0	0	0	0	0	0	56	0	0	5	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	16	4	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	244	0	0	0	0	0	0	762	0	0	205	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	10	6	0	2332	0	1	0	0	1	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	5	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	174	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	607	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	354	0	0	0	0	1	0	0	0	0
MBD207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1857	0	0	0	0	336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	4664	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	2	0	0	1	0	21	0	0	0	0	0	0	3056	0	1	28	3	0	0	0	0	0	0	0	0	15	10	0	0	0	0	0	0	0	8	7	0	0	0	0	9200	0	0	0	0	0	0	0	0	0	0	0	106	0	0	14	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	19	0	0	0	0	66	0	2	498	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	849	0	0	0	0	0	0	2797	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	360	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0	50	1	12	0	4	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	7	0	7	70	0	448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	564	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	1	104	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2012	0	0	0	2516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	1349	0	0	0	0	22	0	1	0	0
MBD178	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1549	0	0	0	0	939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	40	0	0	0	0	0	12	0	0	0	9	0	1	0	0	0	28	0	0	1387	0	65	0	1	0	0	0	0	0	0	0	0	22	0	0	0	0	9	0	0	1	1577	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	52	0	0	40	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	10	0	0	396	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	41	0	1	0	0	0	0	0	0	808	0	0	0	0	0	0	1542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	8	3	0	0	0	0	0	0	0	0	11	0	0	3	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	44	8	0	17	0	5	0	2	0	0	554	0	23	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	5	0	0	0	0	0	2	8	0	10	249	0	290	0	0	0	0	0	0	0	1	0	0	5	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	403	0	0	0	0	0	0	0	0	0	0	4	43	0	0	0	0	0	1	0	0	0	369	0	6	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	390	0	0	30	2354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261	0	0	1077	0	0	0	0	13	3	0	0	0
MBD023	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2090	0	0	0	0	435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	1	0	0	0	0	101	0	0	0	0	0	0	426	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8	0	117	8	0	0	0	0	4417	0	0	0	0	0	0	0	0	0	0	0	53	0	0	7	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	39	0	1	497	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	413	0	0	0	0	0	0	344	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	15	14	0	0	0	0	0	0	9	1	0	13	4	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	6	432	2	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	310	0	0	0	0	0	0	0	0	0	0	6	5	0	0	0	0	0	2	0	0	0	115	0	0	78	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	23	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	382	0	0	0	0	0	0	1	0	0
MBD043	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	740	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	756	0	0	0	0	0	0	0	0	0	4	0	123	0	0	0	0	0	0	72	0	0	31	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	0	121	3	0	0	0	0	4450	0	0	0	0	0	0	0	0	0	0	0	71	0	0	11	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	261	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	5	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	8	0	0	0	15	0	0	287	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	4	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265	0	0	0	0	75	0	0	0	0
MBD277	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1059	0	0	0	0	390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	665	0	0	0	0	206	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	10	0	0	2	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	2	0	0	8	0	16	0	0	0	0	0	1	782	0	33	10	3	0	0	0	0	10	0	0	0	0	1	0	0	0	1	0	25	0	215	1	0	0	0	0	2054	15	0	0	0	0	2	0	0	0	0	0	37	0	0	11	36	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	25	0	0	0	0	61	0	0	317	0	0	0	0	2	0	0	0	0	0	8	0	0	0	0	0	0	18	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	412	0	0	0	3	0	0	416	0	0	39	2	0	0	0	0	0	0	0	0	0	0	1347	9	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	188	0	0	1	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	104	1	0	56	0	33	0	1	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	2	0	0	0	0	0	0	0	0	0	14	0	0	0	0	2	0	0	0	0	0	0	199	0	0	124	0	60	0	0	0	0	6	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	8	0	0	0	0	6	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	38	0	0	210	0	0	16	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	431	0	0	71	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	625	0	0	0	0	0	0	23	0	0
MBD124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2338	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2239	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	3	0	79	0	0	0	0	0	0	289	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	739	1	0	0	0	0	11160	0	0	0	0	0	0	0	0	43	0	0	2	0	0	7	28	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0	0	0	0	36	0	1	630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	504	0	0	0	0	0	0	488	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	112	23	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	596	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	17	0	0	0	0	1	0	0	0	0	0	0	0	0	356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	161	0	1	426	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	547	0	0	19	361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	463	0	0	0	0	0	0	0	2	0
MBD397	0	3	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1155	0	0	0	0	325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	191	0	8	16	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1197	13	0	0	0	0	8861	161	0	0	0	0	0	0	0	0	0	0	42	0	0	5	47	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	12	0	0	0	0	16	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	392	0	0	0	1	0	0	371	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	524	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	87	12	0	0	0	0	0	0	0	0	1	3	0	0	1	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	43	0	931	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	387	0	1	510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	0	0	12	1428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	511	0	0	0	0	106	0	0	0	0
MBD144	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	2260	0	0	0	0	732	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262	0	0	0	0	0	0	3	0	0	53	0	97	0	0	0	0	0	0	535	0	20	16	0	0	0	4	0	0	6	0	0	26	0	0	0	0	0	0	1	0	286	0	0	0	0	0	152	1	0	0	0	0	0	0	0	11	0	0	765	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	75	0	0	0	0	48	0	0	1169	0	0	103	0	0	10	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	6192	0	0	0	7	0	0	2005	0	0	9	0	0	0	0	0	0	0	0	7	0	0	0	14	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	318	0	0	0	0	0	0	0	0	0	3	0	0	0	90	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3891	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	5	0	0	7	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	28	0	0	10	88	0	4	1	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	103	0	3	276	211	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	49	0	0	3071	0	0	0	2	0	42	0	0	0
