	Parafabraea	Arthrinium	Brunneoporus	Phialemonium	Arrhenia	Phlogicylindrium	Ruinenia	Gautieria	Xenosonderhenia	Cyphellophora	Diutina	Inonotus	Truncatella	Montanelia	Slooffia	Antrodia	Gloeocystidiellum	Cephaliophora	Debaryomyces	Neopeckia	Ceriporiopsis	Valseutypella	Holtermanniella	Ophiocordyceps	Lecanora	Bionectria	Sugiyamaella	Pterula	Pseudoascochyta	Pyrenochaeta	Kretzschmaria	Coriolopsis	Wallemia	Rhinocladiella	Dictyosporium	Podoscypha	Sirobasidium	Pluteus	Hypoxylon	Leptospora	Schwanniomyces	Hyphodontia	Ulocladium	Chalara	Phlebiopsis	Spencerozyma	Cylindrobasidium	Lignincola	Agaricus	Stemphylium	Auxarthron	Sepedonium	Yamadazyma	Kabatina	Junghuhnia	Artomyces	Thelonectria	Clydaea	Pseudopyricularia	Fusicolla	Postia	Zygoascus	Clitopilus	Scopulariopsis	Parafenestella	Limacella	Serendipita	Pterulicium	Herpotrichia	Pichia	Bezerromyces	Aspergillus	Sphaerulina	Lentinula	Kalmusia	Plicaturopsis	Melanelia	Meripilus	Chaetomium	Sterigmatomyces	unidentified	Amphirosellinia	Zasmidium	Cladophialophora	Dumontinia	Spathaspora	Sampaiozyma	Irpex	Pseudobaeospora	Cystofilobasidium	Striaticonidium	Neocrinula	Botryotrichum	Bulbithecium	Saxophila	Pleurodesmospora	Bisifusarium	Xylaria	Hericium	Monilinia	Lophotrichus	Verticillium	Oudemansiella	Sebacina	Evernia	Calyptella	Kneiffiella	Microbotryum	Zygosaccharomyces	Aphanobasidium	Ascotricha	Zopfiella	Fumiglobus	Propolis	Dematiopleospora	Phaeosaccardinula	Rhodophana	Infundibulicybe	Cornuvesica	Lopharia	Dialonectria	Hypomyces	Fibricium	Asterodon	Lactarius	Climacodon	Tremiscus	Cyptotrama	Phyllozyma	Diversispora	Gelidatrema	Parasola	Botryotinia	Kluyveromyces	Glaciozyma	u	Coniocessia	Apophysomyces	Triblidium	Pyrenochaetopsis	Musumecia	Laccaria	Hymenochaete	Lyomyces	Anthopsis	Phaeosphaeria	Mariannaea	Melanelixia	Cylindrocladium	Phaeophyscia	Acremonium	Triadelphia	Xepicula	Campanophyllum	Asterophora	Melanconiella	Epithamnolia	Diatrype	Robillarda	Asteromyces	Micropsalliota	Simplicillium	Caliciopsis	Saccharomycopsis	Caloplaca	Hymenopellis	Dipodascus	Papulaspora	Trichophyton	Trichomonascus	Arthrobotrys	Neoerysiphe	Hypocopra	Neocosmospora	Neostagonospora	Phaeoacremonium	Exophiala	Serpula	Hermatomyces	Microascus	Amanita	Thyronectria	Mortierella	Pseudocosmospora	Rhizophagus	Hapsidospora	Tricladium	Scutellospora	Hannaella	Stachylidium	Ochrolechia	Buckleyzyma	Morchella	Amyloxenasma	Saccharomyces	Otidea	Neohelicosporium	Chrysomphalina	Parapleurotheciopsis	Typhula	Metarhizium	Lasiodiplodia	Aureobasidium	Chordomyces	Haloguignardia	Dictyonema	Liberomyces	Cystobasidium	Sporormiella	Papiliotrema	Verrucoconiothyrium	Globonectria	Thelebolus	Byssochlamys	Auricularia	Lipomyces	Conocybe	Neolecta	Leptobacillium	Tylospora	Coelopogon	Solicoccozyma	Condenascus	Wardomyces	Neocucurbitaria	Pleochaeta	Valsa	Rhizopus	Phaeobotryon	Biappendiculispora	Vacuiphoma	Tubakia	Spizellomyces	Nidularia	Tilletiopsis	Yarrowia	Toxicocladosporium	Tricholosporum	Crepidotus	Stereum	Gorgomyces	Stolonocarpus	Geoglossum	Xanthothecium	Grandibotrys	Erysiphe	Pezicula	Tausonia	Fusariella	Pseudobensingtonia	Entoloma	Gliophorus	Bonomyces	Thelephora	Peziza	Umbilicaria	Capronia	Spencermartinsiella	Pleiochaeta	Chapeckia	Fibroporia	Parascedosporium	Sarcostroma	Ponticulomyces	Peltigera	Stypella	Drechmeria	Pseudoseptoria	Paramyrothecium	Amylocorticium	Omphalina	Paraconiothyrium	Robbauera	Engyodontium	Campanella	Kodamaea	Nesolechia	Odonticium	Protostropharia	Hirsutella	Cyberlindnera	Luteoamylascus	Babjeviella	Gliocladiopsis	Coprinus	Naganishia	Cordyceps	Niesslia	Curvularia	Oliveonia	Rectifusarium	Selenophoma	Rhodosporidiobolus	Chrysosporium	Gliomastix	Suhomyces	Lapidomyces	Trichoderma	Filobasidium	Dactylonectria	Cucurbitaria	Betamyces	Coniosporium	Phallus	Phoma	Tubulicrinis	Allobotryotrichum	Curvibasidium	Pleopsidium	Erythrobasidium	Auritella	Phaeomycocentrospora	Psathyrella	Gibellula	Rhynchogastrema	Bipolaris	Ganoderma	Pseudotremella	Dothiora	Fuscoporia	Daedaleopsis	Microsphaeropsis	Teratosphaeria	Harzia	Chaetosphaeria	Russula	Lenzites	Geastrum	Pseudodictyosporium	Gomphidius	Monographella	Efibula	Echinoderma	Dacrymyces	Volutella	Gamsia	Malassezia	Bullera	Phlebia	Cuphophyllus	Amauroderma	Cladonia	Phaeocollybia	Beauveria	Strobilurus	Galerina	Helvellosebacina	Clavulina	Golovinomyces	Coniothyrium	Acrophialophora	Verrucostoma	Candelariella	Perenniporia	Pseudopithomyces	Kurtzmaniella	Haploporus	Magnaporthe	Ochroconis	Dothidea	Blumeria	Cosmospora	Lopadostoma	Epicoccum	Occultocarpon	Alpinaria	Daldinia	Calocera	Eutypella	Botryobasidium	Lactifluus	Peterozyma	Trichomerium	Heterophoma	Dermoloma	Articulospora	Brodoa	Vanrija	Ogataea	Seiridium	Austrolecia	Peyronellaea	Gymnostellatospora	Plectosphaerella	Heteroconium	Octaviania	Acrostalagmus	Humidicutis	Amylocystis	Volvariella	Calloria	Leohumicola	Collybia	Emarcea	Paradictyoarthrinium	Septoglomus	Schizosaccharomyces	Lepiota	Fusiconidium	Tremella	Hamigera	Byssomerulius	Pseudozyma	Parasarcopodium	Dennisiomyces	Subulicystidium	Scytalidium	Sphacelotheca	Annulohypoxylon	Paramicrothyrium	Farlowiella	Zygotorulaspora	Kwoniella	Flammulina	Corynascella	Monascus	Diaporthe	Mrakia	Gnomonia	Tothia	Lachancea	Archaeorhizomyces	Dacryopinax	Arctoparmelia	Prosopidicola	Sarocladium	Saitozyma	Balansia	Thanatephorus	Cainia	Schizophyllum	Coprinellus	Aschersonia	Cyanonectria	Ustilago	Vanderwaltozyma	Tumenectria	Melanodiplodia	Protomerulius	Strobilomyces	Fellozyma	Punctularia	Hydropisphaera	Veluticeps	Remotididymella	Xenopolyscytalum	Fistulina	Flammulaster	Rhodoscypha	Ilyonectria	Melanodothis	Mycosphaerella	Aplosporella	Xylodon	Ceratocystis	Lectera	Phyllactinia	Sporobolomyces	Cetraria	Agrocybe	Saccharomycodes	Purpureocillium	Colletotrichum	Suillus	Thielavia	Myceliophthora	Puccinia	Phyllosticta	Polycephalomyces	Dioszegia	Cladosporium	Suillellus	Amaurodon	Thyrostroma	Sidera	Cymatoderma	Kalmanozyma	Phanerochaete	Sclerotinia	Cephalotrichum	Rachicladosporium	Hortaea	Blastobotrys	Hydnum	Hyphodontiella	Allocryptovalsa	Argopericonia	Pseudotomentella	Polyphialoseptoria	Protousnea	Porpoloma	Endophoma	Ijuhya	Paraepicoccum	Albifimbria	Clavaria	Amesia	Trichocladium	Endogone	Sistotrema	Cucitella	Nothophoma	Ophiostoma	Wickerhamiella	Cochliobolus	Cortinarius	Lentinus	Phaeotheca	Cephaloascus	Bradymyces	Xanthoconium	Sulzbacheromyces	Langdonia	Ceriporia	Arthrocatena	Veronaea	Tolypocladium	Pseudoteratosphaeria	Tulasnella	Pseudocercospora	Conlarium	Rhizoctonia	Ascochyta	Remersonia	Lyophyllum	Tetraplosphaeria	Deflexula	Cytospora	Leucopaxillus	Thozetella	Preussia	Neomicrosphaeropsis	Lindtneria	Cerinomyces	Knufia	Libertasomyces	Didymella	Panellus	Genolevuria	Melanomma	Trametes	Wrightoporiopsis	Diplodia	Lecanicillium	Nematodospora	Funneliformis	Urnula	Perenniporiella	Scytinostroma	Poronia	Meyerozyma	Smaragdiniseta	Scheffersomyces	Phaeohelotium	Acaulospora	Microbotryozyma	Lulwoana	Funalia	Neosetophoma	Clavariadelphus	Bothia	Sporodictyon	Leucocoprinus	Abundisporus	Occultifur	Claroideoglomus	Mycetinis	Claviceps	Omphalotus	Pseudophaeomoniella	Bjerkandera	Comoclathris	Induratia	Craterellus	Macalpinomyces	Pseudoacremonium	Priceomyces	Bacidina	Spissiomyces	Cora	Xiliomyces	Afroboletus	Boletellus	Crespoa	Dothiorella	Piloderma	Rhodocollybia	Macrolepiota	Podosordaria	Microdochium	Thermothelomyces	Xeromphalina	Aleurocystidiellum	Udeniomyces	Rhodocybe	Pseudogymnoascus	Bannoa	Volvopluteus	Hansfordia	Paracylindrocarpon	Mycoarthris	Similiphoma	Phialemoniopsis	Paucispora	Battarrea	Nemania	Starmerella	Ophiognomonia	Pseudosagedia	Pyrenophora	Resinicium	Paecilomyces	Alternaria	Psilocybe	Truncocolumella	Dimorphiseta	Podospora	Pseudallescheria	Petriellopsis	Orpinomyces	Spiromyces	Odontia	Derxomyces	Kurtzmanomyces	Oidiodendron	Stachybotrys	Thyridaria	Trypethelium	Multiclavula	Mucidula	Lacrymaria	Parmelina	Xenophacidiella	Laccariopsis	Armillaria	Climacocystis	Spirosphaera	Gymnopilus	Vermiculariopsiella	Holocotylon	Pallidocercospora	Resupinatus	Geopora	Gibberella	Pseudozasmidium	Tetrapyrgos	Neomyrothecium	Taifanglania	Lentinellus	Polyancora	Cetrariella	Nigrospora	Polyozellus	Anomoloma	Pseudotricholoma	Tephrocybe	Krasilnikovozyma	Jackrogersella	Neocatenulostroma	Stilbella	Sporothrix	Torula	Ramophialophora	Septofusidium	Moesziomyces	Clarkeinda	Coniochaeta	Neofusicoccum	Fenestella	Raffaelea	Pithoascus	Bryoria	Candida	Nakazawaea	Cystolepiota	Nakaseomyces	Atractium	Cantharocybe	Fairmania	Leucoagaricus	Cryphonectria	Pseudofabraea	Punctelia	Bulleromyces	Symmetrospora	Scytinopogon	Hanseniaspora	Wickerhamomyces	Onygena	Hyphopichia	Iodophanus	Tetracladium	Unilacryma	Podosphaera	Arthroxylaria	Zhuliangomyces	Pilobolus	Tuber	Haglerozyma	Eleutherascus	Rhizoplaca	Helicobasidium	Kazachstania	Strattonia	Ceramothyrium	Tinctoporellus	Musicillium	Rhizomarasmius	Tyromyces	Xenodidymella	Peniophorella	Arxotrichum	Humicola	Paraisaria	Gyrothrix	Hymenopleella	Paragibellulopsis	Akanthomyces	Kondoa	Cystodermella	Sodiomyces	Graphium	Chalciporus	Metulodontia	Melanohalea	Neoascochyta	Phellodon	Megasporoporia	Phaeococcomyces	Neophaeococcomyces	Pholiota	Chlorophyllum	Exobasidium	Ceratobasidium	Sporidiobolus	Pseudocoleophoma	Chaetosphaeronema	Edenia	Taphrina	Physcia	Cumuliphoma	Parmotrema	Phomatodes	Emodomelanelia	Aureoboletus	Phacidium	Calcarisporiella	Xerocomus	Phaeotremella	Daedalea	Lichenomphalia	Ceraceomyces	Stanjemonium	Dekkera	Neodidymelliopsis	Achroiostachys	Sawadaea	Melanoleuca	Gymnopus	Camarosporula	Clitopilopsis	Rhodotorula	Sclerophora	Devriesia	Furfurella	Cutaneotrichosporon	Chromosera	Millerozyma	Hygrocybe	Chaetopsina	Stagonospora	Leucosporidium	Calophoma	Clavulinopsis	Leptosphaeria	Rugosomyces	Astragalicola	Pyrenopolyporus	Monocillium	Clavispora	Vishniacozyma	Camarophyllus	Tomentella	Trichothecium	Paraphoma	Saccharata	Flavodon	Lophiotrema	Leucosphaerina	Phaeothecoidea	Rossbeevera	Dactylella	Tiarosporella	Pleurotus	Cercospora	Pseudodinemasporium	Gibellulopsis	Sagaranella	Cladorrhinum	Bolbitius	Sticta	Anthracocystis	Memnoniella	Neonectria	Wirthiotrema	Neocallimastix	Sakaguchia	Ombrophila	Paraboeremia	Ephelis	Talaromyces	Cercophora	Ascobolus	Neurospora	Triodiomyces	Chalastospora	Cylindrocladiella	Paradiplococcium	Ovatospora	Metschnikowia	Pseudofusicoccum	Neophaeothecoidea	Eutypa	Venturia	Penicillium	Recurvomyces	Gyalecta	Paraophiobolus	Hygrophorus	Canariomyces	Inocybe	Phomatospora	Marasmius	Phellinus	Trichosporon	Ambrosiozyma	Kabatiella	Apiotrichum	Microthecium	Leptoporus	Drechslera	Hypsizygus	Macroventuria	Teunomyces	Arcuadendron	Limonomyces	Pochonia	Tricholoma	Clonostachys	Phylloporus	Neodevriesia	Parengyodontium	Gloioxanthomyces	Pogonoloma	Paradendryphiella	Myrothecium	Acaulium	Exidia	Trechispora	Pulvinula	Pseudoboletus	Hamamotoa	Geosmithia	Cylindrosympodium	Botrytis	Mucor	Laetisaria	Mycena	Corticium	Hodophilus	Glomus	Multifurca	Ciboria	Nectria	Mycothermus	Wojnowiciella	Absconditella	Diatrypella	Issatchenkia	Coltricia	Periconia	Chamaemyces	Emericellopsis	Septoria	Nematoctonus	Torulaspora	Roussoella	Bondarzewia	Parastagonospora	Stagonosporopsis	Oxyporus	Allophoma	Beltraniella	Cylindrodendrum	Psychronectria	Escovopsis	Cryptococcus	Clitocella	Samsoniella	Lophiostoma	Fusarium	Boeremia	Peroneutypa	Lycoperdon	Unguicularia	Lasiocupulina	Exserohilum	Dichotomopilus	Myxozyma	Coniolariella	Hexagonia	Alboleptonia	Buellia	Pseudosarcosoma	Coprinopsis
K23-1L_its	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2184	4	0	0	0	0	0	575	0	10203	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	129	3180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	452	0	0	0	0	0	0	0	0	0	0	261	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5912	0	0	59340	0	0	0	0	0	26	0	0	831	27670	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	2	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	1	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2201	0	0	0	0	0	836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10215	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	383	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	837	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	28	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4241	0	1	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14985	0	0	0	0	0	0	0	0	0	0	0	0	0	0
122N_its	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K6-2N_its	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	16	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	465	0	0	0	0	0	0	0	0	0	162	0	14	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	25	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	58	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109614	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	12	14	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0
